InFile	OutFile
HbA1c_levl_-_IFCC_standardised-42W5.00_Other_Lab_Result_Information-1001400329	TBD
HCG_titre_-_urine-46J1.11_Other_Laboratory_tests-1001400153	TBD
Serum_LDL_cholesterol_level-44P6.00_Other_Lab_Result_Information-1001400329	LDL
Glomerular_filtration_rate-451F.00_Other_Lab_Result_Information-1001400329	TBD
Rheumatoid_factor-43F..00_Other_Laboratory_tests-1001400153	TBD
Kappa_light_chain_level-4Q3A.00_Other_Laboratory_tests-1001400153	TBD
Lung_function_tests-337..11_Other_Lab_Result_Information-1001400329	TBD
Plasma_porphyrin_level-44ZB.00_Other_Biochemistry_tests-1001400276	TBD
Serum_somatostatin_level-4499.00_Gastrointestinal_hormones-1001400224	TBD
Phenobarbitone_level_high-44W2200_Other_Laboratory_tests-1001400153	TBD
Blood_spot_palmitoyl_carnitine-44tL.00_Other_Laboratory_tests-1001400153	TBD
[D]Hyperglycaemia-R105712_Other_Laboratory_tests-1001400153	TBD
Serum_urea_level-44J9.00_Other_Laboratory_tests-1001400153	TBD
Feels_unwell-16E..00_Other_Laboratory_tests-1001400153	TBD
Lithium-_blood_level-44W8.11_Other_Laboratory_tests-1001400153	Lithium
Primidone-_blood_level-44W7.11_Tricyclics-1001400047	TBD
Low_serum_oestradiol_levels-4465000_Other_Laboratory_tests-1001400153	TBD
Thrombin_time_normal-42Q8000_Thrombin_time-1001400297	TBD
Serum_inorganic_phosphate-44I9.00_Serum_electrolytes-1001400238	InorganicPhosphate
Digoxin-_blood_level-44W9.11_Other_Laboratory_tests-1001400153	TBD
Mean_corpusc._haemoglobin(MCH)-428..00_Other_Laboratory_tests-1001400153	MCH
Autoantibody_titres_NOS-43GZ.00_Other_Laboratory_tests-1001400153	TBD
Child_exam._-_birth-64B..00_Other_Laboratory_tests-1001400153	TBD
Blood_inorganic_phosphate_level-44h5.00_Other_Laboratory_tests-1001400153	InorganicPhosphate
O_Over_E_-_vaginal_discharge-26A..00_Other_Laboratory_tests-1001400153	TBD
Serum_IgG_anticardiolipins_level-43G9.00_Other_Laboratory_tests-1001400153	TBD
Hypokalaemia-C368.00_Other_Laboratory_tests-1001400153	TBD
Protein_electrophoresis_normal-44N1.00_Other_Laboratory_tests-1001400153	TBD
Reticulocyte_count-42X..00_Other_Laboratory_tests-1001400153	Reticulocyte
Blood_magnesium_normal-44L2000_Blood_trace_elements_Over_vitamins-1001400249	Magnesium
Serum_zinc_level_low-44L1100_Blood_trace_elements_Over_vitamins-1001400249	TBD
Qualitative_platelet_deficiency_NOS-D311z00_Other_Laboratory_tests-1001400153	TBD
RBC_count_normal-4261.00_Other_Laboratory_tests-1001400153	NULL
PSA_-_Serum_prostate_specific_antigen_level-43Z2.11_Other_Laboratory_tests-1001400153	TBD
Urinalysis_=_abnormal-4614.00_Other_Laboratory_tests-1001400153	TBD
Open_biopsy_of_lesion_of_bone-7K1T000_Other_Laboratory_tests-1001400153	TBD
Plasma_activated_protein_C_resistance-42Qc.00_Other_Laboratory_tests-1001400153	TBD
Blood_grouping-431..11_Other_Laboratory_tests-1001400153	TBD
Folate_blood_level-42U..11_Other_Laboratory_tests-1001400153	TBD
Serum_cholesterol_Over_LDL_ratio-44lH.00_Other_Biochemistry_tests-1001400276	TBD
Antibody_studies_normal-43Z6000_Other_Laboratory_tests-1001400153	TBD
Plasma_total_protein_S_level-42QF.00_Other_Laboratory_tests-1001400153	TBD
Serum_vitamin_B12_low-42T2.00_Other_Laboratory_tests-1001400153	B12
Serum_galactose-1-phosphate_level-44w..00_Other_Laboratory_tests-1001400153	TBD
Eosinophil_count_normal-42K1.00_Other_Laboratory_tests-1001400153	TBD
Thrombin_time_abnormal-42Q8100_Thrombin_time-1001400297	TBD
Haematocrit_-_PCV_-_low-4254.00_Packed_Cell_Volume-1001400213	Hematocrit
Serum_aluminium_level-44L3.11_Blood_trace_elements_Over_vitamins-1001400249	TBD
Plasma_antithrombin_III_level-42QJ.00_Other_Laboratory_tests-1001400153	TBD
Urine_adrenalin_level_normal-46L1000_Other_Laboratory_tests-1001400153	TBD
Fasting_blood_lipids-44O5.00_Other_Laboratory_tests-1001400153	TBD
Micturition_volume-1AC..00_Other_Laboratory_tests-1001400153	TBD
Digoxin_level_low-44W9100_Other_Laboratory_tests-1001400153	Digoxin
Sodium_valproate-_blood_level-44W4.12_Other_Laboratory_tests-1001400153	TBD
Closed_fracture_proximal_femur,_transcervical-S300.00_Other_Laboratory_tests-1001400153	TBD
Stool_culture_negative-4JH4300_Other_Laboratory_tests-1001400153	TBD
Blood_ethanol_level-44X3.00_Other_Laboratory_tests-1001400153	TBD
Digoxin_level_high-44W9200_Other_Laboratory_tests-1001400153	Digoxin
Carbamazepine-_blood_level-44W5.11_Other_Laboratory_tests-1001400153	TBD
Red_blood_cell_folate-42U4.00_Other_Laboratory_tests-1001400153	TBD
Eosinopenia-42K2.00_Other_Laboratory_tests-1001400153	TBD
Plasma_protein_C_antigen_level-42Qd.00_Other_Laboratory_tests-1001400153	TBD
FH-_Triglyceride_high-1262.13_Other_Laboratory_tests-1001400153	TBD
Disorders_of_bilirubin_excretion-C374.00_Other_Laboratory_tests-1001400153	TBD
Serum_progesterone-4463.00_Other_Laboratory_tests-1001400153	Progesterone
Blood_spot_butyryl_carnitine-44tF.00_Other_Laboratory_tests-1001400153	TBD
Phenytoin-_blood_level-44W3.11_Other_Laboratory_tests-1001400153	TBD
Rheumatoid_arthritis_screen-68F1.00_Other_Laboratory_tests-1001400153	TBD
Albumin_autoantibody_level-43GS.00_Other_Laboratory_tests-1001400153	TBD
Peak_flow_rate_normal-3393.11_Other_Laboratory_tests-1001400153	TBD
Carbamazepine_level_therapeutic-44W5000_Other_Laboratory_tests-1001400153	TBD
Cortisol_day_curve-448x.00_Serum_cortisol-1001400242	TBD
Congestive_heart_failure-G580.00_Other_Laboratory_tests-1001400153	TBD
Corrected_serum_calcium_level-44IC.00_Serum_electrolytes-1001400238	TBD
Serum_conjugated-total_bilirubin_ratio-44E7.00_Other_Laboratory_tests-1001400153	TBD
Neutrophil_count_abnormal-42J4.00_Other_Laboratory_tests-1001400153	TBD
Urine_dopamine-46L3.00_Other_Laboratory_tests-1001400153	TBD
Gambian_trypanosomiasis-A863.00_Other_Laboratory_tests-1001400153	TBD
Phenytoin_level_low-44W3000_Other_Laboratory_tests-1001400153	TBD
Alkaline_phosphatase_in_sample-4I3C.11_Other_Laboratory_tests-1001400153	TBD
Gross_pathology-4K8..00_Other_Laboratory_tests-1001400153	TBD
Vitamin_level-4QB..00_Other_Biochemistry_tests-1001400276	TBD
Valproate_level_therapeutic-44W4000_Other_Laboratory_tests-1001400153	TBD
Seen_in_chest_clinic-9N1b.00_Other_Laboratory_tests-1001400153	TBD
Urine_HCG_titre-46J1.00_Human_Chorionic_Gonadotrophin-1001400029	TBD
H_Over_O-_trigeminal_neuralgia-1475.00_Other_Laboratory_tests-1001400153	TBD
Estimated_average_glucose_level-4Q83.00_Other_Biochemistry_tests-1001400276	TBD
Other_specified_other_operation_on_ear-7323y00_Other_Laboratory_tests-1001400153	TBD
Immunology-43...00_Other_Laboratory_tests-1001400153	NULL
Valproate_level_high-44W4200_Other_Laboratory_tests-1001400153	TBD
Blood_transfusion_test-43o..00_Other_Laboratory_tests-1001400153	TBD
Casualty_self-referral-8HJA.11_Other_Laboratory_tests-1001400153	TBD
[D]Red_cell_morphology_abnormality-R100000_Other_Lab_Result_Information-1001400329	TBD
Biopsy_of_epididymis-7C10400_Other_Laboratory_tests-1001400153	TBD
Serum_TIBC-42R5.00_Other_Laboratory_tests-1001400153	TIBC
Serum_fasting_HDL_cholesterol_level-44PB.00_Other_Laboratory_tests-1001400153	HDL
Phenytoin_level_therapeutic-44W3100_Other_Laboratory_tests-1001400153	TBD
Lithium_level_therapeutic-44W8000_Other_Laboratory_tests-1001400153	TBD
Blood_spot_tetradecenyl_carnitine-44tK.00_Other_Laboratory_tests-1001400153	TBD
Blood_spot_isovalerylcarnitine-44tG.00_Other_Laboratory_tests-1001400153	TBD
Monocyte_count_abnormal-42N5.00_Other_Laboratory_tests-1001400153	TBD
Blood_spot_octanoyl_carnitine-44tJ.00_Other_Laboratory_tests-1001400153	TBD
Blood_spot_acylcarnitine-44t1.00_Other_Laboratory_tests-1001400153	TBD
Hypochromic_-_microcytic_anaemia-D00..11_Other_Laboratory_tests-1001400153	TBD
Urine_bilirubin-46R5.00_Other_Laboratory_tests-1001400153	TBD
Phenobarbitone_level_therapeutic-44W2000_Other_Laboratory_tests-1001400153	TBD
Valproate_level_low-44W4100_Other_Laboratory_tests-1001400153	TBD
Glue_sniffing_dependence-E246.00_Other_Laboratory_tests-1001400153	TBD
Digoxin_level_therapeutic-44W9000_Other_Laboratory_tests-1001400153	Digoxin
Antibody_studies-43Z6.00_Other_Laboratory_tests-1001400153	TBD
Eosinophilia-D403.00_Other_Laboratory_tests-1001400153	TBD
Urine_creatine-46M8.00_Other_Laboratory_tests-1001400153	TBD
Serum_progesterone_level_abnormal-4463100_Other_Laboratory_tests-1001400153	Progesterone
Urine_potassium-46M3.00_Other_Laboratory_tests-1001400153	TBD
Blood_calcium_level-44h4.00_Other_Laboratory_tests-1001400153	Calcium
Blood_spot_propionyl_carnitine-44tE.00_Other_Laboratory_tests-1001400153	TBD
Rubella-A56..00_Other_Laboratory_tests-1001400153	TBD
Biopsy_of_artery_NEC-7A51000_Other_Laboratory_tests-1001400153	TBD
AST_serum_level-44H5.11_Cardiac_enzymes-1001400236	AST
Oral_contraceptive_prescribed-614D.00_Other_Laboratory_tests-1001400153	TBD
Urine_cotinine_level-46TR.00_Urine_Biochemistry-1001400250	TBD
Protein_C_function_estimate-42Qa.00_Other_Laboratory_tests-1001400153	TBD
Prmy_open_reduction_of_#+internal_fixation_with_K-wire-7K1DC00_Other_Laboratory_tests-1001400153	TBD
Urine_sodium-46M4.00_Other_Laboratory_tests-1001400153	TBD
Blood_spot_hexanoyl_carnitine-44tH.00_Other_Laboratory_tests-1001400153	TBD
Haematocrit-4258.00_Other_Laboratory_tests-1001400153	TBD
Serum_IgM_anticardiolipins_level-43G8.00_Other_Laboratory_tests-1001400153	TBD
Chickenpox_-_varicella-A52..00_Other_Laboratory_tests-1001400153	TBD
Urine_zinc-46P7.00_Urine_Biochemistry-1001400250	TBD
Amphetamine_in_urine-46Q5.11_Urine_Biochemistry-1001400250	TBD
[X]Eviden_of_alcohl_involv_blood_alcohl_level_20-39mg_Over_100ml-U801.00_Other_Laboratory_tests-1001400153	TBD
[D]Raised_prostatic_specific_antigen-R15y000_Other_Laboratory_tests-1001400153	TBD
RBC_folate_abnormal-42UD.00_Other_Laboratory_tests-1001400153	NULL
Protein_S_function_estimate-42Qb.00_Other_Laboratory_tests-1001400153	TBD
FH-_Cholesterol_high-1262.11_Other_Laboratory_tests-1001400153	TBD
Random_blood_sugar_normal-44T1000_Other_Laboratory_tests-1001400153	RandomGlucose
Serum_androstenedione-4475.00_Other_Laboratory_tests-1001400153	TBD
Prophylactic_drug_therapy_NOS-8B6Z.00_Other_Laboratory_tests-1001400153	TBD
Non-insulin_dependent_diabetes_mellitus-C109.00_Bilirubin-1001400009	TBD
[D]Glucose,_blood_level_abnormal-R105700_Blood_glucose-1001400067	TBD
Child_head_circ._centiles-649..00_Other_Laboratory_tests-1001400153	TBD
Administration-9....00_Other_Laboratory_tests-1001400153	NULL
Ear_swab-4JF1.11_Other_Laboratory_tests-1001400153	TBD
Mean_corpuscular_volume_(MCV)-42A..00_Other_Lab_Result_Information-1001400329	TBD
Serum_phenobarbitone_level-44W2.00_Other_Laboratory_tests-1001400153	TBD
Biopsy_of_organ_NOC_NOS-7M0Ez00_Other_Laboratory_tests-1001400153	TBD
LDH_blood_level-44H6.11_Other_Laboratory_tests-1001400153	TBD
Urine_adrenalin-46L1.00_Other_Laboratory_tests-1001400153	TBD
TSH_level-442..12_Other_Lab_Result_Information-1001400329	TBD
Serum_sodium-44I5.00_Other_Laboratory_tests-1001400153	TBD
O_Over_E_-_general_breast_exam._NAD-26B1.00_Other_Laboratory_tests-1001400153	TBD
Serum_growth_hormone-4481.00_Other_Laboratory_tests-1001400153	TBD
Serum_amylase_(pancreatic)-44C4.00_Other_Laboratory_tests-1001400153	TBD
Urine_pH_=_5.0-46A2.00_Urine_dipstick_for_pH-1001400310	TBD
Electrolytes_normal-44I2.00_Sodium-1001400032	NULL
Haematocrit-4258.00_Other_Lab_Result_Information-1001400329	TBD
Eosinophil_count-42K..00_Other_Lab_Result_Information-1001400329	TBD
Immunoglobulin_A-43J5.11_Other_Laboratory_tests-1001400153	TBD
Urine_HCG_titre-46J1.00_Urine_Biochemistry-1001400250	TBD
Electrophoresis_-_Hb-42V1.11_Other_Laboratory_tests-1001400153	TBD
Serum_iron_normal-42R1.00_Other_Laboratory_tests-1001400153	Iron
Cardiac_enzymes_abnormal-44H3.00_Lactate_Dehydrogenase-1001400033	TBD
Urine_specific_gravity_low-4632.00_Urine_Biochemistry-1001400250	TBD
Urine_pH_=_6.0-46A3.00_Urine_dipstick_for_pH-1001400310	TBD
Plasma_glucose-44TA.00_Other_Lab_Result_Information-1001400329	NULL
Blood_urea_normal-44J1.00_Other_Laboratory_tests-1001400153	TBD
Glucose_tolerance_test-44V..00_Other_Laboratory_tests-1001400153	TBD
Serum_LDL_cholesterol_level-44P6.00_Serum_cholesterol-1001400017	LDL
Basophil_count-42L..00_Other_Lab_Result_Information-1001400329	TBD
Mean_corpusc._haemoglobin(MCH)-428..00_Other_Lab_Result_Information-1001400329	TBD
Paracetamol-_blood_level-44WB.11_Other_Laboratory_tests-1001400153	TBD
Plasma_aspartate_transaminase_level-44HC.00_Cardiac_enzymes-1001400236	TBD
150_minute_plasma_glucose_level-44g7.00_Blood_glucose-1001400067	TBD
Non-insulin_dependent_diabetes_mellitus-C109.00_Hb_A1C_-_Diabetic_control-1001400140	TBD
Adrenal_autoantibodies-43G6.00_Other_Laboratory_tests-1001400153	TBD
Dip-stick_blood_sugar-44T4.00_Other_Laboratory_tests-1001400153	TBD
Psittacosis_antibody_level-43ec.00_Other_Laboratory_tests-1001400153	TBD
Prothrombin_time-42Q5.00_Other_Lab_Result_Information-1001400329	TBD
Lymphocyte_count-42M..00_Other_Lab_Result_Information-1001400329	TBD
Serum_digoxin_level-44W9.00_Other_Laboratory_tests-1001400153	Digoxin
Cardiac_enzymes_normal-44H2.00_Lactate_Dehydrogenase-1001400033	TBD
Serum_free_beta_human_chorionic_gonadotrophin_level-44ZF.00_Other_Biochemistry_tests-1001400276	TBD
Expected_peak_flow_rate-339C.00_PF_current-1001400210	TBD
Electrophoresis-_paraprotein-44N8.00_Other_Laboratory_tests-1001400153	TBD
Platelet_count-42P..00_Other_Lab_Result_Information-1001400329	TBD
Nondependent_alcohol_abuse-E250.00_Other_Laboratory_tests-1001400153	TBD
Serum_paraprotein_level-44MB.00_Other_Laboratory_tests-1001400153	TBD
Legionella_rapid_microagglutination_test-43eS.00_Other_Laboratory_tests-1001400153	TBD
Porphobilinogen_in_urine-46R4.11_Urine_Biochemistry-1001400250	TBD
24_hour_urine_volume-46I..00_Other_Laboratory_tests-1001400153	TBD
Monocyte_count-42N..00_Other_Lab_Result_Information-1001400329	TBD
Paraprotein_profile-43Z8.00_Other_Laboratory_tests-1001400153	TBD
Urine_urobilinogen_test-46C..00_Other_Laboratory_tests-1001400153	TBD
9am_cortisol_level-448w.00_Other_Laboratory_tests-1001400153	TBD
Legionella_immunofluorescence-43eR.00_Other_Laboratory_tests-1001400153	TBD
Neutrophil_count-42J..00_Other_Lab_Result_Information-1001400329	TBD
Urine_pH_=_7.5-46A6.00_Urine_dipstick_for_pH-1001400310	TBD
Urine_specific_gravity_high-4633.00_Urine_Biochemistry-1001400250	TBD
Adrenal_hormone_-_serum-448..11_Other_Laboratory_tests-1001400153	TBD
Anticoagulant_therapy-88A5.00_Other_Laboratory_tests-1001400153	TBD
Serum_angiotensin_converting_enzyme_level-44CH.00_Other_Laboratory_tests-1001400153	TBD
Immunoglobulin_M-43J4.11_Other_Laboratory_tests-1001400153	TBD
Serum_17a-hydroxyprogesterone_level-4466.00_E2_Prostaglandin-1001400162	TBD
Large_unstained_cells-42ZD.00_Other_Lab_Result_Information-1001400329	TBD
Schilling_test-4524.12_Other_Laboratory_tests-1001400153	TBD
Serum_T3_level-4424.00_Other_Laboratory_tests-1001400153	TBD
Oestrogen_-_serum,basic-4464.11_E2_Prostaglandin-1001400162	TBD
Bence_Jones_protein_excretion_level-43y2.00_Other_Laboratory_tests-1001400153	TBD
Menstrual_period_late-1517.11_Other_Laboratory_tests-1001400153	TBD
Specific_antibody_level-43W..00_Other_Laboratory_tests-1001400153	TBD
Resp._flow_rate_abnormal-3394.00_PF_current-1001400210	TBD
Urine_pH_=_6.5-46A4.00_Urine_dipstick_for_pH-1001400310	TBD
Red_blood_cell_distribution_width-42Z7.00_Other_Lab_Result_Information-1001400329	TBD
Urine_pH_=_7.0-46A5.00_Urine_dipstick_for_pH-1001400310	TBD
AST_serum_level-44HB.00_Other_Laboratory_tests-1001400153	TBD
Digoxin_poisoning-SLC1000_Other_Laboratory_tests-1001400153	TBD
RBC's_-_hypochromic-42E2.00_Other_Lab_Result_Information-1001400329	TBD
Mean_corpusc._Hb._conc._(MCHC)-429..00_Other_Lab_Result_Information-1001400329	TBD
Serum_amiodarone_level-44WD.00_Other_Laboratory_tests-1001400153	TBD
Epilepsy-F25..00_Valproate-1001400052	TBD
Chest_pain-182..00_Other_Laboratory_tests-1001400153	TBD
Serum_insulin-4493.00_Gastrointestinal_hormones-1001400224	TBD
Immunoglobulin_G-43J3.11_Other_Laboratory_tests-1001400153	TBD
Urine_pH_=_8.0-46A7.00_Urine_dipstick_for_pH-1001400310	TBD
Brucellosis-A23..00_Other_Laboratory_tests-1001400153	TBD
Influenza_A_antibody_level-43dF.00_Other_Laboratory_tests-1001400153	TBD
Blood_chloride_level-44h2.00_Other_Laboratory_tests-1001400153	Chloride
Hepatitis_B_surface_antibody_level-43d8.00_Other_Laboratory_tests-1001400153	TBD
Well_woman_health_examination-69D2.16_Other_Laboratory_tests-1001400153	TBD
Cancers-B....11_Other_Laboratory_tests-1001400153	NULL
Urine_pH_=_8.5-46A8.00_Urine_dipstick_for_pH-1001400310	TBD
Mean_platelet_volume-42Z5.00_Other_Lab_Result_Information-1001400329	TBD
FEV1_Over_VC_percent-339r.00_Forced_Expiratory_Volume_in_1_sec-1001400260	TBD
Mycoplasma_antibody_level-43WD.00_Other_Laboratory_tests-1001400153	TBD
Autoantibody_titres-43G..00_Other_Laboratory_tests-1001400153	TBD
Non-insulin_dependent_diabetes_mellitus-C109.00_Alkaline_Phosphatase-1001400004	TBD
Influenza_B_antibody_level-43dG.00_Other_Laboratory_tests-1001400153	TBD
Serum_cortisol-4482.00_Other_Laboratory_tests-1001400153	TBD
Prostatism-K20..16_Other_Laboratory_tests-1001400153	TBD
Cytomegalovirus_IgG_antibody_level-43W1.00_Other_Laboratory_tests-1001400153	TBD
Urine_light_chain_level-46O9.00_Urine_Biochemistry-1001400250	TBD
HCG_titre_-_urine-46J1.11_Urine_Biochemistry-1001400250	TBD
Hb_estimation-423..11_Other_Lab_Result_Information-1001400329	Hemoglobin
Urine_specific_gravity_normal-4631.00_Urine_Biochemistry-1001400250	TBD
CEA_-_Carcinoembryonic_antigen_level-44a0.11_Other_Laboratory_tests-1001400153	TBD
[D]Abnormal_sputum-R064.00_Other_Laboratory_tests-1001400153	TBD
Vitamin_B12_deficiency-C262100_Other_Laboratory_tests-1001400153	TBD
Prim_open_reduct_fract_long_bone_&_fixation_rigid_nail_NEC-7K1D100_Other_Laboratory_tests-1001400153	TBD
Bilirubin_direct_measurement-4QCE000_Other_Biochemistry_tests-1001400276	TBD
Urine_test_for_glucose-466..00_Other_Laboratory_tests-1001400153	TBD
Thyroid_function_tests-442..13_Other_Laboratory_tests-1001400153	TBD
Neutrophil_count_NOS-42JZ.00_Other_Laboratory_tests-1001400153	TBD
Healed_tympanic_membrane_perforation-F54y000_Other_Laboratory_tests-1001400153	TBD
BCG_vaccination-653..11_Other_Laboratory_tests-1001400153	TBD
[D]Breast_imaging_abnormal_NOS-R138z00_Other_Laboratory_tests-1001400153	TBD
Amylase_in_sample-4I3E.11_Other_Laboratory_tests-1001400153	TBD
Mammogram-thermographic-5861.11_Other_Laboratory_tests-1001400153	TBD
Heaf_test-332..11_Other_Laboratory_tests-1001400153	TBD
H_Over_O-_anticoagulant_therapy-14P1.00_Other_Laboratory_tests-1001400153	TBD
Neutrophil_count-42J..00_Other_Laboratory_tests-1001400153	TBD
Direct_Over_total_bilirubin_ratio_measurement-44E4000_Bilirubin-1001400009	TBD
eGFR_using_cystatin_C_(CKD-EPI)_per_1.73_square_metres-451M.00_Glomerular_filtration_rate-1001400326	TBD
Blood_sugar_result-44U..11_Other_Laboratory_tests-1001400153	Glucose
Blood_glucose_5-6.9_mmol_Over_L-44U4.00_Other_Laboratory_tests-1001400153	TBD
FVC_after_change_of_bronchodilator-3396300_Forced_Vital_Capacity-1001400262	TBD
Rhesus_blood_grouping_NOS-432Z.00_Other_Laboratory_tests-1001400153	TBD
ESR_abnormal-42B6000_Other_Laboratory_tests-1001400153	TBD
MCV_-_raised-42A3.00_Other_Laboratory_tests-1001400153	TBD
Blood_glucose_10-13.9_mmol_Over_L-44U6.00_Other_Laboratory_tests-1001400153	TBD
Semen_exam.-_infertile-4916.00_Other_Laboratory_tests-1001400153	TBD
Serum_17a-hydroxyprogesterone_level-4466.00_Other_Laboratory_tests-1001400153	TBD
Cortisol_titre_-_urine-46JA.11_Urine_Biochemistry-1001400250	TBD
Urine_albumin-creatinine_ratio-46TC.00_Other_Biochemistry_tests-1001400276	TBD
Serum_alk._phos._raised-44F2.00_Other_Laboratory_tests-1001400153	TBD
Uric_acid_cryst.-urine-46F3.11_Other_Laboratory_tests-1001400153	TBD
Plasma_cobalt_level-44Lm100_Blood_trace_elements_Over_vitamins-1001400249	TBD
Serum_free_T4_level-442V.00_Other_Laboratory_tests-1001400153	TBD
Thyroid_hormone_tests_high-4422.00_Other_Laboratory_tests-1001400153	TBD
Serum_folate-42U5.00_Other_Laboratory_tests-1001400153	Folate
Infections_of_kidney-K10..00_Other_Laboratory_tests-1001400153	TBD
Test_result_to_pat.personally-41C3.00_Other_Laboratory_tests-1001400153	TBD
Urine_bacteria_test-_negative-46B2.00_Other_Laboratory_tests-1001400153	TBD
Haemoglobin_very_low-4234.00_Other_Laboratory_tests-1001400153	Hemoglobin
Rhesus_negative-4321.00_Other_Laboratory_tests-1001400153	TBD
Glucose_tolerance_test_normal-44V1.00_Other_Laboratory_tests-1001400153	TBD
Phenytoin_level-4Q1F.00_Other_Biochemistry_tests-1001400276	TBD
Serum_paracetamol_level-44WB.00_Other_Laboratory_tests-1001400153	TBD
MCH_-_raised-4284.00_Other_Laboratory_tests-1001400153	MCH
Biliary_contr.radiog.abnormal-54G3.00_Other_Laboratory_tests-1001400153	TBD
Blood_group_O-4315.00_Other_Laboratory_tests-1001400153	TBD
MCV_-_low-42A4.00_Other_Laboratory_tests-1001400153	TBD
CLO_test_positive-4JO0.00_Other_Laboratory_tests-1001400153	TBD
Serum_triglycerides_raised-44Q3.00_Other_Laboratory_tests-1001400153	Triglycerides
Chloride_in_sample-4I35.11_Other_Laboratory_tests-1001400153	TBD
Blood_urate_raised-44K2.00_Other_Laboratory_tests-1001400153	TBD
Serum_monomeric-total_prolactin_ratio-44ld000_Other_Biochemistry_tests-1001400276	TBD
Nontoxic_multinodular_goitre-C011.00_Other_Laboratory_tests-1001400153	TBD
Leucocytosis_-high_white_count-42H3.00_Other_Laboratory_tests-1001400153	TBD
Serum_triglycerides_normal-44Q1.00_Other_Laboratory_tests-1001400153	Triglycerides
Prothrombin_time_normal-42Q5200_Other_Laboratory_tests-1001400153	TBD
Blood_glucose_14+_mmol_Over_L-44UZ.00_Other_Laboratory_tests-1001400153	TBD
Emphysematous_bronchitis-H312100_Other_Laboratory_tests-1001400153	TBD
Creatinine_in_sample-4I37.11_Other_Laboratory_tests-1001400153	TBD
Anti-gliadin_antibody_level-43GU.00_Other_Laboratory_tests-1001400153	TBD
Candidiasis_of_vagina-AB21100_Other_Laboratory_tests-1001400153	TBD
Medical_follow-up-8HB2.00_Other_Laboratory_tests-1001400153	TBD
Serum_cholesterol_very_high-44P4.00_Other_Laboratory_tests-1001400153	Cholesterol
Coag._Over_bleeding_test_NOS-42QZ.00_Other_Laboratory_tests-1001400153	TBD
Blood_group_A-4312.00_Other_Laboratory_tests-1001400153	TBD
Abnormal_lymphocytes-42M4.00_Other_Laboratory_tests-1001400153	TBD
Basic_oestrogen-_17-B-oestriol-4464.00_Other_Laboratory_tests-1001400153	TBD
White_cell_count-42H..12_Other_Laboratory_tests-1001400153	TBD
Blood_sent_for_serum_lipids-44O1.00_Other_Laboratory_tests-1001400153	TBD
Lipoprotein_electroph._-_HDL-44R3.00_High_Density_Lipoprotein-1001400031	TBD
Occupation_of_spouse-131..00_Other_Laboratory_tests-1001400153	TBD
Sodium_in_sample-4I33.11_Other_Laboratory_tests-1001400153	TBD
Plain_X-ray_teeth_NOS-523Z.00_Other_Laboratory_tests-1001400153	TBD
Haemoglobin_not_estimated-4231.00_Other_Laboratory_tests-1001400153	TBD
Thyroid_hormone_tests_low-4423.00_Other_Laboratory_tests-1001400153	TBD
Thyroid_horm_tests_borderline-442C.00_Other_Laboratory_tests-1001400153	TBD
Hb._A1C_7-10%_-_borderline-42W2.00_Other_Laboratory_tests-1001400153	HbA1C
Serum_amylase_(pancreatic)_abnormal-44C4100_Other_Laboratory_tests-1001400153	TBD
Serum_TSH_level-442W.00_Other_Laboratory_tests-1001400153	TBD
Urine_screen_normal-68K5.00_Other_Laboratory_tests-1001400153	TBD
Serum_bilirubin_level-44E..00_Other_Laboratory_tests-1001400153	TBD
Bone_profile-44Z2.00_Other_Laboratory_tests-1001400153	TBD
Haemoglobin_requested-4232.00_Other_Laboratory_tests-1001400153	TBD
Eosinophil_count_raised-42K3.00_Other_Laboratory_tests-1001400153	TBD
Haemoglobin_very_high-423A.00_Other_Laboratory_tests-1001400153	TBD
Serum_beta_2_microglobulin_level-44CF.00_Other_Laboratory_tests-1001400153	TBD
Serum_iron_raised-42R3.00_Other_Laboratory_tests-1001400153	TBD
Immunoglobulins_normal-43J1.00_Other_Laboratory_tests-1001400153	TBD
Urine_bacteria_test-_positive-46B3.00_Other_Laboratory_tests-1001400153	TBD
Platelet_count_normal-42P1.00_Other_Laboratory_tests-1001400153	TBD
Blood_been_cross-matched-4342.00_Other_Laboratory_tests-1001400153	TBD
Blood_glucose_2.5-4.9_mmol_Over_L-44U3.00_Other_Laboratory_tests-1001400153	TBD
Blood_chemistry_NOS-44ZZ.00_Other_Laboratory_tests-1001400153	TBD
Hb._A1C_-_diabetic_control_NOS-42WZ.00_Other_Laboratory_tests-1001400153	TBD
Serum_cholesterol_borderline-44P2.00_Other_Laboratory_tests-1001400153	Cholesterol
TSH_receptor_antibody_level-43Gu.00_Other_Laboratory_tests-1001400153	TBD
[M]Psammomatous_meningioma-BBd5.00_Other_Laboratory_tests-1001400153	TBD
Serum_iron_low-42R2.00_Other_Laboratory_tests-1001400153	Iron
Serum_triglycerides_borderline-44Q2.00_Other_Laboratory_tests-1001400153	Triglycerides
Urine_vitamin_B1_level-46Tc.00_Other_Laboratory_tests-1001400153	TBD
Leucopenia_-_low_white_count-42H2.00_Other_Laboratory_tests-1001400153	TBD
Serum_lipids_borderline_raised-44O3.00_Other_Laboratory_tests-1001400153	TBD
Urine_screen_abnormal-68K6.00_Other_Laboratory_tests-1001400153	TBD
