InFile	OutFile
Phosphate_Over_creatinine_ratio-44ln.00_Other_Biochemistry_tests-1001400276	TBD
Magnesium_ammonium_phosphate_level-4QC5.00_Other_Biochemistry_tests-1001400276	TBD
Leucocytosis-42H3.11_White_blood_count-1001400056	TBD
SMAC_analysis-441..11_Other_Laboratory_tests-1001400153	TBD
Plasma_methotrexate_level-44WQ.00_Methotrexate-1001400041	TBD
Polymorphonuclear_leukocyte_count-42H6.00_White_blood_count-1001400056	TBD
Transferrin_level-4Q31.00_Other_Biochemistry_tests-1001400276	TBD
Urine_methylamphetamine_level-46Qa.00_Urine_Biochemistry-1001400250	TBD
Leucopenia-42H2.11_White_blood_count-1001400056	TBD
Serum_copper_level-44L4.11_Blood_trace_elements_Over_vitamins-1001400249	TBD
Osmolality_urine_Over_serum_ratio-44lW.00_Serum_osmolality-1001400247	TBD
24_hour_urine_volume_normal-46I1.00_Urine_Biochemistry-1001400250	TBD
Ex_smoker-137S.00_PF_current-1001400210	TBD
Serum_chloride_level_abnormal-44I6100_Serum_chloride-1001400016	Chloride
Mannose-binding_lectin_level-4Q3F.00_Other_Biochemistry_tests-1001400276	TBD
Albumin_excretion_rate-44J6.00_Urine_Biochemistry-1001400250	TBD
Reactive_lymphocyte_count-42MD.00_Lymphocyte_count-1001400058	TBD
Urine_Methylenedioxyamphetamine_level-46QN.00_Urine_Biochemistry-1001400250	TBD
Latex_test-43F..11_Rheumatoid_factor-1001400159	TBD
Platelet_Over_neutrophil_ratio-42P6.00_Platelets-1001400064	TBD
Indirect_(unconj.)_bilirubin-44E5.00_Bilirubin-1001400009	TBD
Serum_luteinising_hormone_level-4433.13_Luteinising_Hormone-1001400037	LuteinisingHormone
Valproate_level_therapeutic-44W4000_Valproate-1001400052	TBD
RBC_count_abnormal-4267.00_Red_blood_cell_count-1001400026	RBC
O_Over_E_-_venous_system-248..12_Jugular_Venous_Pressure-1001400267	TBD
Tumour_hormone_receptor_status-4KJ..00_Other_Laboratory_tests-1001400153	TBD
Urine_porphobilinogen-46R4.00_Urine_Biochemistry-1001400250	TBD
Metadrenaline_level-4Q21000_Other_Biochemistry_tests-1001400276	TBD
Serum_follicle_stimulating_hormone_level-4434.12_Follicle_Stimulating_Hormone-1001400014	TBD
Blood_magnesium_abnormal-44L2100_Blood_trace_elements_Over_vitamins-1001400249	TBD
Carcinoembryonic_antigen_present-44a0100_Carcinoembryonic_antigen-1001400312	TBD
Serum_amylase_(pancreatic)_abnormal-44C4100_Amylase-1001400136	Amylase
RBC_count_borderline_low-4262.00_Red_blood_cell_count-1001400026	RBC
Cholinesterase_genotype-44Cj.00_Other_Laboratory_tests-1001400153	TBD
Digoxin_level_low-44W9100_Digoxin_blood_level-1001400021	Digoxin
Pituitary_function_test_normal-4486200_Other_Laboratory_tests-1001400153	TBD
Serum_progesterone_level_abnormal-4463100_Progesterone-1001400068	Progesterone
Urine_arsenic_Over_creatinine_ratio-44lB.00_Other_Biochemistry_tests-1001400276	TBD
Urine_adrenalin_level_normal-46L1000_Urine_Biochemistry-1001400250	TBD
Thiopurine_methyltransferase_enzyme_activity-44CZ000_Enzymes_Over_Specific_proteins-1001400314	TBD
Baseline_respiratory_rate-2354.00_Respiratory_Rate-1001400274	TBD
Carbamazepine_level_low-44W5100_Carbemazepine-1001400015	TBD
Serum_proteins_borderline-44M6.00_Total_protein-1001400043	TotalProtein
Serum_bilirubin_borderline-44E6.00_Bilirubin-1001400009	Bilirubin
Serum_progesterone_level_normal-4463000_Progesterone-1001400068	Progesterone
MCH_-_borderline_raised-4285.00_Mean_corpuscular_haemoglobin-1001400044	MCH
Haematology_result_abnormal-4219.00_Other_Laboratory_tests-1001400153	TBD
Carbamazepine_level_high-44W5200_Carbemazepine-1001400015	TBD
Serum_iron_abnormal-42R6.00_Serum_iron_tests-1001400023	Iron
Haematocrit_-_PCV_-_normal-4251.00_Packed_Cell_Volume-1001400213	Hematocrit
Blood_biotinidase_level-44CY.00_Other_Laboratory_tests-1001400153	TBD
Haematocrit_-_borderline_high-4252.00_Packed_Cell_Volume-1001400213	Hematocrit
LH_level_abnormal-4433100_Luteinising_Hormone-1001400037	LuteinisingHormone
More_than_80%_of_predicted_peak_expiratory_flow_rate-339E.11_PF_current-1001400210	TBD
Thrombin_time_reference-42Qy.00_Thrombin_time-1001400297	TBD
Thiopurine_methyl_transferase_level-4Q95.00_Other_Biochemistry_tests-1001400276	TBD
Population_gated_lymphocytes-42MH.00_Lymphocyte_count-1001400058	TBD
Testosterone_-_24_hour_urine-46K8.11_Urine_Biochemistry-1001400250	TBD
Urine_cortisol_Over_creatinine_ratio-46LL.00_Urine_Biochemistry-1001400250	TBD
60_minute_plasma_cortisol_level-4488.00_Serum_cortisol-1001400242	TBD
30_minute_plasma_cortisol_level-4487.00_Serum_cortisol-1001400242	TBD
Serum_bicarbonate_level_normal-44I7000_Serum_bicarbonate-1001400245	Bicarbonate
Bilirubin_in_sample-4I38.11_Other_Laboratory_tests-1001400153	TBD
Cx._smear-_uterine_curet._need-4K4A.00_Other_Laboratory_tests-1001400153	TBD
Alpha-1-antitrypsin_level-4Q3M.00_Other_Biochemistry_tests-1001400276	TBD
Serum_bicarbonate_level_abnormal-44I7100_Serum_bicarbonate-1001400245	Bicarbonate
HbA1_GreaterThan_10%_-_bad_control-42c2.00_Other_Laboratory_tests-1001400153	HbA1C
Red_blood_cell_(RBC)_count-426..00_Other_Lab_Result_Information-1001400329	TBD
Tumour_marker_levels-44a..00_Other_Laboratory_tests-1001400153	TBD
Lymphocyte_subsets-42MA.00_Lymphocyte_count-1001400058	TBD
TIBC_-_Total_iron_binding_capacity_normal-42R5000_Total_iron_binding_capacity-1001400042	TIBC
HbA1_7_-_10%_-_borderline_control-42c1.00_Other_Laboratory_tests-1001400153	HbA1C
RBC_count_low-4263.00_Red_blood_cell_count-1001400026	RBC
Monocyte_count_raised-42N2.00_Monocyte_count-1001400050	MonNum
White_blood_count-42H..11_Other_Lab_Result_Information-1001400329	TBD
Serum_urea_level-44J..13_Other_Laboratory_tests-1001400153	TBD
Urine_microscopy_-_casts-46E..00_Other_Lab_Result_Information-1001400329	TBD
Urea_in_sample-4I36.11_Other_Laboratory_tests-1001400153	TBD
Serum_gammaglobulin_raised-44M5100_Serum_globulin-1001400248	Globulin
60_minute_serum_glucose_level-44f4.00_Blood_glucose-1001400067	TBD
CIN_II_-_moderate_dyskaryosis-4K28.11_Other_Laboratory_tests-1001400153	TBD
Lipoprotein_(a)_level-4Q3G.00_Other_Biochemistry_tests-1001400276	TBD
Serum_manganese_level-44LT.00_Blood_trace_elements_Over_vitamins-1001400249	TBD
Haemoglobin_not_estimated-4231.00_Haemoglobin-1001400027	TBD
Post_mortem_result-4K95.00_Other_Laboratory_tests-1001400153	TBD
Post_mortem_exam._requested-4K91.00_Other_Laboratory_tests-1001400153	TBD
Urine_codeine_screen-46QD.00_Urine_Biochemistry-1001400250	TBD
Myelocyte-42O2.11_Large_unstained_cells-1001400163	TBD
Biochemical_ratio-44l..00_Other_Biochemistry_tests-1001400276	TBD
Urine_albumin-creatinine_ratio-46TC.00_Other_Laboratory_tests-1001400153	TBD
HCG_24_hour_assay_-_urine-46K1.11_Urine_Biochemistry-1001400250	TBD
Miscellaneous_samples-4I...00_Other_Laboratory_tests-1001400153	NULL
Serum_haptoglobin_screen-44CE.00_Enzymes_Over_Specific_proteins-1001400314	TBD
Alk._phos._-_liver_isoenzyme-44F4.00_Alkaline_Phosphatase-1001400004	TBD
Urine_protein_electr._normal-46O1.00_Urine_Biochemistry-1001400250	TBD
Clue_cells-4KE..00_Other_Laboratory_tests-1001400153	TBD
Fluid_sample_collection_time-4I32.00_Other_Laboratory_tests-1001400153	TBD
90_minute_plasma_glucose_level-44g5.00_Blood_glucose-1001400067	TBD
Calcium_level-4Q72.00_Other_Laboratory_tests-1001400153	TBD
Dopamine_Over_creatinine_ratio-44l3.00_Other_Laboratory_tests-1001400153	TBD
MCH_-_abnormal-4286.00_Mean_corpuscular_haemoglobin-1001400044	MCH
Urine_oestriol_titre-46J2.00_Urine_Biochemistry-1001400250	TBD
Serum_total_lactate_dehydrogenase_level-44H6.12_Lactate_Dehydrogenase-1001400033	TBD
Asthma-H33..00_PF_last_attack_before_nebuliser-1001400202	TBD
Asthma-H33..00_Haemoglobin-1001400027	TBD
Tonometry_normal-3126000_Intra_Ocular_Pressure_Left-1001400293	TBD
T_cell_subsets-42M7.00_Lymphocyte_count-1001400058	TBD
Serum_alkaline_phosphatase_placental_enzyme_level-44CV.00_Alkaline_Phosphatase-1001400004	TBD
MCHC_-_raised-4294.00_MCH_Hb_Concentration-1001400046	MCHC
Angiotensin_-_serum-44A4.11_Other_Laboratory_tests-1001400153	TBD
Serum_lactate_dehydrogenase_level-44HF.00_Cardiac_enzymes-1001400236	TBD
RBC_folate_low-42U8.00_Folate_level-1001400013	TBD
Theophylline_level_therapeutic-44W1000_Theophylline-1001400040	TBD
Serum_alpha-1-antichymotrypsin_level-44Co.00_Other_Laboratory_tests-1001400153	TBD
BAWO-7414511_Other_Laboratory_tests-1001400153	TBD
Beta_hydroxybutyrate_level-4Q51.00_Other_Biochemistry_tests-1001400276	TBD
Haematocrit_-_PCV_-_high-4253.00_Packed_Cell_Volume-1001400213	Hematocrit
Red_cell_magnesium_level-44LR.00_Blood_trace_elements_Over_vitamins-1001400249	TBD
Total_cholesterol-HDL_ratio-44PF.00_Other_Laboratory_tests-1001400153	Cholesterol/HDL
17_alpha_hydroxy_pregnanolone_level-4Q2R.00_Other_Biochemistry_tests-1001400276	TBD
Serum_C1-esterase_activity-43IH.00_Complement_tests-1001400232	TBD
Blood_glucose_level_during_night-44TJA00_Blood_glucose-1001400067	NULL
Digoxin_level_high-44W9200_Digoxin_blood_level-1001400021	Digoxin
Influenza_vaccination-65E..00_Lung_function_pre_steriods-1001400321	TBD
Serum_magnesium_level-44L2.11_Blood_trace_elements_Over_vitamins-1001400249	Magnesium
IgA_rheumatoid_factor_level-43FB.00_Rheumatoid_factor-1001400159	TBD
24_hour_urine_volume_excessive-46I2.00_Urine_Biochemistry-1001400250	TBD
Chromogranin_A_level-4Q36.00_Other_Biochemistry_tests-1001400276	TBD
Serum_creatine_kinase_level-44HG.00_Cardiac_enzymes-1001400236	CreatinineKinase
Valproate_level_high-44W4200_Valproate-1001400052	TBD
Serum_zinc_level-44L1.11_Blood_trace_elements_Over_vitamins-1001400249	TBD
Serum_vitamin_B1_level-44Lf.00_Blood_trace_elements_Over_vitamins-1001400249	TBD
Phospholipid_ratio-44lT.00_Other_Biochemistry_tests-1001400276	TBD
Carotene_level-4QB3.00_Other_Biochemistry_tests-1001400276	TBD
Serum_cobalt_level-44Lm000_Blood_trace_elements_Over_vitamins-1001400249	TBD
Creatinine_level-4Q40.00_Other_Laboratory_tests-1001400153	TBD
Urinary_cortisol_analysis-46JG.00_Urine_Biochemistry-1001400250	TBD
24_hour_urine_homovanillylmandelic_acid_output-46e1.00_Urine_Biochemistry-1001400250	TBD
Aluminium_level-4Q71.00_Other_Biochemistry_tests-1001400276	TBD
Alpha-glucosidase_level-4Q9A.00_Other_Biochemistry_tests-1001400276	TBD
Urine_vanillylmandelic_acid_Over_creatinine_ratio-44lA.00_Other_Laboratory_tests-1001400153	TBD
Total_cholesterol_measurement-44PH.00_Other_Laboratory_tests-1001400153	TBD
MCHC_-_low-4293.00_MCH_Hb_Concentration-1001400046	MCHC
TIBC_-_serum-42R4.12_Total_iron_binding_capacity-1001400042	TBD
Paracetamol-_blood_level-44WB.11_Serum_Paracetamol-1001400284	TBD
Anti-streptolusin_titre_abnormal-43E7100_Antistreptolysin_O_titre-1001400137	TBD
Urine_protein_Over_creatinine_ratio-44lD.00_Other_Laboratory_tests-1001400153	TBD
Serum_lipoprotein(a)_level-4Q3G000_Other_Biochemistry_tests-1001400276	TBD
Serum_copper_level_abnormal-44L4300_Blood_trace_elements_Over_vitamins-1001400249	TBD
AST_Over_SGOT_level_abnormal-44H5100_Aspartate_Aminotransferase-1001400007	AST
Plasma_2-hr_post-prandial_glucose_level-44g2.00_Blood_glucose-1001400067	TBD
Chromogranin_B_level-4Q37.00_Other_Biochemistry_tests-1001400276	TBD
Plasma_HCG_MoM-44Z8.00_Other_Biochemistry_tests-1001400276	TBD
CK_-_creatine_kinase_level-44H4.00_Cardiac_enzymes-1001400236	CreatinineKinase
LDH_(HBD)_level-44H6.00_Cardiac_enzymes-1001400236	TBD
Testosterone_titre_-_urine-46J9.11_Urine_Biochemistry-1001400250	TBD
RBC_count_raised-4264.00_Red_blood_cell_count-1001400026	RBC
Tonometry_normal-3126000_Intra_Ocular_Pressure_Right-1001400295	TBD
Plasma_aldosterone-renin_concentration_ratio-44lV100_Other_Biochemistry_tests-1001400276	TBD
300_minute_plasma_glucose_level-44g9.00_Blood_glucose-1001400067	TBD
Aminoaciduria-46T6.11_Urine_Biochemistry-1001400250	TBD
30_minute_blood_glucose_level-44TE.00_Blood_glucose-1001400067	TBD
Haematocrit_-_PCV_-_abnormal-4256.00_Packed_Cell_Volume-1001400213	Hematocrit
Serum_2-hr_post-prandial_glucose_level-44f2.00_Blood_glucose-1001400067	TBD
Plasma_lipoprotein_level-44d..00_Other_Laboratory_tests-1001400153	TBD
Glucose_level-4Q80.00_Other_Laboratory_tests-1001400153	TBD
Protein_level-4Q3..00_Other_Laboratory_tests-1001400153	TBD
Serum_calculated_free_testosterone-4Q2F000_Testosterone-1001400038	TBD
Serum_amino-acids_normal-44S1.00_Serum_amino-acids-1001400184	TBD
Enzymes_-_misc.-_serum-44C..11_Other_Laboratory_tests-1001400153	TBD
Contraception-61...00_PF_current-1001400210	NULL
Random_blood_sugar_low-44T1100_Blood_glucose-1001400067	RandomGlucose
Serum_cholesterol_Over_HDL_ratio-44lF.00_Other_Biochemistry_tests-1001400276	Cholesterol/HDL
Urine_steroid_profile-46J8.00_Urine_Biochemistry-1001400250	TBD
Aminophylline-_blood_level-44W1.11_Theophylline-1001400040	TBD
Forced_expired_volume_in_1_second-339O.00_Forced_Vital_Capacity-1001400262	TBD
Calculated_serum_osmolarity-44p0.00_Serum_osmolality-1001400247	TBD
Serum_transferrin-44CB.00_Other_Lab_Result_Information-1001400329	TBD
120_minute_serum_prolactin_level-443H.00_Prolactin_level-1001400070	TBD
Expected_peak_flow_rate_x_30%-339K.00_PF_predicted-1001400208	TBD
Menopausal_profile-44x2.00_Other_Laboratory_tests-1001400153	TBD
Red_blood_cell_cholinesterase_level-44Ci.00_Other_Laboratory_tests-1001400153	TBD
Monospot_test_sent_to_lab.-43A1.11_Other_Laboratory_tests-1001400153	TBD
Percentage_hypochromic_cells-42bE.00_Other_Lab_Result_Information-1001400329	TBD
Agranulocytosis-42H4.00_White_blood_count-1001400056	TBD
Urine_levels_NOS-46TZ.00_Urine_Biochemistry-1001400250	TBD
Plasma_proteins_borderline-44M8.00_Total_protein-1001400043	TotalProtein
Nucleated_red_blood_cell_count-4266.00_Other_Lab_Result_Information-1001400329	TBD
Serum_oestradiol_level-4465.00_E2_Prostaglandin-1001400162	TBD
Viral_changes_on_cerv._smear-4K35.11_Other_Laboratory_tests-1001400153	TBD
Non_HDL_cholesterol_level-44PL.00_Other_Lab_Result_Information-1001400329	TBD
Imipramine_in_urine-46Q4.11_Urine_Biochemistry-1001400250	TBD
Visual_testing-312..00_Intra_Ocular_Pressure_Left-1001400293	TBD
Percent_predicted_FEV1-339S.00_Forced_Vital_Capacity-1001400262	TBD
Plasma_manganese_level-44LY.00_Blood_trace_elements_Over_vitamins-1001400249	TBD
Urine_reducing_substances_NOS-46SZ.00_Urine_Biochemistry-1001400250	TBD
Plasma_calcitonin_level-44AG.00_Other_Laboratory_tests-1001400153	TBD
Blast_cells_present-42O4.00_Large_unstained_cells-1001400163	TBD
Serum_phenylalanine_level-44SK.00_Serum_amino-acids-1001400184	TBD
Serum_somatostatin-4497.00_Gastrointestinal_hormones-1001400224	TBD
Red_cell_mass-42Z9.00_Red_blood_cell_count-1001400026	TBD
Urine_cannabinoid_level-46QM.00_Urine_Biochemistry-1001400250	TBD
Serum_neurotensin-4495.00_Gastrointestinal_hormones-1001400224	TBD
Other_urine_volume_NOS-46VZ.00_Urine_Biochemistry-1001400250	TBD
Plasma_tyrosine_level-44kG.00_Serum_amino-acids-1001400184	TBD
Worst_peak_flow_rate-339W.00_PF_current-1001400210	TBD
Serum_immunoreactive_trypsin_level-44CP.00_Enzymes_Over_Specific_proteins-1001400314	TBD
Urine_lithium-46P3.00_Urine_Biochemistry-1001400250	TBD
Differential_white_cell_count-42I..00_Other_Lab_Result_Information-1001400329	TBD
O_Over_E_-_oral_temperature-2E21.11_Temperature-1001400275	TBD
30_minute_serum_TSH_level-442P.00_Thyroid_Stimulating_Hormone-1001400049	TBD
Cortisol_level_abnormal-4482100_Serum_cortisol-1001400242	TBD
Steroid_profile_-_urine-46J8.11_Urine_Biochemistry-1001400250	TBD
Urine_ratio-46g..00_Other_Laboratory_tests-1001400153	TBD
Serum_gammaglobulin_normal-44M5000_Serum_globulin-1001400248	Globulin
TSH_-_thyroid_stim._hormone-442A.00_Other_Laboratory_tests-1001400153	TBD
Urine_imipramine-46Q4.00_Urine_Biochemistry-1001400250	TBD
Urine_VMA_normal-46L5000_Urine_Biochemistry-1001400250	TBD
[D]Microalbuminuria-R110300_Urine_microalbumin-1001400311	TBD
Serum_cholesterol_NOS-44PZ.00_Other_Laboratory_tests-1001400153	Cholesterol
Point_of_care_D-dimer_assay_negative-42g4.00_Other_Laboratory_tests-1001400153	TBD
Cortisol_midday_level-448v.00_Serum_cortisol-1001400242	TBD
30_minute_serum_glucose_level-44f3.00_Blood_glucose-1001400067	TBD
Procollagen_type_I_amino-terminal_propeptide_level-4QC4.00_Other_Biochemistry_tests-1001400276	TBD
Blood_glucose_range_before_breakfast-44TJ000_Blood_glucose-1001400067	NULL
Triple_screening_test-44qT.00_Other_Laboratory_tests-1001400153	TBD
Citrate-creatinine_ratio-44lg.00_Other_Biochemistry_tests-1001400276	TBD
TRH_level-442..11_Thyroid_Stimulating_Hormone-1001400049	TBD
Serum_CA_15-3_(cancer_antigen_15-3)_level-44a2000_Carcinoembryonic_antigen-1001400312	TBD
Plasma_creatine_kinase_level-44HE.00_Cardiac_enzymes-1001400236	TBD
Alcohol_screen_-_AUDIT_C_completed-9k17.00_Other_Laboratory_tests-1001400153	TBD
90_minute_serum_glucose_level-44f5.00_Blood_glucose-1001400067	TBD
VIP_-_vasoactive_intest.polyp.-4496.00_Gastrointestinal_hormones-1001400224	TBD
Alpha-1-antitrypsin_phenotype-4L00.00_Other_Laboratory_tests-1001400153	TBD
Peak_expiratory_flow_rate_after_bronchodilation-339B.11_PF_current-1001400210	TBD
Urine_oxalate_Over_creatinine_ratio-46g2.00_Other_Laboratory_tests-1001400153	TBD
120_minute_serum_cortisol_level-448Q.00_Serum_cortisol-1001400242	TBD
Lunch_time_blood_sugar-44T6.00_Blood_glucose-1001400067	TBD
Fasting_blood_lipids-44O5.00_Serum_cholesterol-1001400017	TBD
Plasma_LDL_Over_HDL_ratio-44lM.00_Blood_lipid_ratios-1001400239	TBD
Serum_2-hr_post-prandial_glucose_level-44f2.00_Fasting_glucose-1001400139	TBD
Prostate_specific_antigen-43Z2.00_Other_Laboratory_tests-1001400153	PSA
Alcohol_screen_-_AUDIT_completed-9k15.00_Other_Laboratory_tests-1001400153	TBD
150_minute_serum_glucose_level-44f7.00_Blood_glucose-1001400067	TBD
Band_neutrophil_count-42J5.00_Neutrophil_count-1001400053	TBD
Plasma_troponin_T_level-44MH.00_Total_protein-1001400043	TBD
Pregnancy_associated_plasma_protein_A_level-4Q3N.00_Other_Biochemistry_tests-1001400276	TBD
Haemoglobin_H_inclusion-423C.00_Haemoglobin-1001400027	TBD
Percentage_predicted_FEV1_after_bronchodilation-339S000_PF_last_attack_after_nebuliser-1001400204	TBD
Infertility_studies-4Z0..00_Other_Laboratory_tests-1001400153	TBD
Airways_obstructn_irreversible-663K.00_PF_last_attack_after_nebuliser-1001400204	TBD
Sweat_test_normal-4I42.00_Other_Laboratory_tests-1001400153	TBD
Airways_obstruction_reversible-663J.00_PF_last_attack_before_nebuliser-1001400202	TBD
Urine_organic_acids-46T5.00_Urine_Biochemistry-1001400250	TBD
Trace_element_level-44r..00_Other_Laboratory_tests-1001400153	TBD
Sample_weight-4I5..00_Other_Laboratory_tests-1001400153	TBD
Amino_acid_chromatography-4IZ0.00_Other_Laboratory_tests-1001400153	TBD
Serum_iron_tests_NOS-42RZ.00_Other_Laboratory_tests-1001400153	Iron
Amyloid_A_level-4Q3D.00_Other_Laboratory_tests-1001400153	TBD
Coroner's_post_mortem_exam.-4K92.00_Other_Laboratory_tests-1001400153	TBD
RBC_folate_borderline-42U9.00_Folate_level-1001400013	NULL
Biliary,_drainage_fluid_sample-4I22.00_Other_Laboratory_tests-1001400153	TBD
O_Over_E-_blood_looks_normal-4221.00_Other_Laboratory_tests-1001400153	TBD
24_hour_urine_volume_reduced-46I3.00_Urine_Biochemistry-1001400250	TBD
Feto_Over_placen._hormones_normal-4442.00_Feto-placental_hormones-1001400223	TBD
O_Over_E_-_level_of_fever_NOS-2E3Z.00_Temperature-1001400275	TEMP
O_Over_E_-_lateral_abdo_wall_veins-2484.00_Jugular_Venous_Pressure-1001400267	TBD
Urine_free_testosterone_titre-46J9.00_Urine_Biochemistry-1001400250	TBD
Duodenal_juice_sample-4I24.00_Other_Laboratory_tests-1001400153	TBD
Gastric_aspirate_sample-4I25.00_Other_Laboratory_tests-1001400153	TBD
Immunocytochemistry_test-4KG..00_Other_Laboratory_tests-1001400153	TBD
Serum_pseudocholinesterase-44C1.00_Enzymes_Over_Specific_proteins-1001400314	TBD
Other_urine_volume-46V..00_Urine_Biochemistry-1001400250	TBD
Lymphocytosis_-_relative-42M3.00_Lymphocyte_count-1001400058	TBD
Lymphocytosis_-_absolute-42M2.00_Lymphocyte_count-1001400058	LymphNum
24_hour_urine_cystine_output-46TK.00_Urine_Biochemistry-1001400250	TBD
Fluid_sample_trypsin-4I3I.00_Other_Laboratory_tests-1001400153	TBD
Plasma_random_triglyceride_level-44e0.00_Triglycerides-1001400045	Triglycerides
Fluid_sample_amylase-4I3E.00_Other_Laboratory_tests-1001400153	TBD
Urine_hydroxyproline-46T8.00_Urine_Biochemistry-1001400250	TBD
Plasma_cholesterol_Over_LDL_ratio-44lI.00_Blood_lipid_ratios-1001400239	TBD
Serum_pyridoxine-44L8.00_Blood_trace_elements_Over_vitamins-1001400249	TBD
Urine_pH_test-46A..00_Urine_dipstick_for_pH-1001400310	TBD
Hormone_level-4Q2..00_Other_Biochemistry_tests-1001400276	TBD
Pancreolauryl_test-44Z7.00_Other_Biochemistry_tests-1001400276	TBD
Lipid_fractionation-44x1.00_Other_Laboratory_tests-1001400153	TBD
Blood_electrolyte_levels-44h..00_Other_Laboratory_tests-1001400153	TBD
Serum_vitamin_C-44L9.00_Blood_trace_elements_Over_vitamins-1001400249	TBD
O_Over_E-_inspection_of_blood_NOS-422Z.00_Other_Laboratory_tests-1001400153	TBD
Sugars_in_urine-46S..12_Urine_Biochemistry-1001400250	TBD
Urine_bile_salts-46R8.00_Urine_Biochemistry-1001400250	TBD
Rose_Waaler_test_-_sheep_cells-43F4.00_Rheumatoid_factor-1001400159	TBD
Bilirubin_in_urine-46R5.11_Urine_Biochemistry-1001400250	TBD
Oxygenation_index-44l8.00_Other_Biochemistry_tests-1001400276	TBD
Neurokinin_A_level-4Q33.00_Other_Biochemistry_tests-1001400276	TBD
Forced_expiratory_volume_-_FEV-3397.00_Forced_Vital_Capacity-1001400262	TBD
Macromolecular_creatine_kinase_level-44HK.00_Cardiac_enzymes-1001400236	TBD
FEV1_Over_FVC_percent-339R.00_PF_last_attack_after_nebuliser-1001400204	TBD
Forced_expired_volume_in_1_second-339O.00_PF_last_attack_after_nebuliser-1001400204	TBD
Cardiac_troponin_negative-44p3.00_Other_Laboratory_tests-1001400153	TBD
Cold_agglutinins_level_-_adult_cells-42YE.00_Other_Laboratory_tests-1001400153	TBD
Serum_amino-acids_NOS-44SZ.00_Serum_amino-acids-1001400184	TBD
Diabetic_retinopathy_screening_offered-68A9.00_Diabetic_retinopathy_screening-1001400327	TBD
Urine_amino_acids-46T6.00_Urine_Biochemistry-1001400250	TBD
Serum_copper_level_normal-44L4200_Blood_trace_elements_Over_vitamins-1001400249	TBD
Glucose_load_test-44j..00_Other_Laboratory_tests-1001400153	TBD
A_Over_N_U_Over_S_scan_for_slow_growth-62GA.00_Maternity_ultra_sound_scan-1001400161	TBD
Result,_lab.-_general-41...13_Other_Laboratory_tests-1001400153	NULL
Toxoplasma_IgG_level-43gE.00_Other_Laboratory_tests-1001400153	TBD
Creatinine_clearance-glom_filt_abnormal-4513100_Creatinine_clearance-1001400020	TBD
start_Rubella_IgM_level-43JX.00_Immunoglobulin-1001400156	TBD
FEV1_Over_FVC_percent-339R.00_Other_Laboratory_tests-1001400153	TBD
Total_lymphocyte_count_(IMM)-42M8.00_Lymphocyte_count-1001400058	TBD
Peak_exp._flow_rate-_PEFR_Over_PFR-3395.00_Forced_Vital_Capacity-1001400262	TBD
Serum_biotinidase_level-44Cn.00_Other_Laboratory_tests-1001400153	TBD
Autoantibody_titre_negative-43GH.00_Other_Laboratory_tests-1001400153	TBD
90_minute_blood_glucose_level-44TG.00_Blood_glucose-1001400067	TBD
30_minute_plasma_glucose_level-44g3.00_Blood_glucose-1001400067	TBD
FEV1_before_bronchodilation-339a.00_Other_Laboratory_tests-1001400153	TBD
end_Rubella_IgM_level-43JX.00_Immunoglobulin-1001400156	TBD
Prostate_specific_antigen_normal-43Z2000_Other_Laboratory_tests-1001400153	TBD
Forced_expired_volume_in_1_second-339O.00_Other_Laboratory_tests-1001400153	TBD
Alk._phos._-_bile_isoenzyme-44F6.00_Alkaline_Phosphatase-1001400004	TBD
Plasma_renin_level-44AH.00_Other_Laboratory_tests-1001400153	TBD
Serum_intrinsic_growth_factor_1_level-44AS.00_Other_Laboratory_tests-1001400153	TBD
FEV1_after_bronchodilation-339b.00_Other_Laboratory_tests-1001400153	TBD
Coxiella_burnetii_2_antibody_level-43eK.00_Other_Laboratory_tests-1001400153	TBD
Less_than_60%_of_predicted_peak_expiratory_flow_rate-339G.11_PF_current-1001400210	TBD
Visual_testing-312..00_Intra_Ocular_Pressure_Right-1001400295	TBD
Forced_vital_capacity_-_FVC-3396.00_Other_Laboratory_tests-1001400153	TBD
Downs_screening_test-44qH.00_Other_Laboratory_tests-1001400153	TBD
Urine_vanillylmandelic_acid_Over_creatinine_ratio-44lA.00_Other_Biochemistry_tests-1001400276	TBD
Plasma_viscosity_NOS-42BZ.00_Plasma_viscosity-1001400133	TBD
Haematology_screening_test-42h..00_Other_Laboratory_tests-1001400153	TBD
Type_of_sample-4I2..00_Other_Laboratory_tests-1001400153	TBD
Thrombophilia_screening_test-42h1.00_Other_Laboratory_tests-1001400153	TBD
Urine_sex_hormone_titre-46J..00_Urine_Biochemistry-1001400250	TBD
Plasma_retinol_binding_protein_level-44MP000_Serum_globulin-1001400248	Globulin
Acute_exacerbation_of_asthma-H333.00_PF_current-1001400210	TBD
Blood_trace_elements_Over_vitamins-44L..00_Blood_trace_elements_Over_vitamins-1001400249	TBD
Serum_amylase_level-44CN.00_Enzymes_Over_Specific_proteins-1001400314	Amylase
Peak_flow_rate_abnormal-3394.11_PF_current-1001400210	TBD
Urine_sex_hormone_24_hr._assay-46K..00_Urine_Biochemistry-1001400250	TBD
Other_24_hour_urine_measurement-46e..00_Other_Laboratory_tests-1001400153	TBD
Blood_glucose_level-44TJ.00_Other_Laboratory_tests-1001400153	Glucose
