CPT_CODE	CPT_DESCR
27415	OSTEOCHONDRAL KNEE ALLOGRAFT
27418	REPAIR DEGENERATED KNEECAP
27420	REVISION OF UNSTABLE KNEECAP
27422	REVISION OF UNSTABLE KNEECAP
27424	REVISION/REMOVAL OF KNEECAP
27425	LAT RETINACULAR RELEASE OPEN
27427	"RECONSTRUCTION, KNEE"
27428	"RECONSTRUCTION, KNEE"
27429	"RECONSTRUCTION, KNEE"
27430	REVISION OF THIGH MUSCLES
27435	INCISION OF KNEE JOINT
27437	REVISE KNEECAP
27438	REVISE KNEECAP WITH IMPLANT
27440	REVISION OF KNEE JOINT
27441	REVISION OF KNEE JOINT
27442	REVISION OF KNEE JOINT
27443	REVISION OF KNEE JOINT
27445	REVISION OF KNEE JOINT
27446	REVISION OF KNEE JOINT
27447	TOTAL KNEE ARTHROPLASTY
27448	INCISION OF THIGH
27450	INCISION OF THIGH
27454	REALIGNMENT OF THIGH BONE
27455	REALIGNMENT OF KNEE
27457	REALIGNMENT OF KNEE
27465	SHORTENING OF THIGH BONE
27466	LENGTHENING OF THIGH BONE
27468	SHORTEN/LENGTHEN THIGHS
27470	REPAIR OF THIGH
27472	REPAIR/GRAFT OF THIGH
27475	SURGERY TO STOP LEG GROWTH
27477	SURGERY TO STOP LEG GROWTH
27479	SURGERY TO STOP LEG GROWTH
27485	SURGERY TO STOP LEG GROWTH
27486	REVISE/REPLACE KNEE JOINT
27487	REVISE/REPLACE KNEE JOINT
27488	REMOVAL OF KNEE PROSTHESIS
27495	REINFORCE THIGH
27496	DECOMPRESSION OF THIGH/KNEE
27497	DECOMPRESSION OF THIGH/KNEE
27498	DECOMPRESSION OF THIGH/KNEE
27499	DECOMPRESSION OF THIGH/KNEE
27500	TREATMENT OF THIGH FRACTURE
27501	TREATMENT OF THIGH FRACTURE
27502	TREATMENT OF THIGH FRACTURE
27503	TREATMENT OF THIGH FRACTURE
27506	TREATMENT OF THIGH FRACTURE
27507	TREATMENT OF THIGH FRACTURE
27508	TREATMENT OF THIGH FRACTURE
27509	TREATMENT OF THIGH FRACTURE
27510	TREATMENT OF THIGH FRACTURE
27511	TREATMENT OF THIGH FRACTURE
27513	TREATMENT OF THIGH FRACTURE
27514	TREATMENT OF THIGH FRACTURE
27516	TREAT THIGH FX GROWTH PLATE
27517	TREAT THIGH FX GROWTH PLATE
27519	TREAT THIGH FX GROWTH PLATE
27520	TREAT KNEECAP FRACTURE
27524	TREAT KNEECAP FRACTURE
27530	TREAT KNEE FRACTURE
27532	TREAT KNEE FRACTURE
27535	TREAT KNEE FRACTURE
27536	TREAT KNEE FRACTURE
27538	TREAT KNEE FRACTURE(S)
27540	TREAT KNEE FRACTURE
27550	TREAT KNEE DISLOCATION
27552	TREAT KNEE DISLOCATION
27556	TREAT KNEE DISLOCATION
27557	TREAT KNEE DISLOCATION
27558	TREAT KNEE DISLOCATION
27560	TREAT KNEECAP DISLOCATION
27562	TREAT KNEECAP DISLOCATION
27566	TREAT KNEECAP DISLOCATION
27570	FIXATION OF KNEE JOINT
27580	FUSION OF KNEE
27590	AMPUTATE LEG AT THIGH
27591	AMPUTATE LEG AT THIGH
27592	AMPUTATE LEG AT THIGH
27594	AMPUTATION FOLLOW-UP SURGERY
27596	AMPUTATION FOLLOW-UP SURGERY
27598	AMPUTATE LOWER LEG AT KNEE
27599	LEG SURGERY PROCEDURE
27600	DECOMPRESSION OF LOWER LEG
27601	DECOMPRESSION OF LOWER LEG
27602	DECOMPRESSION OF LOWER LEG
27603	DRAIN LOWER LEG LESION
27604	DRAIN LOWER LEG BURSA
27605	INCISION OF ACHILLES TENDON
27606	INCISION OF ACHILLES TENDON
27607	TREAT LOWER LEG BONE LESION
27610	EXPLORE/TREAT ANKLE JOINT
27612	EXPLORATION OF ANKLE JOINT
27613	BIOPSY LOWER LEG SOFT TISSUE
27614	BIOPSY LOWER LEG SOFT TISSUE
27615	"REMOVE TUMOR, LOWER LEG"
27618	REMOVE LOWER LEG LESION
27619	REMOVE LOWER LEG LESION
27620	EXPLORE/TREAT ANKLE JOINT
27625	REMOVE ANKLE JOINT LINING
27626	REMOVE ANKLE JOINT LINING
27630	REMOVAL OF TENDON LESION
27635	REMOVE LOWER LEG BONE LESION
27637	REMOVE/GRAFT LEG BONE LESION
27638	REMOVE/GRAFT LEG BONE LESION
27640	PARTIAL REMOVAL OF TIBIA
27641	PARTIAL REMOVAL OF FIBULA
27645	EXTENSIVE LOWER LEG SURGERY
27646	EXTENSIVE LOWER LEG SURGERY
27647	EXTENSIVE ANKLE/HEEL SURGERY
27648	INJECTION FOR ANKLE X-RAY
27650	REPAIR ACHILLES TENDON
27652	REPAIR/GRAFT ACHILLES TENDON
27654	REPAIR OF ACHILLES TENDON
27656	REPAIR LEG FASCIA DEFECT
27658	"REPAIR OF LEG TENDON, EACH"
27659	"REPAIR OF LEG TENDON, EACH"
27664	"REPAIR OF LEG TENDON, EACH"
27665	"REPAIR OF LEG TENDON, EACH"
27675	REPAIR LOWER LEG TENDONS
27676	REPAIR LOWER LEG TENDONS
27680	RELEASE OF LOWER LEG TENDON
27681	RELEASE OF LOWER LEG TENDONS
27685	REVISION OF LOWER LEG TENDON
27686	REVISE LOWER LEG TENDONS
27687	REVISION OF CALF TENDON
27690	REVISE LOWER LEG TENDON
27691	REVISE LOWER LEG TENDON
27692	REVISE ADDITIONAL LEG TENDON
27695	REPAIR OF ANKLE LIGAMENT
27696	REPAIR OF ANKLE LIGAMENTS
27698	REPAIR OF ANKLE LIGAMENT
27700	REVISION OF ANKLE JOINT
27702	RECONSTRUCT ANKLE JOINT
27703	"RECONSTRUCTION, ANKLE JOINT"
27704	REMOVAL OF ANKLE IMPLANT
27705	INCISION OF TIBIA
27707	INCISION OF FIBULA
27709	INCISION OF TIBIA & FIBULA
27712	REALIGNMENT OF LOWER LEG
27715	REVISION OF LOWER LEG
27720	REPAIR OF TIBIA
27722	REPAIR/GRAFT OF TIBIA
27724	REPAIR/GRAFT OF TIBIA
27725	REPAIR OF LOWER LEG
27727	REPAIR OF LOWER LEG
27730	REPAIR OF TIBIA EPIPHYSIS
27732	REPAIR OF FIBULA EPIPHYSIS
27734	REPAIR LOWER LEG EPIPHYSES
27740	REPAIR OF LEG EPIPHYSES
27742	REPAIR OF LEG EPIPHYSES
27745	REINFORCE TIBIA
27750	TREATMENT OF TIBIA FRACTURE
27752	TREATMENT OF TIBIA FRACTURE
27756	TREATMENT OF TIBIA FRACTURE
27758	TREATMENT OF TIBIA FRACTURE
27759	TREATMENT OF TIBIA FRACTURE
27760	TREATMENT OF ANKLE FRACTURE
27762	TREATMENT OF ANKLE FRACTURE
27766	TREATMENT OF ANKLE FRACTURE
27780	TREATMENT OF FIBULA FRACTURE
27781	TREATMENT OF FIBULA FRACTURE
27784	TREATMENT OF FIBULA FRACTURE
27786	TREATMENT OF ANKLE FRACTURE
27788	TREATMENT OF ANKLE FRACTURE
27792	TREATMENT OF ANKLE FRACTURE
27800	TREAT LOWER LEG FRACTURES
27808	TREATMENT OF ANKLE FRACTURE
27810	TREATMENT OF ANKLE FRACTURE
27814	TREATMENT OF ANKLE FRACTURE
27816	TREATMENT OF ANKLE FRACTURE
27818	TREATMENT OF ANKLE FRACTURE
27822	TREATMENT OF ANKLE FRACTURE
27823	TREATMENT OF ANKLE FRACTURE
27824	TREAT LOWER LEG FRACTURE
27825	TREAT LOWER LEG FRACTURE
27826	TREAT LOWER LEG FRACTURE
27827	TREAT LOWER LEG FRACTURE
27828	TREAT LOWER LEG FRACTURE
27829	TREAT LOWER LEG JOINT
27830	TREAT LOWER LEG DISLOCATION
27831	TREAT LOWER LEG DISLOCATION
27832	TREAT LOWER LEG DISLOCATION
27840	TREAT ANKLE DISLOCATION
27842	TREAT ANKLE DISLOCATION
27846	TREAT ANKLE DISLOCATION
27848	TREAT ANKLE DISLOCATION
27860	FIXATION OF ANKLE JOINT
27870	"FUSION OF ANKLE JOINT, OPEN"
27871	FUSION OF TIBIOFIBULAR JOINT
27880	AMPUTATION OF LOWER LEG
27881	AMPUTATION OF LOWER LEG
27882	AMPUTATION OF LOWER LEG
27884	AMPUTATION FOLLOW-UP SURGERY
27886	AMPUTATION FOLLOW-UP SURGERY
27888	AMPUTATION OF FOOT AT ANKLE
27889	AMPUTATION OF FOOT AT ANKLE
27892	DECOMPRESSION OF LEG
27893	DECOMPRESSION OF LEG
27894	DECOMPRESSION OF LEG
27899	LEG/ANKLE SURGERY PROCEDURE
28001	DRAINAGE OF BURSA OF FOOT
28002	TREATMENT OF FOOT INFECTION
28003	TREATMENT OF FOOT INFECTION
28005	TREAT FOOT BONE LESION
28008	INCISION OF FOOT FASCIA
28010	INCISION OF TOE TENDON
28011	INCISION OF TOE TENDONS
28020	EXPLORATION OF FOOT JOINT
28022	EXPLORATION OF FOOT JOINT
28024	EXPLORATION OF TOE JOINT
28030	REMOVAL OF FOOT NERVE
28035	DECOMPRESSION OF TIBIA NERVE
28043	EXCISION OF FOOT LESION
28045	EXCISION OF FOOT LESION
28046	"RESECTION OF TUMOR, FOOT"
28050	BIOPSY OF FOOT JOINT LINING
28052	BIOPSY OF FOOT JOINT LINING
28054	BIOPSY OF TOE JOINT LINING
28060	"PARTIAL REMOVAL, FOOT FASCIA"
28062	REMOVAL OF FOOT FASCIA
28070	REMOVAL OF FOOT JOINT LINING
28072	REMOVAL OF FOOT JOINT LINING
28080	REMOVAL OF FOOT LESION
28086	EXCISE FOOT TENDON SHEATH
28088	EXCISE FOOT TENDON SHEATH
28090	REMOVAL OF FOOT LESION
28092	REMOVAL OF TOE LESIONS
28100	REMOVAL OF ANKLE/HEEL LESION
28102	REMOVE/GRAFT FOOT LESION
28103	REMOVE/GRAFT FOOT LESION
28104	REMOVAL OF FOOT LESION
28106	REMOVE/GRAFT FOOT LESION
28107	REMOVE/GRAFT FOOT LESION
28108	REMOVAL OF TOE LESIONS
28110	PART REMOVAL OF METATARSAL
28111	PART REMOVAL OF METATARSAL
28112	PART REMOVAL OF METATARSAL
28113	PART REMOVAL OF METATARSAL
28114	REMOVAL OF METATARSAL HEADS
28116	REVISION OF FOOT
28118	REMOVAL OF HEEL BONE
28119	REMOVAL OF HEEL SPUR
28120	PART REMOVAL OF ANKLE/HEEL
28122	PARTIAL REMOVAL OF FOOT BONE
28124	PARTIAL REMOVAL OF TOE
28126	PARTIAL REMOVAL OF TOE
28130	REMOVAL OF ANKLE BONE
28135	DELETED 12-31-88
28140	REMOVAL OF METATARSAL
28150	REMOVAL OF TOE
28153	PARTIAL REMOVAL OF TOE
28160	PARTIAL REMOVAL OF TOE
28171	EXTENSIVE FOOT SURGERY
28173	EXTENSIVE FOOT SURGERY
28175	EXTENSIVE FOOT SURGERY
28190	REMOVAL OF FOOT FOREIGN BODY
28192	REMOVAL OF FOOT FOREIGN BODY
28193	REMOVAL OF FOOT FOREIGN BODY
28200	REPAIR OF FOOT TENDON
28202	REPAIR/GRAFT OF FOOT TENDON
28208	REPAIR OF FOOT TENDON
28210	REPAIR/GRAFT OF FOOT TENDON
28220	RELEASE OF FOOT TENDON
28222	RELEASE OF FOOT TENDONS
28225	RELEASE OF FOOT TENDON
28226	RELEASE OF FOOT TENDONS
28230	INCISION OF FOOT TENDON(S)
28232	INCISION OF TOE TENDON
28234	INCISION OF FOOT TENDON
28236	TRANSFER OF FOOT TENDON
28238	REVISION OF FOOT TENDON
28240	RELEASE OF BIG TOE
28250	REVISION OF FOOT FASCIA
28260	RELEASE OF MIDFOOT JOINT
28261	REVISION OF FOOT TENDON
28262	REVISION OF FOOT AND ANKLE
28264	RELEASE OF MIDFOOT JOINT
28270	RELEASE OF FOOT CONTRACTURE
28272	"RELEASE OF TOE JOINT, EACH"
28280	FUSION OF TOES
28285	REPAIR OF HAMMERTOE
28286	REPAIR OF HAMMERTOE
28288	PARTIAL REMOVAL OF FOOT BONE
28289	REPAIR HALLUX RIGIDUS
28290	CORRECTION OF BUNION
28292	CORRECTION OF BUNION
28293	CORRECTION OF BUNION
28294	CORRECTION OF BUNION
28296	CORRECTION OF BUNION
28297	CORRECTION OF BUNION
28298	CORRECTION OF BUNION
28299	CORRECTION OF BUNION
28300	INCISION OF HEEL BONE
28302	INCISION OF ANKLE BONE
28304	INCISION OF MIDFOOT BONES
28305	INCISE/GRAFT MIDFOOT BONES
28306	INCISION OF METATARSAL
28307	INCISION OF METATARSAL
28308	INCISION OF METATARSAL
28309	INCISION OF METATARSALS
28310	REVISION OF BIG TOE
28312	REVISION OF TOE
28313	REPAIR DEFORMITY OF TOE
28315	REMOVAL OF SESAMOID BONE
28320	REPAIR OF FOOT BONES
28322	REPAIR OF METATARSALS
28340	RESECT ENLARGED TOE TISSUE
28341	RESECT ENLARGED TOE
28344	REPAIR EXTRA TOE(S)
28345	REPAIR WEBBED TOE(S)
28360	RECONSTRUCT CLEFT FOOT
28400	TREATMENT OF HEEL FRACTURE
28405	TREATMENT OF HEEL FRACTURE
28406	TREATMENT OF HEEL FRACTURE
28415	TREAT HEEL FRACTURE
28420	TREAT/GRAFT HEEL FRACTURE
28430	TREATMENT OF ANKLE FRACTURE
28435	TREATMENT OF ANKLE FRACTURE
28436	TREATMENT OF ANKLE FRACTURE
28445	TREAT ANKLE FRACTURE
28450	"TREAT MIDFOOT FRACTURE, EACH"
28455	"TREAT MIDFOOT FRACTURE, EACH"
28456	TREAT MIDFOOT FRACTURE
28465	"TREAT MIDFOOT FRACTURE, EACH"
28470	TREAT METATARSAL FRACTURE
28475	TREAT METATARSAL FRACTURE
28476	TREAT METATARSAL FRACTURE
28485	TREAT METATARSAL FRACTURE
28490	TREAT BIG TOE FRACTURE
28495	TREAT BIG TOE FRACTURE
28496	TREAT BIG TOE FRACTURE
28505	TREAT BIG TOE FRACTURE
28510	TREATMENT OF TOE FRACTURE
28515	TREATMENT OF TOE FRACTURE
28525	TREAT TOE FRACTURE
28530	TREAT SESAMOID BONE FRACTURE
28531	TREAT SESAMOID BONE FRACTURE
28540	TREAT FOOT DISLOCATION
28545	TREAT FOOT DISLOCATION
28546	TREAT FOOT DISLOCATION
28555	REPAIR FOOT DISLOCATION
28570	TREAT FOOT DISLOCATION
28575	TREAT FOOT DISLOCATION
28576	TREAT FOOT DISLOCATION
28585	REPAIR FOOT DISLOCATION
28600	TREAT FOOT DISLOCATION
28605	TREAT FOOT DISLOCATION
28606	TREAT FOOT DISLOCATION
28615	REPAIR FOOT DISLOCATION
28630	TREAT TOE DISLOCATION
28635	TREAT TOE DISLOCATION
28636	TREAT TOE DISLOCATION
28645	REPAIR TOE DISLOCATION
28660	TREAT TOE DISLOCATION
28665	TREAT TOE DISLOCATION
28666	TREAT TOE DISLOCATION
28675	REPAIR OF TOE DISLOCATION
28705	FUSION OF FOOT BONES
28715	FUSION OF FOOT BONES
28725	FUSION OF FOOT BONES
28730	FUSION OF FOOT BONES
28735	FUSION OF FOOT BONES
28737	REVISION OF FOOT BONES
28740	FUSION OF FOOT BONES
28750	FUSION OF BIG TOE JOINT
28755	FUSION OF BIG TOE JOINT
28760	FUSION OF BIG TOE JOINT
28800	AMPUTATION OF MIDFOOT
28805	AMPUTATION THRU METATARSAL
28810	AMPUTATION TOE & METATARSAL
28820	AMPUTATION OF TOE
28825	PARTIAL AMPUTATION OF TOE
28890	"HIGH ENERGY ESWT, PLANTAR F"
28899	FOOT/TOES SURGERY PROCEDURE
29000	APPLICATION OF BODY CAST
29010	APPLICATION OF BODY CAST
29015	APPLICATION OF BODY CAST
29020	APPLICATION OF BODY CAST
29025	APPLICATION OF BODY CAST
29035	APPLICATION OF BODY CAST
29040	APPLICATION OF BODY CAST
29044	APPLICATION OF BODY CAST
29046	APPLICATION OF BODY CAST
29049	APPLICATION OF FIGURE EIGHT
29055	APPLICATION OF SHOULDER CAST
29058	APPLICATION OF SHOULDER CAST
29065	APPLICATION OF LONG ARM CAST
29075	APPLICATION OF FOREARM CAST
29085	APPLY HAND/WRIST CAST
29086	APPLY FINGER CAST
29105	APPLY LONG ARM SPLINT
29125	APPLY FOREARM SPLINT
29126	APPLY FOREARM SPLINT
29130	APPLICATION OF FINGER SPLINT
29131	APPLICATION OF FINGER SPLINT
29200	STRAPPING OF CHEST
29220	STRAPPING OF LOW BACK
29240	STRAPPING OF SHOULDER
29260	STRAPPING OF ELBOW OR WRIST
29280	STRAPPING OF HAND OR FINGER
29305	APPLICATION OF HIP CAST
29325	APPLICATION OF HIP CASTS
29345	APPLICATION OF LONG LEG CAST
29355	APPLICATION OF LONG LEG CAST
29358	APPLY LONG LEG CAST BRACE
29365	APPLICATION OF LONG LEG CAST
29405	APPLY SHORT LEG CAST
29425	APPLY SHORT LEG CAST
29435	APPLY SHORT LEG CAST
29440	ADDITION OF WALKER TO CAST
29445	APPLY RIGID LEG CAST
29450	APPLICATION OF LEG CAST
29505	"APPLICATION, LONG LEG SPLINT"
29515	APPLICATION LOWER LEG SPLINT
29520	STRAPPING OF HIP
29530	STRAPPING OF KNEE
29540	STRAPPING OF ANKLE AND/OR FT
29550	STRAPPING OF TOES
29580	APPLICATION OF PASTE BOOT
29590	APPLICATION OF FOOT SPLINT
29700	REMOVAL/REVISION OF CAST
29705	REMOVAL/REVISION OF CAST
29710	REMOVAL/REVISION OF CAST
29715	REMOVAL/REVISION OF CAST
29720	REPAIR OF BODY CAST
29730	WINDOWING OF CAST
29740	WEDGING OF CAST
29750	WEDGING OF CLUBFOOT CAST
29751	WEDGE CLUBFOOT CAST BILATERAL
29799	CASTING/STRAPPING PROCEDURE
29800	JAW ARTHROSCOPY/SURGERY
29804	JAW ARTHROSCOPY/SURGERY
29805	"SHOULDER ARTHROSCOPY, DX"
29806	SHOULDER ARTHROSCOPY/SURGERY
29807	SHOULDER ARTHROSCOPY/SURGERY
29815	SHOULDER ARTHROSCOPY
29819	SHOULDER ARTHROSCOPY/SURGERY
29820	SHOULDER ARTHROSCOPY/SURGERY
29821	SHOULDER ARTHROSCOPY/SURGERY
29822	SHOULDER ARTHROSCOPY/SURGERY
29823	SHOULDER ARTHROSCOPY/SURGERY
29824	SHOULDER ARTHROSCOPY/SURGERY
29825	SHOULDER ARTHROSCOPY/SURGERY
29826	SHOULDER ARTHROSCOPY/SURGERY
29827	ARTHROSCOP ROTATOR CUFF REPR
29830	ELBOW ARTHROSCOPY
29834	ELBOW ARTHROSCOPY/SURGERY
29835	ELBOW ARTHROSCOPY/SURGERY
29836	ELBOW ARTHROSCOPY/SURGERY
29837	ELBOW ARTHROSCOPY/SURGERY
29838	ELBOW ARTHROSCOPY/SURGERY
29840	WRIST ARTHROSCOPY
29843	WRIST ARTHROSCOPY/SURGERY
29844	WRIST ARTHROSCOPY/SURGERY
29845	WRIST ARTHROSCOPY/SURGERY
29846	WRIST ARTHROSCOPY/SURGERY
29847	WRIST ARTHROSCOPY/SURGERY
29848	WRIST ENDOSCOPY/SURGERY
29850	KNEE ARTHROSCOPY/SURGERY
29851	KNEE ARTHROSCOPY/SURGERY
29855	TIBIAL ARTHROSCOPY/SURGERY
29856	TIBIAL ARTHROSCOPY/SURGERY
29860	"HIP ARTHROSCOPY, DX"
29861	HIP ARTHROSCOPY/SURGERY
29862	HIP ARTHROSCOPY/SURGERY
29863	HIP ARTHROSCOPY/SURGERY
29866	"AUTGRFT IMPLNT, KNEE W/SCOPE"
29867	"ALLGRFT IMPLNT, KNEE W/SCOPE"
29868	"MENISCAL TRNSPL, KNEE W/SCPE"
29870	"KNEE ARTHROSCOPY, DX"
29871	KNEE ARTHROSCOPY/DRAINAGE
29872	"ARTHROSCOPY, KNEE, SURGICAL;"
29873	KNEE ARTHROSCOPY/SURGERY
29874	KNEE ARTHROSCOPY/SURGERY
29875	KNEE ARTHROSCOPY/SURGERY
29876	KNEE ARTHROSCOPY/SURGERY
29877	KNEE ARTHROSCOPY/SURGERY
29879	KNEE ARTHROSCOPY/SURGERY
29880	KNEE ARTHROSCOPY/SURGERY
29881	KNEE ARTHROSCOPY/SURGERY
29882	KNEE ARTHROSCOPY/SURGERY
29883	KNEE ARTHROSCOPY/SURGERY
29884	KNEE ARTHROSCOPY/SURGERY
29885	KNEE ARTHROSCOPY/SURGERY
29886	KNEE ARTHROSCOPY/SURGERY
29887	KNEE ARTHROSCOPY/SURGERY
29888	KNEE ARTHROSCOPY/SURGERY
29889	KNEE ARTHROSCOPY/SURGERY
29890	"ARTHROSCOPY, ANKLE, DIAGNOSTIC, WITH OR"
29891	ANKLE ARTHROSCOPY/SURGERY
29892	ANKLE ARTHROSCOPY/SURGERY
29893	"SCOPE, PLANTAR FASCIOTOMY"
29894	ANKLE ARTHROSCOPY/SURGERY
29895	ANKLE ARTHROSCOPY/SURGERY
29896	"ARTHROSCOPY, ANKLE, SURGICAL;"
29897	ANKLE ARTHROSCOPY/SURGERY
29898	ANKLE ARTHROSCOPY/SURGERY
29899	ANKLE ARTHROSCOPY/SURGERY
29900	"MCP JOINT ARTHROSCOPY, DX"
29901	"MCP JOINT ARTHROSCOPY, SURG"
29902	"MCP JOINT ARTHROSCOPY, SURG"
29909	ARTHROSCOPY OF JOINT
29999	Arthroscopy of joint
30000	DRAINAGE OF NOSE LESION
30020	DRAINAGE OF NOSE LESION
30100	INTRANASAL BIOPSY
30110	REMOVAL OF NOSE POLYP(S)
30111	EXC POLYPS NASAL SIMPL BILAT
30115	REMOVAL OF NOSE POLYP(S)
30116	EXC NASAL POLYPS EXTENSIVE BILAT
30117	REMOVAL OF INTRANASAL LESION
30118	REMOVAL OF INTRANASAL LESION
30120	REVISION OF NOSE
30124	REMOVAL OF NOSE LESION
30125	REMOVAL OF NOSE LESION
30130	REMOVAL OF TURBINATE BONES
30140	REMOVAL OF TURBINATE BONES
30150	PARTIAL REMOVAL OF NOSE
30160	REMOVAL OF NOSE
30200	INJECTION TREATMENT OF NOSE
30210	NASAL SINUS THERAPY
30220	INSERT NASAL SEPTAL BUTTON
30300	REMOVE NASAL FOREIGN BODY
30310	REMOVE NASAL FOREIGN BODY
30320	REMOVE NASAL FOREIGN BODY
30400	RECONSTRUCTION OF NOSE
30410	RECONSTRUCTION OF NOSE
30420	RECONSTRUCTION OF NOSE
30430	REVISION OF NOSE
30435	REVISION OF NOSE
30450	REVISION OF NOSE
30460	REVISION OF NOSE
30462	REVISION OF NOSE
30465	REPAIR NASAL STENOSIS
30520	REPAIR OF NASAL SEPTUM
30540	REPAIR NASAL DEFECT
30545	REPAIR NASAL DEFECT
30560	RELEASE OF NASAL ADHESIONS
30580	REPAIR UPPER JAW FISTULA
30600	REPAIR MOUTH/NOSE FISTULA
30620	INTRANASAL RECONSTRUCTION
30630	REPAIR NASAL SEPTUM DEFECT
30801	"CAUTERIZATION, INNER NOSE"
30802	"CAUTERIZATION, INNER NOSE"
30820	CRYOSURGERY IN NOSE
30901	CONTROL OF NOSEBLEED
30902	CAUTERIZE NASAL HEMORRHG ANT SIMPL BILA
30903	CONTROL OF NOSEBLEED
30904	CAUTERIZE NASAL HEMORRHG ANT CMPLX BILA
30905	CONTROL OF NOSEBLEED
30906	REPEAT CONTROL OF NOSEBLEED
30915	"LIGATION, NASAL SINUS ARTERY"
30920	"LIGATION, UPPER JAW ARTERY"
30930	"THERAPY, FRACTURE OF NOSE"
30999	NASAL SURGERY PROCEDURE
31000	"IRRIGATION, MAXILLARY SINUS"
31002	"IRRIGATION, SPHENOID SINUS"
31020	"EXPLORATION, MAXILLARY SINUS"
31030	"EXPLORATION, MAXILLARY SINUS"
31032	"EXPLORE SINUS, REMOVE POLYPS"
31040	EXPLORATION BEHIND UPPER JAW
31050	"EXPLORATION, SPHENOID SINUS"
31051	SPHENOID SINUS SURGERY
31070	EXPLORATION OF FRONTAL SINUS
31071	EXPLORATION OF FRONTAL SINUS
31075	EXPLORATION OF FRONTAL SINUS
31080	REMOVAL OF FRONTAL SINUS
31081	REMOVAL OF FRONTAL SINUS
31084	REMOVAL OF FRONTAL SINUS
31085	REMOVAL OF FRONTAL SINUS
31086	REMOVAL OF FRONTAL SINUS
31087	REMOVAL OF FRONTAL SINUS
31090	EXPLORATION OF SINUSES
31200	REMOVAL OF ETHMOID SINUS
31201	REMOVAL OF ETHMOID SINUS
31205	REMOVAL OF ETHMOID SINUS
31225	REMOVAL OF UPPER JAW
31230	REMOVAL OF UPPER JAW
31231	"NASAL ENDOSCOPY, DX"
31233	"NASAL/SINUS ENDOSCOPY, DX"
31235	"NASAL/SINUS ENDOSCOPY, DX"
31237	"NASAL/SINUS ENDOSCOPY, SURG"
31238	"NASAL/SINUS ENDOSCOPY, SURG"
31239	"NASAL/SINUS ENDOSCOPY, SURG"
31240	"NASAL/SINUS ENDOSCOPY, SURG"
31245	"NASAL/SINUS ENDOSCOPY, SURG"
31246	"NASAL/SINUS ENDOSCOPY, SURG"
31247	"NASAL/SINUS ENDOSCOPY, SURG"
31248	"NASAL/SINUS ENDOSCOPY, SURG"
31249	"NASAL/SINUS ENDOSCOPY, SURG"
31250	"NASAL ENDOSCOPY, DIAGNOSTIC"
31251	"NASAL/SINUS ENDOSCOPY, SURG"
31252	"NASAL ENDOSCOPY, POLYPECTOMY"
31254	REVISION OF ETHMOID SINUS
31255	REMOVAL OF ETHMOID SINUS
31256	EXPLORATION MAXILLARY SINUS
31258	"NASAL ENDOSCOPY, SURGICAL"
31260	"ENDOSCOPY, MAXILLARY SINUS"
31261	"NASAL/SINUS ENDOSCOPY, SURG"
31262	"NASAL/SINUS ENDOSCOPY, SURG"
31263	"ENDOSCOPY, MAXILLARY SINUS"
31264	"NASAL/SINUS ENDOSCOPY, SURG"
31265	"ENDOSCOPY, MAXILLARY SINUS"
31266	"NASAL/SINUS ENDOSCOPY, SURG"
31267	"ENDOSCOPY, MAXILLARY SINUS"
31268	"ENDOSCOPY, MAXILLARY SINUS"
31269	"NASAL/SINUS ENDOSCOPY, SURG"
31270	"ENDOSCOPY, SPHENOID SINUS"
31271	"NASAL/SINUS ENDOSCOPY, SURG"
31275	"SPHENOID ENDOSCOPY, SURGICAL"
31276	"SINUS ENDOSCOPY, SURGICAL"
31277	"SPHENOID ENDOSCOPY, SURGICAL"
31280	"NASAL/SINUS ENDOSCOPY, SURG"
31281	"NASAL/SINUS ENDOSCOPY, SURG"
31282	"NASAL/SINUS ENDOSCOPY, SURG"
31283	"NASAL/SINUS ENDOSCOPY, SURG"
31284	"NASAL/SINUS ENDOSCOPY, SURG"
31285	"ENDOSCOPY, COMBINED SINUSES"
31286	"NASAL/SINUS ENDOSCOPY, SURG"
31287	"NASAL/SINUS ENDOSCOPY, SURG"
31288	"NASAL/SINUS ENDOSCOPY, SURG"
31290	"NASAL/SINUS ENDOSCOPY, SURG"
31291	"NASAL/SINUS ENDOSCOPY, SURG"
31292	"NASAL/SINUS ENDOSCOPY, SURG"
31293	"NASAL/SINUS ENDOSCOPY, SURG"
31294	"NASAL/SINUS ENDOSCOPY, SURG"
31299	SINUS SURGERY PROCEDURE
31300	REMOVAL OF LARYNX LESION
31320	"DIAGNOSTIC INCISION, LARYNX"
31360	REMOVAL OF LARYNX
31365	REMOVAL OF LARYNX
31367	PARTIAL REMOVAL OF LARYNX
31368	PARTIAL REMOVAL OF LARYNX
31370	PARTIAL REMOVAL OF LARYNX
31375	PARTIAL REMOVAL OF LARYNX
31380	PARTIAL REMOVAL OF LARYNX
31382	PARTIAL REMOVAL OF LARYNX
31390	REMOVAL OF LARYNX & PHARYNX
31395	RECONSTRUCT LARYNX & PHARYNX
31400	REVISION OF LARYNX
31420	REMOVAL OF EPIGLOTTIS
31500	INSERT EMERGENCY AIRWAY
31502	CHANGE OF WINDPIPE AIRWAY
31505	DIAGNOSTIC LARYNGOSCOPY
31510	LARYNGOSCOPY WITH BIOPSY
