code	desc
DIG	0: DIG~1: DIGOXIN
VR_CHA	0: VR_CHA~1: CHLAMYDIA IGA
VR_CHG	0: VR_CHG~1: CHLAMYDIA IGG
802150040	0: 802150040~1: Tricyclic antidepressants-urine
882205040	0: 882205040~1: Barbiturates-urine
880154040	0: 880154040~1: Benzodiazepines-urine
803210040	0: 803210040~1: Metamphetamine-urine
883840040	0: 883840040~1: Methadone-urine
884022040	0: 884022040~1: Phenothiazine-urine
800196040	0: 800196040~1: Phencylidine (PCP)-U
800170040	0: 800170040~1: MDMA (Methylenedioxy 3,4-n-methanephrine) - urine
886658010	0: 886658010~1: Enterovirus Ab, CFT 
807752010	0: 807752010~1: Influenza B Ab, CFT 
807751010	0: 807751010~1: Influenza A Ab, CFT 
884681010	0: 884681010~1: C-peptide
882043040	0: 882043040~1: Microalbumin-UR
882043950	0: 882043950~1: Microalbumin-UR/24 h
GLHB	0: GLHB~1: GLYCATED HEMOGLOBIN
VR_H1N1	0: VR_H1N1~1: INFLUENZA H1N1 2009
883525010	0: 883525010~1: Insulin
HIV	0: HIV~1: HIV
805246010	0: 805246010~1: Hemoglobin S (EP)
805017210	0: 805017210~1: MONO% -fluids
HBPL	0: HBPL~1: HEMOGLOBIN IN PLASMA
VR_RUM	0: VR_RUM~1: RUBELLA IGM
OTHR	0: OTHR~1: OTHERS CELLS-BLOOD
805144010	0: 805144010~1: Target cells
URN	0: URN~1: URINE
883003010	0: 883003010~1: Growth hormone
884305010	0: 884305010~1: IGF1
806076010	0: 806076010~1: GAD (glutam. ac. decarb.) Ab
VR_HSV1G	0: VR_HSV1G~1: HERPES SIMPLEX TYPE I IGG
886320920	0: 886320920~1: Immunofixation
802051010	0: 802051010~1: Monoclonal gammopathy (EP)
C43	0: C43~1: CD43-THYMOCYTES/MATURE T
805462010	0: 805462010~1: Lambda light chain, free
805463010	0: 805463010~1: Ratio freee Kappa/Lambda
805461010	0: 805461010~1: Kappa light chain, free
882785010	0: 882785010~1: IgE-BL
884165930	0: 884165930~1: Protein electrophoresis-UR
805015210	0: 805015210~1: NEUT % - fluids
805004210	0: 805004210~1: HCT -fluids
805400210	0: 805400210~1: LYMP# -fluids
885041210	0: 885041210~1: RBC - fluids
885018210	0: 885018210~1: Hemoglobin - fluids
805021210	0: 805021210~1: NEUTRO# -fluids
805001210	0: 805001210~1: WBC - fluids
805016210	0: 805016210~1: LYMP% -fluids
10070806	0: 10070806~1: PLT -fluids
805023210	0: 805023210~1: MONO# -fluids
805445840	0: 805445840~1: Immunofixation-urine
CD19	0: CD19~1: CD19-EARLY B
CD20	0: CD20~1: CD20-MATURE B
CD3	0: CD3~1: CD3-MATURE T
C23	0: C23~1: CD23-MATURE B
DTM	0: DTM~1: CD3/CD4 T-HELPER
CD4	0: CD4~1: CD4-T HELPER
D83	0: D83~1: CD8/CD3 T-SUPRESSOR
805762100	0: 805762100~1: IgH rearrangement - bone marrow
CD8	0: CD8~1: CD8-T SUPPRESSOR/CYTOTOX
CD56	0: CD56~1: CD56-NK CELLS
CD14	0: CD14~1: CD14-MONOCYTIC,MYELOID
CD2	0: CD2~1: CD2-PAN T
CD16	0: CD16~1: CD16-NK CELLS
CD5	0: CD5~1: CD5-PAN T
VR_HH6DN	0: VR_HH6DN~1: HHV-6  DNA
VR_EBDNA	0: VR_EBDNA~1: EBV DNA
882390010	0: 882390010~1: Ceruloplasmin-BL
ANCA	0: ANCA~1: ANCA
GBM	0: GBM~1: GBM - GLOMERULAR BASEMENT MEMBANE
808177800	0: 808177800~1: lambda immunohistochemistry stain
808310800	0: 808310800~1: CD138  immunohistochemistry stain
808175800	0: 808175800~1: kappa immunohistochemistry stain
806078010	0: 806078010~1: TPO-Thyroid peroxidase Ab
808038800	0: 808038800~1: giemsa histochemistry stain
884480010	0: 884480010~1: T3 (triiodothyronine)total
805128010	0: 805128010~1: Large plateletes
ASEF	0: ASEF~1: תפליט אסציטי
884478210	0: 884478210~1: Triglycerides-Body Fluids
884157210	0: 884157210~1: Protein, total-Body Fluids
882150210	0: 882150210~1: Amylase-Body Fluids
882955960	0: 882955960~1: G6PD
805458210	0: 805458210~1: IgH rearrangement - body fluids
805756210	0: 805756210~1: t(14;18)PCR - body fluids
805756100	0: 805756100~1: t(14;18)PCR- bone marrow
805458070	0: 805458070~1: IgH rearrangement - tissue
805756290	0: 805756290~1: t(14;18)PCR- tissue
D195	0: D195~1: CD19/CD5
DR	0: DR~1: HLA-DR-MONO,MYELO,B,(T)
CD10	0: CD10~1: CD10-CALLA IMMATURE B
K/L	0: K/L~1: KAPPA/LAMBDA RATIO
CD7	0: CD7~1: CD7-PAN T
CD23	0: CD23~1: CD23-MATURE B
CD43	0: CD43~1: CD43-THYMOCYTES/MATURE T
805107010	0: 805107010~1: Blasts (manual) %
C83	0: C83~1: CD8/CD3
CTM	0: CTM~1: CD3/CD4
886300010	0: 886300010~1: CA 15-3
808153800	0: 808153800~1: estrogen receptor (ER) immunohistoc
808257800	0: 808257800~1: BRST2 immunohistochemistry
808210800	0: 808210800~1: progesteron receptor (PR) immunohis
808165800	0: 808165800~1: Her2-neu immunohistochemistry stain
808731800	0: 808731800~1: Mammaglobin immunohistochemistry
805142010	0: 805142010~1: Spherocytes
800172010	0: 800172010~1: Methotrexate - plasma
808254800	0: 808254800~1: Ber EP4 immunohistochemistry
886341010	0: 886341010~1: Islet cell, Ab
CIAA	0: CIAA~1: COMPETITIVE INSULIN AB
APA2	0: APA2~1: APOLIPOPROTEIN A11
APOA	0: APOA~1: APOLIPOPROTEIN A1
802179010	0: 802179010~1: Apolipoprotein B-BL
TBRS	0: TBRS~1: THIOBARB.REACT.SUBST.
806097010	0: 806097010~1: Rickettssia conorii IgG-B
806098010	0: 806098010~1: RICKCIgMB
886709010	0: 886709010~1: HAAb (Hepatitis A Ab) IgM - blood
806000010	0: 806000010~1: Immature PLT Fraction (IPF)
883010010	0: 883010010~1: Haptoglobin
VR_HSMGU	0: VR_HSMGU~1: HERPES SIMPLEX IGM-GULL
VR_ENT	0: VR_ENT~1: ENTERO
PREF	0: PREF~1: תפליט פריקרדיאלי
PLEF	0: PLEF~1: תפליט פליאורלי
VR_WN-G	0: VR_WN-G~1: WEST NILE FEVER IGG
VR_WN-M	0: VR_WN-M~1: WEST NILE FEVER IGM
VR_VZVIS	0: VR_VZVIS~1: VARICELLA SHELL VIAL CULTURE
882438210	0: 882438210~1: Chloride-Body Fluids
VR_HS1DN	0: VR_HS1DN~1: HSV-1 DNA
VR_VZDNA	0: VR_VZDNA~1: VARICELLA ZOSTER VIRUS DNA
VR_HS2DN	0: VR_HS2DN~1: HSV-2 DNA
VR_ENRNA	0: VR_ENRNA~1: ENTEROVIRUSES RNA
803024010	0: 803024010~1: CTX Cross-linked type I collagen-crosslaps
803022010	0: 803022010~1: P1NP-Procollagen type I aminoterminal peptide
882055010	0: 882055010~1: Ethanol-BL
802229010	None
886706010	0: 886706010~1: Hepatitis B surface Ab-B
VR_CMV	0: VR_CMV~1: CYTOMEGALOVIRUS
805047010	0: 805047010~1: NRBC
P	0: P~1: PROTEIN
882525010	0: 882525010~1: Copper-BL
VR_ACOR	0: VR_ACOR~1: ANTI-HBC
VR_B-DNA	0: VR_B-DNA~1: HBV-DNA
VR_DEL	0: VR_DEL~1: ANTI-DELTA
VR_BDNAQ	0: VR_BDNAQ~1: HBV-DNA QUANTITY
ANAF	0: ANAF~1: ANTI NUCLEAR (IF)
VR_AHCV	0: VR_AHCV~1: ANTI-HCV
VR_AAUSA	0: VR_AAUSA~1: ANTI-HBS
VR_AANTE	0: VR_AANTE~1: ANTI-HBE
VR_AAUSR	0: VR_AAUSR~1: HBSAG
ASMA	0: ASMA~1: ASMA
VR_C-RNA	0: VR_C-RNA~1: HCV-RNA
AFP	0: AFP~1: ALPHA FETO PROTEIN
VR_EAG	0: VR_EAG~1: HBE-AG
886141010	0: 886141010~1: C-reactive protein, high sensitive-BL
VA	0: VA~1: VALPROIC ACID (DEPAKINE)
880184010	0: 880184010~1: Phenobarbital (Luminal) - serum
VR_CGV	0: VR_CGV~1: CMV IGG AVIDITY
VR_HSV2G	0: VR_HSV2G~1: HERPES SIMPLEX TYPE II IGG
803176080	0: 803176080~1: BNP (Brain natriuretic peptide) - pleural fluid
802219010	0: 802219010~1: Creatinine, enzymatic method - blood
UFC	0: UFC~1: URINARY FREE CORTISOL
805639100	0: 805639100~1: Inversion 16, RT-PCR - bone marrow
805859100	0: 805859100~1: WT1/ABL ratio, RQ-PCR - bone marrow
805653100	0: 805653100~1: WT1, RQ-PCR- bone marrow
805646100	0: 805646100~1: FLT3 ITD mutation - BM
C25	0: C25~1: CD25-IL-2R
CD22	0: CD22~1: CD22-MATURE B/HCL
CD34	0: CD34~1: CD34-HEMATOPOIETIC PROGENITORS
CD15	0: CD15~1: CD15-GRANULOCYTES
CD33	0: CD33~1: CD33-MYELOID,MONOCYTIC
CD13	0: CD13~1: CD13-MYELOID,MONOCYTIC
883690010	0: 883690010~1: Lipase-BL
882085010	0: 882085010~1: Aldolase-BL
VMP	0: VMP~1: VANCOMICIN LEVEL - AFTER
IG	0: IG~1: תא צעיר - IG
805859010	0: 805859010~1: WT1/ABL ratio, RQ-PCR - blood
805653010	0: 805653010~1: WT1, RQ-PCR-blood
OTHC	0: OTHC~1: תאים לא מזוהים
BUSU	0: BUSU~1: BUSULFAN
D117	0: D117~1: CD117
CD11	0: CD11~1: CD11B-MONOCYTIC,NK CELLS
CD38	0: CD38~1: CD38-LYMPHOID PROGENITOR
VR_INFAB	0: VR_INFAB~1: INFLUENZA A,B IFA
VR_ADIFA	0: VR_ADIFA~1: ADENOVIRUS IFA
VR_PAINF	0: VR_PAINF~1: PARAINFLUENZA 1,2,3 IFA
VR_RSVIF	0: VR_RSVIF~1: RSV IFA
VR_HV6G	0: VR_HV6G~1: HUMAN HERPES VIRUS 6 IGG
VR_HV6M	0: VR_HV6M~1: HUMAN HERPES VIRUS 6 IGM
METO	0: METO~1: METOTHREXATE
802080800	0: 802080800~1: Xantochromia
882668010	0: 882668010~1: Erythropoietin
803549010	0: 803549010~1: Met-Hemoglobin
882375010	0: 882375010~1: Carboxy Hemoglobin
DIR	0: DIR~1: משטח ישיר
880178010	0: 880178010~1: Lithium-BL
882941010	0: 882941010~1: Gastrin
886140210	0: 886140210~1: CRP-Body Fluids
805583100	0: 805583100~1: CD56 NK - BM
805589100	0: 805589100~1: CD38 LYMPHOID PROGENITOR - BM
805592100	0: 805592100~1: CD138 - BM
808033800	0: 808033800~1: congo red histochemistry stain
808713800	0: 808713800~1: Crystal violet immunohistochemistry
806526010	0: 806526010~1: ANCA (Neutrophil Cytoplasmic Ab) P - blood
806025010	0: 806025010~1: Topoisomerase 1 (Scl 70) Ab - blood
806525010	0: 806525010~1: Neutrophil cytoplasmic Ab, ANCA, C - blood
VR_AUSAQ	0: VR_AUSAQ~1: ANTI-HBS QUANT
887350010	0: 887350010~1: HBeAg (Hepatitis Be Ag) - blood
886707010	0: 886707010~1: HBeAb (Hepatitis Be Ab) - blood
804438010	0: 804438010~1: Hepatitis B surface antigen quantitative (HBsAg-Q)
886692010	0: 886692010~1: Hepatitis delta antibodys-B
887517010	0: 887517010~1: Hepatitis B virus DNA/RNA, quantitative - blood
880158010	0: 880158010~1: Cyclosporine - blood
MAB	0: MAB~1: MICROSOMAL AB.
FRCM	0: FRCM~1: FRUCTOSAMINE
LPTN	0: LPTN~1: HUMAN LEPTIN
VR_+LT	0: VR_+LT~1: ALT
TVOL	0: TVOL~1: TOTAL VOLUME
882340950	0: 882340950~1: Calcium-UR/24h
UIPD	0: UIPD~1: DAILY URINARY INORGANIC PHOS.
FRT	0: FRT~1: FERRITIN
882043940	0: 882043940~1: Microalbumin-UR/Creatinine
802100010	0: 802100010~1: CK (Creatine Kinase) MB Mass-BL
803204010	0: 803204010~1: Troponin T-BL
884105950	0: 884105950~1: Phosphor-UR/24h
884105040	0: 884105040~1: Inorganic Phosphate-UR
882340040	0: 882340040~1: Calcium-UR
CCL	0: CCL~1: DEOXYPYRIDINOLIN CROSS LINKS
OSTE	0: OSTE~1: OSTEOCALCIN
RF	0: RF~1: RHEUMATOID FACTOR
883498010	0: 883498010~1: 17OH Progesterone
VR_CMV-G	0: VR_CMV-G~1: CMV-IGG
VR_VF	0: VR_VF~1: VESICULAR FLUID
CELL	0: CELL~1: LEUCOCYTES IN CSF (CAMERA)
MCA	0: MCA~1: MUCIN-LIKE CANCER ANTIGEN
100713	0: 100713~1: LEVELS
805123010	0: 805123010~1: Howell Jolly bodies
885810010	0: 885810010~1: Relative Viscosity of plasma
VR_EMVCA	0: VR_EMVCA~1: EBV VCA IGM.....
807156010	0: 807156010~1: CMV (Cytomegalovirus) PCR - blood
810816010	0: 810816010~1: CMV (Cytomegalovirus) Ag - blood
807060010	0: 807060010~1: Herpes type 6 PCR - blood
808240800	0: 808240800~1: EBV (Epstein-Barr virus) PCR
810818800	0: 810818800~1: Parainfluenza type 1 Ag immunofluorescence
806549800	0: 806549800~1: Influenza A Ag immunofluorescence
806548800	0: 806548800~1: Influenza B Ag immunofluorescence
887260800	0: 887260800~1: Adenovirus Ag immunofluorescence
810835800	0: 810835800~1: RSV (respiratory syncytial virus), immunofluorescence
810819800	0: 810819800~1: Parainfluenza type 2 Ag immunofluorescence
810820800	0: 810820800~1: Parainfluenza type 3 Ag immunofluorescence
807156210	0: 807156210~1: CMV (Cytomegalovirus), PCR - body fluids
807020050	0: 807020050~1: West Nile virus IgG - CSF
886788050	0: 886788050~1: West Nile virus IgM - CSF
806130800	0: 806130800~1: JCV (JC virus) PCR, quantitative
807060050	0: 807060050~1: Herpes type 6 PCR - CSF
805953100	0: 805953100~1: CD3-CD56 - BM
1001215	0: 1001215~1: Silver
1001211	0: 1001211~1: Wash PCP
810816800	0: 810816800~1: CMV (Cytomegalovirus) IS
807060800	0: 807060800~1: Herpes type 6 PCR
808400210	0: 808400210~1: מנוזלי גוף DNA הפקת
807333010	0: 807333010~1: G. Ab.screen search 2 IgG
807334010	0: 807334010~1: G. Ab.screen search 3 IgG
807332010	0: 807332010~1: G. Ab.screen search 1 IgG
805001230	0: 805001230~1: WBC - synovial fluid
885041230	0: 885041230~1: RBC - synovial fluid
805015230	0: 805015230~1: Neutrophils % - synovial fluid
805592800	0: 805592800~1: CD138
100638	0: 100638~1: .
808594010	0: 808594010~1: Chimera - BM engraftment, molecular evaluation - BL
100635	0: 100635~1: .
999999	0: 999999~1: פסול
810155800	0: 810155800~1: Virus culture
882003010	0: 882003010~1: Acetaminophen - serum
884425010	0: 884425010~1: Vitamin B1-BL
806090010	0: 806090010~1: Mycoplasma IgM - blood
1001313	0: 1001313~1: HGB (POC)
884100210	0: 884100210~1: Phosphor-Body Fluids
883993060	0: 883993060~1: Calprotectin - feces
DNBL	0: DNBL~1: מדם פריפרי DNA הפקת
808238010	0: 808238010~1: t(11;14)BCL1, PCR - blood
805762010	0: 805762010~1: IgH rearrangement - blood
CD25	0: CD25~1: CD25-IL-2R
D205	0: D205~1: CD20/CD5 B-CLL
C205	0: C205~1: CD20/CD5 B-CLL
C195	0: C195~1: CD5/CD19
DNBM	0: DNBM~1: מלשד עצם DNA הפקת
808238100	0: 808238100~1: t(11;14)BCL1, PCR - bone marrow
805549010	0: 805549010~1: CD3-CD4 - B
805537010	0: 805537010~1: CD4 T helper - B
805583010	0: 805583010~1: CD56 NK - B
805535010	0: 805535010~1: CD3 mature T - B
805553010	0: 805553010~1: CD20 MATURE B - B
805555010	0: 805555010~1: CD19 EARLY B - B
805551010	0: 805551010~1: CD3-CD8 - B
100631	0: 100631~1: ..
805953010	0: 805953010~1: CD3-CD56 - B
805539010	0: 805539010~1: CD8, T suppressor/cytotoxic - B
805557010	0: 805557010~1: CD22 MATURE B/HCL - B
805828800	0: 805828800~1: Keratin immunohistochemistry
801051400	0: 801051400~1: Leucocytes-UR-Strip
808202800	0: 808202800~1: P63 immunohistochemistry stain
PLTM	0: PLTM~1: PLATLET MICROSCOPIA
805862100	0: 805862100~1: t(15;17), RT-PCR - bone marrow
805650100	0: 805650100~1: t(8;21), RT-PCR - bone marrow
805647100	0: 805647100~1: NPM1 mutation - bone marrow
805650010	0: 805650010~1: t(8;21), RT-PCR - blood
805639010	0: 805639010~1: Inversion 16, RT-PCR - blood
C12	0: C12~1: CD10/CD22
805573100	0: 805573100~1: CD14 MONOCYTIC - BM
805628100	0: 805628100~1: CD15 GRANULOCYTES - BM
805571100	0: 805571100~1: CD33 MYELOID, MONOCYTIC - BM
805629100	0: 805629100~1: CD117 (c-kit) IMMATURE MYELOID - BM
805572100	0: 805572100~1: CD11b  MONOCYTIC, NK -BM
805580100	0: 805580100~1: CD34 HEMATOPOIETIC PROGENITOR - BM
805570100	0: 805570100~1: CD13 MYELOID, MONOCYTIC - BM
805552100	0: 805552100~1: HLADR MONO,MYELO, B, (T) - BM
805966100	0: 805966100~1: CD34-CD117 - BM
806583010	0: 806583010~1: Varicella zoster IgM - blood
807069010	0: 807069010~1: Herpes simplex IgM - blood
H/S	0: H/S~1: CD4/CD3 : CD8/CD3
D103	0: D103~1: CD103 HCL
D208	0: D208~1: CD20/CD38
806374010	0: 806374010~1: HPF4 antibodies
882164050	0: 882164050~1: Angiotensin Converting Enzyme-CSF
808139800	0: 808139800~1: cytokeratin 20 immunohistochemistry
818003800	0: 818003800~1: SATB2 immunohistochemistry
808349800	0: 808349800~1: CDX2 immunohistochemistry
808088800	0: 808088800~1: beta catenin immunohistochemistry s
808135800	0: 808135800~1: cytokeratin 7 immunohistochemistry
808565800	0: 808565800~1: KRAS mutation
808617800	0: 808617800~1: PMS2 immunohistochemistry
808343800	0: 808343800~1: MSH6 immunohistochemistry
808346800	0: 808346800~1: MSH2 immunohistochemistry
808350800	0: 808350800~1: MLH1 immunohistochemistry
LIQ	0: LIQ~1: נוזל
886603010	0: 886603010~1: Adenovirus Ab, CFT 
1001209	0: 1001209~1: Urine
808570100	0: 808570100~1: (BM) RNA הפקת
805582100	0: 805582100~1: CD16 NK, GRANULOCYTES - BM
808100800	0: 808100800~1: CD4 immunohistochemistry stain
808229800	0: 808229800~1: CD33 immunohistochemistry stain
886756010	0: 886756010~1: RSV Ab, CFT 
807733010	0: 807733010~1: Parainfluenza type 3 Ab, CFT (Complement Fixation Test) - bl
806742010	0: 806742010~1: Herpes simplex type 1 IgG Ab - blood
806582010	0: 806582010~1: Varicella zoster IgG - blood
808819630	0: 808819630~1: PAP
800197010	0: 800197010~1: Busulfan - plasma
807179800	0: 807179800~1: BKV (BK virus) PCR, quantitative
808594100	0: 808594100~1: Chimera - BM engraftment, molecular evaluation - BM
810822060	0: 810822060~1: Rotavirus Ag-stool
810815060	0: 810815060~1: Adenovirus Ag-stool
807430010	0: 807430010~1: TEG (Thromboelastogram) maximum amplitude - blood
807300010	0: 807300010~1: TEG (Thromboelastogram) kinetics - blood
807314010	0: 807314010~1: TEG (Thromboelastogram) R-time - blood
807461410	0: 807461410~1: TEG Fibrinolysis Index -LY30
807411010	0: 807411010~1: TEG (Thromboelastogram) angle - blood
805315090	0: 805315090~1: Polymorphonuclear cells (PMN) abs - peritoneal fluid
805983090	0: 805983090~1: Mononuclear cells (MN) abs - peritoneal fluid
805984090	0: 805984090~1: MN % - peritoneal fluid
805034090	0: 805034090~1: PMN %- peritoneal fluid
10070909	0: 10070909~1: RBC-peritoneal
805813100	0: 805813100~1: CD19-CD33 - BM
808036800	0: 808036800~1: ferrum histochemistry stain
100722	0: 100722~1: masson trichrome for routine
808142800	0: 808142800~1: cytomegalovirus (CMV)  immunohistoc
805814100	0: 805814100~1: CD34-CD38 - BM
805168100	0: 805168100~1: HLADR-CD13 - BM
805798100	0: 805798100~1: CD10-CD22 - BM
880197010	0: 880197010~1: Tacrolimus - blood
884105940	0: 884105940~1: Phosphor-UR/Creatinine
882340940	0: 882340940~1: Calcium-UR/Cr Creatinine
ERYT	0: ERYT~1: ERYTHROCYTES IN CSF
883874040	0: 883874040~1: Myoglobin-UR
VR_HAV	0: VR_HAV~1: ANTI-HAV TOTAL
CK/L	0: CK/L~1: KAPPA/LAMBDA RATIO
C75	0: C75~1: CD7/CD5
808238800	0: 808238800~1: t(11;14)BCL1, PCR-tissue
805692100	0: 805692100~1: Bone marrow aspiration and iron stain
808083800	0: 808083800~1: bcl1 immunohistochemistry stain
807505100	0: 807505100~1: CD43 - BM
805587100	0: 805587100~1: CD23 MATURE B - BM
805157100	0: 805157100~1: CD19-CD5 - BM
806610010	0: 806610010~1: CMV (Cytomegalovirus) IgG avidity - blood
805815100	0: 805815100~1: CD19-CD43 - BM
802054040	0: 802054040~1: Norepinephrine-UR
802084040	0: 802084040~1: Normetanephrine-UR
802039040	0: 802039040~1: Epinephrine-UR
883835040	0: 883835040~1: Metanephrine-UR
808232800	0: 808232800~1: PAX8 immunohistochemistry stain
808596800	0: 808596800~1: P40 immunohistochemistry
808221800	0: 808221800~1: TTF-1 immunohistochemistry stain
808752800	0: 808752800~1: Napsin immunohistochemistry
882024010	0: 882024010~1: ACTH
882088010	0: 882088010~1: Aldosterone
802386010	0: 802386010~1: Renin, direct - blood
884244970	0: 884244970~1: PRA (Renin)
883497940	0: 883497940~1: 5-HIAA-UR/Creatinine
882530040	0: 882530040~1: Cortisol, free-Usmp
800198010	0: 800198010~1: Everolimus (Certican) - blood
CD4T	0: CD4T~1: CT4-TOTAL
887536010	0: 887536010~1: HIV 1 Viral Load (RNA) blood
100632	0: 100632~1: .
806562010	0: 806562010~1: Hepatitis C virus RNA, quantitative - blood
806249800	0: 806249800~1: HLA B57 human Ag
805108010	0: 805108010~1: Promyelocytes (manual) %
805991010	0: 805991010~1: Promyelocytes (manual) - abs
880162010	0: 880162010~1: Digoxin - serum
807989800	0: 807989800~1: GATA3 immunohistochemistry
884134010	0: 884134010~1: Prealbumin-BL
UCRE	0: UCRE~1: URINARY CREATININE
ACAM	0: ACAM~1: PARACETAMOL (ACETAMINOPHEN) - ACAMOL
805981010	0: 805981010~1: Pappenheimer bodies, microscopy - blood
801088040	0: 801088040~1: Oxycodone, qualitative - urine
882145400	0: 882145400~1: Amphetamines - urine
882525950	0: 882525950~1: Copper / 24 hours
882525040	0: 882525040~1: Copper-UR
882465210	0: 882465210~1: Cholesterol-Body Fluids
VR_MUM-M	0: VR_MUM-M~1: MUMPS IGM
AMYL	0: AMYL~1: AMYLASE - GENERAL
IVY	0: IVY~1: IVY זמן דימום
808084800	0: 808084800~1: bcl2 cyclin d1 immunohistochemistry
808085800	0: 808085800~1: bcl6 immunohistochemistry stain
808104800	0: 808104800~1: CD10 calla immunohistochemistry sta
808334800	0: 808334800~1: c-Myc immunohistochemistry
805428100	0: 805428100~1: Kappa/Lambda light chain - BM
CONF	0: CONF~1: CONFIRMATION
883070040	0: 883070040~1: Hemosiderin, qualitative - urine
808400010	0: 808400010~1: מדם DNA הפקת
806028010	None
887622800	0: 887622800~1: HPV (Human Papilloma virus)
1001217	0: 1001217~1: ZIEL NEELSEN
806572010	0: 806572010~1: Mumps virus IgG - blood
806573010	0: 806573010~1: Mumps virus IgM - blood
808110800	0: 808110800~1: CD23 immunohistochemistry stain
808101800	0: 808101800~1: CD5 immunohistochemistry stain
805806100	0: 805806100~1: CD19-CD38 - BM
884133950	0: 884133950~1: Potassium-UR/24 h
884300950	0: 884300950~1: Sodium-UR/24 h
805976010	0: 805976010~1: VerifyNow P2Y12 % inhib
805975010	0: 805975010~1: VerifyNow P2Y12 RU
882103010	0: 882103010~1: Alpha1-antitrypsin
805993010	0: 805993010~1: Blasts (manual) - abs
882436040	0: 882436040~1: Chloride-UR
807050010	0: 807050010~1: HTLV-I, HTLV-II Ab
808168800	0: 808168800~1: immunoglobulin IgA immunohistochemi
808171800	0: 808171800~1: immunoglobuling IgG immunohistochem
808172800	0: 808172800~1: immunoglobulin IgM immunohistochemi
805761010	0: 805761010~1: TCR (T cell receptor)gamma rearrangement-blood
805761290	0: 805761290~1: TCR (T cell receptor)gamma rearrangement-tissue
805761100	0: 805761100~1: TCR (T cell receptor)gamma rearrangement-bone marrow
806061010	0: 806061010~1: EBV (Epstein-Barr virus) VCA IgG - blood
806753010	0: 806753010~1: Herpes simplex type 2 IgG Ab - blood
800105010	0: 800105010~1: Voriconazole - serum
809137010	0: 809137010~1: IDH2 gene mutations PCR - blood
805646010	0: 805646010~1: FLT3 ITD mutation- blood
803134010	0: 803134010~1: IDH1 gene mutations PCR - blood
805630100	0: 805630100~1: CD34 FACS - bone marrow
805581100	0: 805581100~1: CD25 IL-2R - BM
806132800	0: 806132800~1: Norovirus RT-PCR
805570010	0: 805570010~1: CD13 MYELOID, MONOCYTIC - B
805629010	0: 805629010~1: CD117 (c-kit) IMMATURE MYELOID - B
805582010	0: 805582010~1: CD16 NK, GRANULOCYTES - B
805572010	0: 805572010~1: CD11b MONOCYTIC, NK - B
805552010	0: 805552010~1: HLADR MONO,MYELO, B, (T) - B
805580010	0: 805580010~1: CD34 HEMATOPOIETIC PROGENITOR - B
2000110	0: 2000110~1: הצלבה עם טסיות רנדום1
818028800	None
808103800	0: 808103800~1: CD8 immunohistochemistry stain
808128800	0: 808128800~1: CD99 immunohistochemistry stain
808102800	0: 808102800~1: CD7 immunohistochemistry stain
808097800	0: 808097800~1: CD1a immunohistochemistry stain
808098800	0: 808098800~1: CD2 immunohistochemistry stain
808218800	0: 808218800~1: TdT immunohistochemistry stain
805576100	0: 805576100~1: CD11c HCL/MYELO, MONOCYTIC - BM
805537800	0: 805537800~1: CD4 T helper
805759800	0: 805759800~1: CD7 PAN T
805583800	0: 805583800~1: CD56  NK
805589800	0: 805589800~1: CD38 LYMPHOID PROGENITOR
805541800	0: 805541800~1: CD2 [unsupported character]PAN T
805962100	0: 805962100~1: HLADR-CD33 - BM
805793100	0: 805793100~1: CD18 - BM
805160100	0: 805160100~1: CD2-CD56 NK - BM
805965100	0: 805965100~1: CD19-CD25 - BM
807506100	0: 807506100~1: CD10-CD19 - BM
805177100	0: 805177100~1: CD7-CD33 - BM
805964100	0: 805964100~1: HLADR-CD117 - BM
803047010	0: 803047010~1: TPMT enzyme activity - Blood
800265010	None
800266010	None
800267970	None
100405	0: 100405~1: FREEZE BM
100504	None
884590010	0: 884590010~1: Vitamin A-BL
884446010	0: 884446010~1: Vitamin E-BL
100706	0: 100706~1: HE-Other
100705	0: 100705~1: paraffin block-Other
805134010	0: 805134010~1: Platelets clumps
VR_RUB-M	0: VR_RUB-M~1: RUBELLA IGM
803071010	0: 803071010~1: IGF Bind. Prot. 3
S-IG	0: S-IG~1: SALIVA IMMUNOGLOBULIN G
S-UA	0: S-UA~1: SALIVA URIC ACID
S-CN	0: S-CN~1: SALIVA CANDIDA
S-AM	0: S-AM~1: SALIVA AMYLAZE
S-K	0: S-K~1: SALIVA POTASSIUM
S-PR	0: S-PR~1: SALIVA PROTEIN
S-VL	0: S-VL~1: SALIVA VOLUME
S-IA	0: S-IA~1: SALIVA IMMUNOGLOBULIN A
S-SA	0: S-SA~1: SALIVA SECRETORY IMMUNOGLOBULIN A
S-IM	0: S-IM~1: SALIVA IMMUNOGLOBULIN M
S-AL	0: S-AL~1: SALIVA ALBUMIN
S-NA	0: S-NA~1: SALIVA SODIUM
S-CL	0: S-CL~1: SALIVA CHLORE
S-LY	0: S-LY~1: SALIVA LYSOZYM
806107010	0: 806107010~1: ADAMTS-13 activity
806108010	0: 806108010~1: ADAMTS-13 antibodies
VR_ROTA	0: VR_ROTA~1: ROTAVIRUS
VR_EBV-G	0: VR_EBV-G~1: EBV-G EBNA IGG
O2	0: O2~1: O2 SATURATION
OSMO	0: OSMO~1: OSMOLARITY IN OTHER FLUID
886337010	0: 886337010~1: Insulin Ab
