signal_id	frequency_per_signal	signal_unit_id	frequency_per_signal_unit	rambam_signal_name	rambam_unit	empty	first_val	ignore_me1	medial_signal_name	medial_unit	rambam_resolution	conversion_factor	medial_resolution	SpecialRule	ignore_me2	ignore_me3
805001400	26612	805001400@LEUCO/MCL 	26	0: 805001400~1: Leucocytes-UR-Strip 	LEUCO/MCL 		0	21	Leucocytes-UR	1/uL	1	1	1			TRUE
LOBI 	134357	LOBI@NULL 	134357	0: LOBI~1: LOBULARITY INDEX 	NULL 		0	3224	LOBULARITY_INDEX	NULL	0.01	1	0.01			TRUE
805026010	192069	805026010@X10^3/µL 	192065	0: 805026010~1: Large unstained cells- abs 	X10^3/µL 		0	357	LUC	10*9/L	0.01	1	0.01			TRUE
ALUC 	65401	ALUC@X10^3/MCRL 	65312	0: ALUC~1: LARGE UNSTAINED CELLS (ABS) 	X10^3/MCRL 		0	598	LUC	10*9/L	0.01	1	0.01			TRUE
805020010	375333	805020010@% 	375254	0: 805020010~1: Large unstained cells% 	% 		0	515	LUC%	%	0.1	1	0.1		THIN has only abs	TRUE
805020010	375333	805020010@NULL 	79	0: 805020010~1: Large unstained cells% 	NULL 		1	17	LUC%	%	0.1	1	0.1		THIN has only abs	TRUE
805022010	777774	805022010@X10^3/µL 	777769	0: 805022010~1: Lymphocytes - abs 	X10^3/µL 		0	170	LymphNum	10*9/L	0.1	1	0.1			TRUE
805022010	777774	805022010@X10^3/MCRL 	5	0: 805022010~1: Lymphocytes - abs 	X10^3/MCRL 		1	1	LymphNum	10*9/L	0.1	1	0.1			TRUE
805986010	17996	805986010@X10^3/µL 	17995	0: 805986010~1: Lymphocytes (manual)  - abs 	X10^3/µL 		0	75	LymphNum	10*9/L	0.01	1	0.1			TRUE
ALMP 	65338	ALMP@X10^3/MCRL 	65249	0: ALMP~1: LYMHOCYTES (ABS) 	X10^3/MCRL 		0	73	LymphNum	10*9/L	0.1	1	0.1			TRUE
805016010	1102311	805016010@% 	1101429	0: 805016010~1: Lymphocytes % 	% 		0	310	LymphPerc	%	1	1	1			TRUE
805102010	73845	805102010@% 	73845	0: 805102010~1: Lymphocytes (manual) % 	% 		0	82	LymphPerc	%	1	1	1			TRUE
805038010	367102	805038010@% 	367102	0: 805038010~1: Macrocytosis 	% 		0	32811	Macrocytosis	%	0.1	1	0.1			TRUE
883735010	625013	883735010@MEQ/L 	544647	0: 883735010~1: Magnesium-BL 	MEQ/L 		-0.03	1	Magnesium	MG/DL	0.1	1.22	0.05			TRUE
883735010	625013	883735010@MG/DL 	80228	0: 883735010~1: Magnesium-BL 	MG/DL 		0.6	1	Magnesium	MG/DL	0.01	1	0.05		Different units=differenresolution	TRUE
802455010	316187	802455010@MMOL/L 	316187	0: 802455010~1: Magnesium++ 	MMOL/L 		0.04	4	Magnesium++	MG/DL 	0.01	2.4305	0.01			TRUE
129	83984	129@NULL 	83984	0: 129~1: MAP 	NULL 		0	1	MAP	MMHG	1	1	1			TRUE
805006010	1399532	805006010@NULL 	38	0: 805006010~1: MCH 	NULL 		21.2	1	MCH	pg	0.1	1	0.1			TRUE
805006010	1399532	805006010@PG 	1399494	0: 805006010~1: MCH 	PG 		0	68	MCH	pg	0.1	1	0.1			TRUE
805007010	965533	805007010@G% 	99775	0: 805007010~1: MCHC 	G% 		0	12	MCHC	g/dL	0.1	1	0.1			TRUE
805007010	965533	805007010@G/DL 	861252	0: 805007010~1: MCHC 	G/DL 		393.3	1	MCHC	g/dL	0.1	1	0.1			FALSE
805007010	965533	805007010@GR/DL 	4439	0: 805007010~1: MCHC 	GR/DL 		26.9	1	MCHC	g/dL	0.1	1	0.1			TRUE
805007010	965533	805007010@NULL 	67	0: 805007010~1: MCHC 	NULL 		25	1	MCHC	g/dL	0.1	1	0.1			TRUE
805005010	1567537	805005010@FL 	1562986	0: 805005010~1: MCV 	FL 		0	36	MCV	fL	0.1	1	0.1			TRUE
805005010	1567537	805005010@NULL 	4551	0: 805005010~1: MCV 	NULL 		7	1	MCV	fL	0.1	1	0.1			TRUE
805037010	366962	805037010@% 	366961	0: 805037010~1: Microcytosis 	% 		0	114	Microcytosis	%	0.1	1	0.1			TRUE
MID 	12705	MID@% 	12704	0: MID~1: MID 	% 		0.8	1	MID	%	0.1	1	0.1			TRUE
805023010	842538	805023010@X10^3/µL 	777209	0: 805023010~1: Monocytes - abs 	X10^3/µL 		140	1	MonNum	10*9/L	0.1	1	0.1			FALSE
805023010	842538	805023010@X10^3/MCRL 	65240	0: 805023010~1: Monocytes - abs 	X10^3/MCRL 		0	551	MonNum	10*9/L	0.1	1	0.1			TRUE
805987010	17696	805987010@X10^3/µL 	17695	0: 805987010~1: Monocytes (manual) - abs 	X10^3/µL 		0	170	MonNum	10*9/L	0.01	1	0.1			TRUE
805011010	30635	805011010@% 	30635	0: 805011010~1: MID% 	% 		0	3	MonPerc	%	0.1	1	0.5			TRUE
805017010	1049582	805017010@% 	1049358	0: 805017010~1: Monocytes % 	% 		0	941	MonPerc	%	0.1	1	0.5			TRUE
805103010	72301	805103010@% 	72301	0: 805103010~1: Monocytes (manual) % 	% 		0	172	MonPerc	%	0.5	1	0.5			TRUE
805012010	911582	805012010@FL 	911582	0: 805012010~1: MPV 	FL 		298	1	MPV	fL	0.1	1	0.1			FALSE
MPXI 	72700	MPXI@NULL 	72700	0: MPXI~1: MYELOPEROXIDASE INDEX 	NULL 		-100	8	MPXI	NULL	0.1	1	0.1			TRUE
805110010	20127	805110010@% 	20127	0: 805110010~1: Myelocytes (manual) % 	% 		0	93	Myelocytes_Prec	%	1	1	1			TRUE
1001311	71521	1001311@MMOL/L 	71521	0: 1001311~1: Sodium-BL (POC) 	MMOL/L 		100	5	Na	mmol/L	1	1	1			TRUE
884295010	2016001	884295010@MMOL/L 	2009540	0: 884295010~1: Sodium-BL 	MMOL/L 		0	2	Na	MMOL/L 	1	1	1			TRUE
884295010	2016001	884295010@NULL 	6461	0: 884295010~1: Sodium-BL 	NULL 		1.39	1	Na	MMOL/L 	1	1	1			TRUE
805021010	929304	805021010@X10^3/µL 	860821	0: 805021010~1: Neutrophils - abs 	X10^3/µL 		396.5	1	NeutNum	10*9/L	0.1	1	0.1			FALSE
805021010	929304	805021010@X10^3/MCRL 	68393	0: 805021010~1: Neutrophils - abs 	X10^3/MCRL 		322.5	1	NeutNum	10*9/L	0.1	1	0.1			FALSE
805021970	21654	805021970@X10^3/µL 	21654	0: 805021970~1: Neutrophils (manual) # 	X10^3/µL 		0	175	NeutNum	10*9/L	0.01	1	0.1			TRUE
NEAB 	12984	NEAB@X10^3/MCL 	12984	0: NEAB~1: Neutrophils (absolute) 	X10^3/MCL 		0.1	12	NeutNum	10*9/L	0.1	1	0.1			TRUE
805015010	1166361	805015010@% 	1166086	0: 805015010~1: Neutrophils % 	% 		0	798	NeutPerc	%	1	1	1			TRUE
805015010	1166361	805015010@NULL 	275	0: 805015010~1: Neutrophils % 	NULL 		5.2	1	NeutPerc	%	1	1	1			TRUE
805101010	74078	805101010@% 	74078	0: 805101010~1: Neutrophils (manual) % 	% 		0	127	NeutPerc	%	1	1	1			TRUE
802211010	104065	802211010@MG/DL 	104052	0: 802211010~1: Non HDL cholesterol - blood 	MG/DL 		4	1	NonHDLCholesterol	mg/dL	1	1	1			TRUE
805701010	19150	805701010@X10^3/µL 	19150	0: 805701010~1: NRBC - abs 	X10^3/µL 		0	7435	NRBC	10*9/L	0.01	1	0.01			TRUE
805699010	19152	805699010@NR/100WBC 	19152	0: 805699010~1: NRBC % 	NR/100WBC 		0	7437	NRBC_Prec	%	0.1	1	0.1			TRUE
883930010	33664	883930010@MOSM/KG 	4845	0: 883930010~1: Osmolarity-BL 	MOSM/KG 		16.3	1	Osmolarity-BL	MOSMOL/KG 	1	1	1			TRUE
883930010	33664	883930010@MOSMOL/KG 	28797	0: 883930010~1: Osmolarity-BL 	MOSMOL/KG 		85	1	Osmolarity-BL	MOSMOL/KG 	1	1	1			TRUE
883935040	24366	883935040@MOS/KG H2O 	4773	0: 883935040~1: Osmolarity-UR 	MOS/KG H2O 		28	1	Osmolarity-UR	MOSMOL/KG 	1	1	1			TRUE
883935040	24366	883935040@MOSMOL/KG 	19577	0: 883935040~1: Osmolarity-UR 	MOSMOL/KG 		4	1	Osmolarity-UR	MOSMOL/KG 	1	1	1			TRUE
18	121815	18@NULL 	121815	0: 18~1: אמדן כאב FLACC 	NULL 		0	25209	Pain_FLACC	NULL	1	1	1			TRUE
850	59667	850@NULL 	59667	0: 850~1: ניקוד אמדן כאב FLACC 	NULL 		0	53204	Pain_FLACC	NULL	1	1	1			TRUE
1001302	71776	1001302@MMHG 	71776	0: 1001302~1: PCO2 (POC) 	MMHG 		5	24	PCO2	MMHG 	1	1	1			TRUE
803554140	586087	803554140@MM/HG 	15926	0: 803554140~1: PCO2 	MM/HG 		6.9	1	PCO2	MMHG	1	1	1			TRUE
803554140	586087	803554140@MMHG 	570148	0: 803554140~1: PCO2 	MMHG 		6.3	1	PCO2	MMHG 	1	1	1		CO2 PPM ?	TRUE
805013010	394602	805013010@% 	9538	0: 805013010~1: PDW 	% 		7.4	1	PDW	FL	0.1	1	0.1			TRUE
805013010	394602	805013010@FL 	385064	0: 805013010~1: PDW 	FL 		4.1	1	PDW	FL	0.1	1	0.1		UNITS NA in THIN	TRUE
234	14619	234@CC 	14619	0: 234~1: נוזלים P.Z 	CC 		0	28	PerZondaFluids	CC	250	1	250			TRUE
1001301	71911	1001301@NULL 	71911	0: 1001301~1: PH (POC) 	NULL 		6.71	1	pH	PH_UNITS	0.01	1	0.01			TRUE
803553140	586113	803553140@NULL 	586113	0: 803553140~1: PH 	NULL 		0.401	1	pH	PH_UNITS	0.01	1	0.01			TRUE
805014010	432813	805014010@% 	432813	0: 805014010~1: PCT 	% 		0	206	Plateletcrit	%	0.01	1	0.01			TRUE
885049010	1563935	885049010@NULL 	4469	0: 885049010~1: PLATELET 	NULL 		2.77	1	Platelets	10*9/L	1	1	1			TRUE
885049010	1563935	885049010@X10^3/µL 	1171065	0: 885049010~1: PLATELET 	X10^3/µL 		0	75	Platelets	10*9/L	1	1	1			TRUE
885049010	1563935	885049010@X10^3/MCRL 	388401	0: 885049010~1: PLATELET 	X10^3/MCRL 		0	7	Platelets	10*9/L	1	1	1			TRUE
1001303	71738	1001303@MMHG 	71738	0: 1001303~1: PO2 (POC) 	MMHG 		0	5	PO2	MMHG 	1	1	1			TRUE
803555140	586095	803555140@MM/HG 	15884	0: 803555140~1: PO2 	MM/HG 		8.3	1	PO2	MMHG 	1	1	1			TRUE
803555140	586095	803555140@MMHG 	570200	0: 803555140~1: PO2 	MMHG 		0	1	PO2	MMHG	1	1	1			TRUE
803555140	586095	803555140@NULL 	11	0: 803555140~1: PO2 	NULL 		25	1	PO2	MMHG	1	1	1			TRUE
1001310	71862	1001310@MMOL/L 	71862	0: 1001310~1: Potassium-BL (POC) 	MMOL/L 		0.1	2	Potassium	mmol/L	0.1	1	0.1			TRUE
884132010	1962434	884132010@MMOL/L 	1955995	0: 884132010~1: Potassium-BL 	MMOL/L 		0	4	Potassium	MMOL/L 	0.1	1	0.1			TRUE
884132010	1962434	884132010@NULL 	6439	0: 884132010~1: Potassium-BL 	NULL 		2	1	Potassium	MMOL/L 	0.1	1	0.1			TRUE
884133040	31781	884133040@MEQ/L 	1548	0: 884133040~1: Potassium-UR 	MEQ/L 		2	2	Potassium-UR	MMOL/L 	0.1	1	1			TRUE
884133040	31781	884133040@MMO/L 	4136	0: 884133040~1: Potassium-UR 	MMO/L 		1	2	Potassium-UR	MMOL/L 	0.1	1	1			TRUE
884133040	31781	884133040@MMOL/L 	26097	0: 884133040~1: Potassium-UR 	MMOL/L 		0.4	1	Potassium-UR	MMOL/L 	0.1	1	1			TRUE
806469010	419938	806469010@NULL 	35	0: 806469010~1: PT 	NULL 		0.89	1	PT	SEC	0.1	1	0.1			TRUE
806469010	419938	806469010@SEC 	57523	0: 806469010~1: PT 	SEC 		0	1	PT	SEC	0.1	1	0.1			TRUE
806469010	419938	806469010@SEC. 	362380	0: 806469010~1: PT 	SEC. 		0	2	PT	SEC	0.1	1	0.1			TRUE
883970010	15317	883970010@NG/L 	15183	0: 883970010~1: PTH parathyroid horm.Intact 	NG/L 		0	4	PTH	PG/ML	1	1	1			TRUE
883970010	15317	883970010@NULL 	134	0: 883970010~1: PTH parathyroid horm.Intact 	NULL 		4.1	1	PTH	PG/ML	1	1	1			TRUE
885730010	442308	885730010@NULL 	517	0: 885730010~1: A-PTT 	NULL 		1	1	PTT	SEC	0.1	1	0.1		THIN does not have units	TRUE
885730010	442308	885730010@SEC 	50915	0: 885730010~1: A-PTT 	SEC 		0	8	PTT	SEC	0.1	1	0.1		THIN does not have units	TRUE
885730010	442308	885730010@SEC. 	341767	0: 885730010~1: A-PTT 	SEC. 		0.99	1	PTT	SEC	0.1	1	0.1		THIN does not have units	TRUE
885730010	442308	885730010@SECONDS 	49109	0: 885730010~1: A-PTT 	SECONDS 		0	1	PTT	SEC	0.1	1	0.1		THIN does not have units	TRUE
2	4685378	2@BPM 	4685378	0: 2~1: דופק 	BPM 		-93	1	PULSE	BPM	1	1	1			
885041010	1564955	885041010@NULL 	128	0: 885041010~1: RBC 	NULL 		2.3	1	RBC	10*12/L	0.01	1	0.01			TRUE
885041010	1564955	885041010@X10^6/µL 	1172671	0: 885041010~1: RBC 	X10^6/µL 		0	10	RBC	10*12/L	0.01	1	0.01			TRUE
885041010	1564955	885041010@X10^6/MCRL 	392156	0: 885041010~1: RBC 	X10^6/MCRL 		0.002	4	RBC	10*12/L	0.01	1	0.01			FALSE
805009010	958160	805009010@% 	958154	0: 805009010~1: RDW 	% 		386	1	RDW	NA	0.1	1	0.1			FALSE
805057010	16145	805057010@10^4/MCRL 	3104	0: 805057010~1: Reticulocytes abs 	10^4/MCRL 		0	11	Reticulocyte	X10^9/L 	0.1	10	10			TRUE
805057010	16145	805057010@X10^4/µL 	1968	0: 805057010~1: Reticulocytes abs 	X10^4/µL 		0	2	Reticulocyte	X10^9/L 	0.1	10	10			TRUE
805057010	16145	805057010@X10^6/µL 	11073	0: 805057010~1: Reticulocytes abs 	X10^6/µL 		0	1398	Reticulocyte	X10^9/L 	0.01	1000	10			TRUE
805056010	17675	805056010@% 	17675	0: 805056010~1: Reticulocytes % 	% 		0	9	ReticulocytePrec	%	0.1	1	0.1			TRUE
4	116514	4@לדקה  	116514	0: 4~1: מס נשימות 	לדקה  		0	7	RR	1/MIN	1	1	1			TRUE
16	852476	16@% 	852476	0: 16~1: סטורציה עם חמצן  	% 		-100	1	SAT_OXIGEN	%	1	1	1			TRUE
17	2157329	17@% 	2157329	0: 17~1: סטורציה אוויר חדר 	% 		-98	1	SAT_ROOMAIR	%	1	1	1			TRUE
100	34909	100@% 	34909	0: 100~1: סטורציה למונשם 	% 		0	24	SAT_VENTILATED	%	1	1	1			TRUE
803559140	119899	803559140@% 	119899	0: 803559140~1: SO2 	% 		4.3	1	SO2	%	1	1	1			TRUE
801032400	201150	801032400@NULL 	201150	0: 801032400~1: Specific Gravity-UR Strip 	NULL 		0	118	Specific_Gravity-UR_Strip	G/ML	0.005	1	0.005			TRUE
494	45177	494@MMHG 	45177	0: 494~1: עורקי סיסטולי 	MMHG 		0	3	Systolic	MMHG 	10	1	10			TRUE
6	4602691	6@MMHG 	4602691	0: 6~1: סיסטולי 	MMHG 		-168	1	Systolic	MMHG	1	1	10			TRUE
880197010	10936	880197010@NG/ML 	10936	0: 880197010~1: Tacrolimus - blood 	NG/ML 		0	62	Tacrolimus	NG/ML	1	1	1			TRUE
11	3201330	11@מעלות 	3201330	0: 11~1: חום PO 	מעלות 		-38.4	1	Temperature_PO	DEG_C	0.1	1	0.1			TRUE
467	39826	467@מעלות 	39826	0: 467~1: חום פריפרי 	מעלות 		0	4	Temperature_Periferal	DEG_C	0.1	1	0.1			TRUE
10	354863	10@מעלות 	354863	0: 10~1: חום PR 	מעלות 		0	46	Temperature_PR	DEG_C	0.1	1	0.1			TRUE
12	17757	12@מעלות 	17757	0: 12~1: חום PA 	מעלות 		32.3	1	TempPA	degC	0.1	1	0.1			TRUE
884155010	712246	884155010@G/DL 	712087	0: 884155010~1: Total Protein-BL 	G/DL 		0	6	TotalProtein	g/dL	0.1	1	0.1			TRUE
884155010	712246	884155010@NULL 	158	0: 884155010~1: Total Protein-BL 	NULL 		0	1	TotalProtein	g/dL	0.1	1	0.1			TRUE
884466010	58953	884466010@MG/DL 	58498	0: 884466010~1: Transferrin-BL 	MG/DL 		0	1	Transferin	mg/dL	1	0.001	0.001			TRUE
884466010	58953	884466010@NULL 	455	0: 884466010~1: Transferrin-BL 	NULL 		28	1	IGNORE							TRUE
884466970	41550	884466970@% 	41550	"0: 884466970~1: Transferrin, Saturation-BL "	% 		0	10	Transferrin_Saturation_Index	%	0.01	1	0.01			TRUE
884478010	207807	884478010@MG/DL 	202993	0: 884478010~1: Triglycerides-BL 	MG/DL 		0	12	Triglycerides	mg/dL	1	1	1			TRUE
884478010	207807	884478010@NULL 	4814	0: 884478010~1: Triglycerides-BL 	NULL 		0.84	1	Triglycerides	mg/dL	1	1	1			TRUE
884484010	181533	884484010@NG/L 	21524	0: 884484010~1: Troponine-I 	NG/L 		5	687	TroponinI	ug/L	1	0.001	0.01			TRUE
884484010	181533	884484010@NG/ML 	160009	0: 884484010~1: Troponine-I 	NG/ML 		0	49933	TroponinI	ug/L	0.01	1	0.01			TRUE
884443010	77898	884443010@MU/L 	76501	0: 884443010~1: TSH-Thyroid stimulating horm 	MU/L 		0.003	2	TSH	mU/L	0.001	1	0.001			TRUE
884443010	77898	884443010@NULL 	1395	0: 884443010~1: TSH-Thyroid stimulating horm 	NULL 		0.006	2	TSH	mU/L	0.001	1	0.001			TRUE
45	121927	45@ליטר 	121927	0: 45~1: UF 	ליטר 		-2300	1	UF	L	0.1	1	0.1			TRUE
802021010	1509131	802021010@MG/DL 	1503691	0: 802021010~1: Blood Urea Nitrogen-BL 	MG/DL 		0	21	Urea	mg/dL	1	0.357	0.357			TRUE
802021010	1509131	802021010@NULL 	5440	0: 802021010~1: Blood Urea Nitrogen-BL 	NULL 		0	1	Urea	mg/dL	1	0.357	0.357			TRUE
884550010	739448	884550010@MG/DL 	736706	0: 884550010~1: Uric Acid-BL 	MG/DL 		0	21	Uric_Acid-BL	MG/DL 	0.1	1	0.1			TRUE
884550010	739448	884550010@NULL 	2742	0: 884550010~1: Uric Acid-BL 	NULL 		0.3	1	Uric_Acid-BL	MG/DL 	0.1	1	0.1			TRUE
625	43733	625@CC 	43733	0: 625~1: שתן קטטר 	CC 		0	3946	Urine_Catheter	mL	100	1	100			TRUE
801067400	214256	801067400@NULL 	214256	0: 801067400~1: pH-UR Strip 	NULL 		0	6	Urine_Dipstick_pH	NA	0.5	1	0.5			TRUE
523	48913	523@CC 	48913	0: 523~1: שתן כמות לשעה 	CC 		0	9079	Urine_Per_Hour	CC	10	1	10			TRUE
9	104079	9@CC 	104079	0: 9~1: כמות שתן 	CC 		-4550	1	Urine_Vol	mL	100	1	100			TRUE
801018400	14690	801018400@MG/DL 	11838	0: 801018400~1: Bilirubin- UR-Strip 	MG/DL 		0	251	UrineBlilirubinStrip	MG/DL	1	1	1			TRUE
801018400	14690	801018400@NULL 	2852	0: 801018400~1: Bilirubin- UR-Strip 	NULL 		0	1063	UrineBlilirubinStrip	MG/DL	1	1	1			TRUE
882570040	35196	882570040@MG/DL 	35188	0: 882570040~1: Creatinine-UR 	MG/DL 		0	1	UrineCreatinine	MG/DL	0.1	1	1			TRUE
884300040	31161	884300040@MEQ/L 	5680	0: 884300040~1: Sodium-UR 	MEQ/L 		0	1	UrineSodium	mmol/L	1	1	1			TRUE
884300040	31161	884300040@MMOL/L 	25481	0: 884300040~1: Sodium-UR 	MMOL/L 		2	5	UrineSodium	mmol/L	1	1	1			TRUE
801012400	92991	801012400@MG/DL 	92986	0: 801012400~1: Protein-UR-Strip 	MG/DL 		0	920	UrineTotalProtein	g/L	10	0.01	0.1			TRUE
884155040	12204	884155040@MG/DL 	12204	0: 884155040~1: Protein-UR 	MG/DL 		0	14	UrineTotalProtein	g/L	0.1	0.01	0.1			TRUE
884583400	66889	884583400@E.U./DL 	10374	0: 884583400~1: Urobilinogen-UR Strip 	E.U./DL 		0	61	Urobilinogen	EU/DL 	1	1	1			TRUE
884583400	66889	884583400@EU/DL 	41957	0: 884583400~1: Urobilinogen-UR Strip 	EU/DL 		0	1109	Urobilinogen	EU/DL 	1	1	1			TRUE
884583400	66889	884583400@MG/DL 	14558	0: 884583400~1: Urobilinogen-UR Strip 	MG/DL 		0	261	Urobilinogen	EU/DL 	1	1	1			TRUE
36	2055377	36@NULL 	2055377	0: 36~1: אמדן כאב VAS 	NULL 		-10	1	VAS	NULL	1	1	1			TRUE
53	213484	53@NULL 	213484	0: 53~1: אמדן כאב VAS במנוחה 	NULL 		0	142635	VAS	NULL	1	1	1			TRUE
54	177303	54@NULL 	177303	0: 54~1: אמדן כאב בתנועה VAS 	NULL 		0	113792	VAS_MOVEMENT	NULL	1	1	1			TRUE
58	104602	58@MMHG 	104602	0: 58~1: לחץ ורידי 	MMHG 		-290	1	VENOUS_BP	MMHG	10	1	10			TRUE
805001010	1571177	805001010@NULL 	4500	0: 805001010~1: WBC 	NULL 		-3.6	1	IGNORE	10*9/L	0.1	1	0.1			TRUE
805001010	1571177	805001010@X10^3/µL 	1173766	0: 805001010~1: WBC 	X10^3/µL 		0	57	WBC	10*9/L	0.1	1	0.1			TRUE
805001010	1571177	805001010@X10^3/MCRL 	377304	0: 805001010~1: WBC 	X10^3/MCRL 		0	16	WBC	10*9/L	0.1	1	0.1			TRUE
32	252880	"32@ק""ג "	252880	0: 32~1: משקל 	"ק""ג "		0	180	Weight	kg	1	1	1			TRUE
172	96868	"172@ק""ג "	96868	0: 172~1: הפרש משקל 	"ק""ג "		-81016.797	1	Weight_delta	kg	1	1	1			TRUE
57	103660	"57@ק""ג "	103660	0: 57~1: משקל סיום 	"ק""ג "		-280	1	Weight_end	kg	1	1	1			TRUE
56	110022	"56@ק""ג "	110022	0: 56~1: משקל התחלתי 	"ק""ג "		0	1680	Weight_Start	kg	1	1	1			TRUE
