match_type	ndc	count	score	code	words
NDC2ATC4+Score	42291:243	87	10.4	ATC_G03X_A01	['DANAZOL']
ScoreOnly	44778:390	87	2.5111111111111115	ATC_A01A_C01	['TRIAMCINOLONE']
ScoreOnly	44778:390	87	2.5111111111111115	ATC_C05A_A12	['TRIAMCINOLONE']
ScoreOnly	44778:390	87	2.5111111111111115	ATC_D07A_B09	['TRIAMCINOLONE']
ScoreOnly	44778:390	87	2.5111111111111115	ATC_D07X_B02	['TRIAMCINOLONE']
ScoreOnly	44778:390	87	2.5111111111111115	ATC_H02A_B08	['TRIAMCINOLONE']
ScoreOnly	44778:390	87	2.5111111111111115	ATC_R01A_D11	['TRIAMCINOLONE']
ScoreOnly	44778:390	87	2.5111111111111115	ATC_R03B_A06	['TRIAMCINOLONE']
ScoreOnly	44778:390	87	2.5111111111111115	ATC_S01B_A05	['TRIAMCINOLONE']
NoMatch	28:264	87	-1.0	NONE_0	['TRIAMCINOLONE']
NDC2ATC4+Score	67457:118	87	10.4	ATC_A11G_A01	['ASCORBIC']
Only NDC2ATC4	67457:118	87	0.0	ATC_G01A_D__	[]
Only NDC2ATC4	67457:118	87	0.0	ATC_S01X_A__	[]
NDC2ATC4+Score	58914:785	87	7.575	ATC_A05A_A__	['ACIDS', 'BILE']
ScoreOnly	MISSING:38713	87	3.4	ATC_N01A_X03	['KETAMINE']
NDC2ATC4+Score	52427:430	87	10.4	ATC_C07A_B03	['ATENOLOL']
NDC2ATC4+Score	52427:430	87	10.4	ATC_C07A_B11	['ATENOLOL']
NoMatch	MISSING:41399	87	-1.0	NONE_0	['ATENOLOL']
ScoreOnly	456:2212	87	3.4	ATC_C01C_A03	['NOREPINEPHRINE']
NDC2ATC4+Score	57844:115	87	10.4	ATC_N06B_A01	['AMFETAMINE']
NDC2ATC4+Score	57844:115	87	10.4	ATC_N06B_A02	['DEXAMFETAMINE']
ScoreOnly	MISSING:36285	87	2.9	ATC_B04A_D01	['COLESTYRAMINE']
ScoreOnly	MISSING:36285	87	2.9	ATC_C10A_C01	['COLESTYRAMINE']
ScoreOnly	42852:613	87	2.9	ATC_A07A_A09	['VANCOMYCIN']
ScoreOnly	42852:613	87	2.9	ATC_J01X_A01	['VANCOMYCIN']
ScoreOnly	57141:4	87	2.1416666666666666	ATC_A12A_A__	['CALCIUM']
NoMatch	MISSING:29309	87	-1.0	NONE_0	['CALCIUM']
ScoreOnly	MISSING:39420	86	2.775	ATC_L01X_D03	['METHYL']
NoMatch	MISSING:37161	86	-1.0	NONE_0	['METHYL']
NDC2ATC4+Score	6:5	86	10.4	ATC_N05C_M19	['SUVOREXANT']
NoMatch	MISSING:41669	86	-1.0	NONE_0	['SUVOREXANT']
NoMatch	55289:986	86	-1.0	NONE_0	['SUVOREXANT']
NDC2ATC4+Score	43353:70	86	10.4	ATC_G04B_E08	['TADALAFIL']
NDC2ATC4+Score	57237:12	86	10.4	ATC_N06A_X11	['MIRTAZAPINE']
NoMatch	MISSING:39449	86	-1.0	NONE_0	['MIRTAZAPINE']
ScoreOnly	50383:265	86	3.4	ATC_S01B_A14	['LOTEPREDNOL']
NDC2ATC4+Score	47335:3	86	10.4	ATC_N04B_A01	['LEVODOPA']
NDC2ATC4+Score	47335:3	86	10.4	ATC_N04B_X02	['ENTACAPONE']
NDC2ATC4+Score	13107:109	86	10.4	ATC_N02A_A03	['HYDROMORPHONE']
ScoreOnly	MISSING:32013	86	2.9	ATC_B05A_A05	['DEXTRAN']
ScoreOnly	MISSING:39150	86	2.669934640522876	ATC_A12C_C01	['CHLORIDE', 'MAGNESIUM']
ScoreOnly	MISSING:39150	86	2.669934640522876	ATC_B05X_A11	['CHLORIDE', 'MAGNESIUM']
NDC2ATC4+Score	23155:59	86	9.9	ATC_C08D_A01	['VERAPAMIL']
NDC2ATC4+Score	23155:59	86	9.9	ATC_C08D_A51	['VERAPAMIL']
ScoreOnly	39328:106	86	3.7904761904761908	ATC_B03A_D03	['FERROUS', 'FOLIC']
ScoreOnly	12843:101	86	2.566666666666667	ATC_A01A_D05	['ACETYLSALICYLIC']
ScoreOnly	12843:101	86	2.566666666666667	ATC_B01A_C06	['ACETYLSALICYLIC']
ScoreOnly	12843:101	86	2.566666666666667	ATC_N02B_A01	['ACETYLSALICYLIC']
ScoreOnly	33358:26	86	2.9	ATC_J01C_A04	['AMOXICILLIN']
ScoreOnly	51991:809	85	2.1416666666666666	ATC_A12A_A__	['CALCIUM']
ScoreOnly	MISSING:35545	85	2.9	ATC_L03A_X03	['BCG']
ScoreOnly	536:1153	85	3.108333333333334	ATC_B03A_A05	['FERROUS']
NDC2ATC4+Score	52544:165	85	9.775	ATC_G03A_A05	['NORETHISTERONE']
NDC2ATC4+Score	52544:165	85	9.775	ATC_G03A_B04	['NORETHISTERONE']
NDC2ATC4+Score	52544:165	85	10.4	ATC_G03A_C01	['NORETHISTERONE']
NDC2ATC4+Score	52544:165	85	10.4	ATC_G03C_A03	['ESTRADIOL']
NDC2ATC4+Score	52544:165	85	10.4	ATC_G03C_A53	['ESTRADIOL']
NDC2ATC4+Score	52544:165	85	10.4	ATC_G03D_C02	['NORETHISTERONE']
NDC2ATC4+Score	52544:165	85	9.9	ATC_L02A_A03	['ETHINYLESTRADIOL']
NoMatch	54868:2894	85	-1.0	NONE_0	['ETHINYLESTRADIOL']
NoMatch	MISSING:42319	85	-1.0	NONE_0	['ETHINYLESTRADIOL']
NDC2ATC4+Score	47781:208	85	10.4	ATC_G03C_A03	['ESTRADIOL']
NDC2ATC4+Score	47781:208	85	10.4	ATC_G03C_A53	['ESTRADIOL']
ScoreOnly	33358:139	85	3.4	ATC_M01A_B08	['ETODOLAC']
ScoreOnly	MISSING:29049	85	3.4	ATC_N03A_A02	['PHENOBARBITAL']
ScoreOnly	MISSING:29288	85	2.9	ATC_D11A_H01	['TACROLIMUS']
ScoreOnly	MISSING:29288	85	2.9	ATC_D11A_X14	['TACROLIMUS']
ScoreOnly	MISSING:29288	85	2.9	ATC_L04A_A05	['TACROLIMUS']
ScoreOnly	MISSING:29288	85	2.9	ATC_L04A_D02	['TACROLIMUS']
ScoreOnly	MISSING:39214	85	2.7333333333333334	ATC_A06A_G06	['OIL']
ScoreOnly	MISSING:36150	85	3.4	ATC_J01D_A13	['CEFTRIAXONE']
ScoreOnly	MISSING:36150	85	3.4	ATC_J01D_A63	['CEFTRIAXONE']
ScoreOnly	MISSING:36150	85	3.4	ATC_J01D_D04	['CEFTRIAXONE']
ScoreOnly	MISSING:36150	85	3.4	ATC_J01D_D54	['CEFTRIAXONE']
ScoreOnly	MISSING:36150	85	3.4	ATC_J01D_D63	['CEFTRIAXONE']
NDC2ATC4+Score	52054:513	85	10.4	ATC_N06B_A02	['DEXAMFETAMINE']
NDC2ATC4+Score	51079:517	85	10.4	ATC_N05A_A01	['CHLORPROMAZINE']
ScoreOnly	42852:838	85	2.7333333333333334	ATC_C01C_A06	['PHENYLEPHRINE']
ScoreOnly	42852:838	85	2.7333333333333334	ATC_R01A_A04	['PHENYLEPHRINE']
ScoreOnly	42852:838	85	2.7333333333333334	ATC_R01B_A03	['PHENYLEPHRINE']
ScoreOnly	42852:838	85	2.7333333333333334	ATC_R01B_A53	['PHENYLEPHRINE']
ScoreOnly	42852:838	85	2.7333333333333334	ATC_S01F_B01	['PHENYLEPHRINE']
ScoreOnly	42852:838	85	2.7333333333333334	ATC_S01G_A05	['PHENYLEPHRINE']
ScoreOnly	42852:838	85	2.7333333333333334	ATC_S01G_A55	['PHENYLEPHRINE']
NoMatch	179:1546	85	-1.0	NONE_0	['PHENYLEPHRINE']
NDC2ATC4+Score	25021:403	84	9.733333333333334	ATC_B01A_B01	['HEPARIN']
NDC2ATC4+Score	25021:403	84	9.733333333333334	ATC_B01A_B51	['HEPARIN']
NDC2ATC4+Score	25021:403	84	9.733333333333334	ATC_C05B_A03	['HEPARIN']
NDC2ATC4+Score	25021:403	84	9.733333333333334	ATC_C05B_A53	['HEPARIN']
NDC2ATC4+Score	25021:403	84	9.733333333333334	ATC_S01X_A14	['HEPARIN']
NoMatch	55289:759	84	-1.0	NONE_0	['HEPARIN']
ScoreOnly	58468:30	84	3.083333333333334	ATC_H01A_B01	['ALFA', 'THYROTROPIN']
ScoreOnly	MISSING:40527	84	4.5	ATC_N02A_J17	['OXYCODONE', 'PARACETAMOL']
NoMatch	MISSING:37172	84	-1.0	NONE_0	['OXYCODONE', 'PARACETAMOL']
NDC2ATC4+Score	25021:157	84	9.9	ATC_A07A_A09	['VANCOMYCIN']
NDC2ATC4+Score	25021:157	84	9.9	ATC_J01X_A01	['VANCOMYCIN']
ScoreOnly	MISSING:37088	84	3.4	ATC_L01D_B01	['DOXORUBICIN']
NoMatch	8290:3295	84	-1.0	NONE_0	['DOXORUBICIN']
ScoreOnly	50383:778	84	3.590909090909091	ATC_B03A_A07	['FERROUS', 'SULFATE']
NDC2ATC4+Score	43386:660	84	10.4	ATC_R06A_A10	['TRIMETHOBENZAMIDE']
ScoreOnly	52959:592	84	2.9	ATC_J01G_B01	['TOBRAMYCIN']
ScoreOnly	52959:592	84	2.9	ATC_S01A_A12	['TOBRAMYCIN']
ScoreOnly	MISSING:39664	84	2.7333333333333334	ATC_A12C_D51	['FLUORIDE']
NoMatch	68455:107	84	-1.0	NONE_0	['FLUORIDE']
NDC2ATC4+Score	17478:609	84	10.4	ATC_S01E_E05	['TAFLUPROST']
ScoreOnly	MISSING:29280	84	3.123214285714286	ATC_H03A_A01	['LEVOTHYROXINE']
ScoreOnly	MISSING:35679	84	3.4	ATC_B01A_E06	['BIVALIRUDIN']
ScoreOnly	54868:1097	84	4.5	ATC_A10B_D07	['METFORMIN', 'SITAGLIPTIN']
ScoreOnly	24987:249	83	3.4	ATC_C01A_A05	['DIGOXIN']
NoMatch	MISSING:34729	83	-1.0	NONE_0	['DIGOXIN']
ScoreOnly	42291:761	83	3.4	ATC_C07A_A07	['SOTALOL']
ScoreOnly	42291:761	83	3.4	ATC_C07A_A57	['SOTALOL']
ScoreOnly	MISSING:34639	83	4.5	ATC_A10A_E04	['GLARGINE', 'INSULIN']
NDC2ATC4+Score	71:350	83	10.4	ATC_N06A_F03	['PHENELZINE']
ScoreOnly	58980:476	83	3.4	ATC_D11A_X11	['HYDROQUINONE']
ScoreOnly	MISSING:38337	83	2.475	ATC_J06A_A__	['IMMUNE']
ScoreOnly	MISSING:29881	83	3.4	ATC_J01D_A04	['CEFAZOLIN']
ScoreOnly	MISSING:29881	83	3.4	ATC_J01D_B04	['CEFAZOLIN']
ScoreOnly	MISSING:36238	83	4.5	ATC_N05C_C01	['CHLORAL', 'HYDRATE']
ScoreOnly	MISSING:39703	83	2.6	ATC_A11A_B__	['MULTIVITAMINS']
NoMatch	MISSING:35468	83	-1.0	NONE_0	['MULTIVITAMINS']
ScoreOnly	59676:960	83	3.4	ATC_L01D_B01	['DOXORUBICIN']
NDC2ATC4+Score	52427:443	83	9.733333333333334	ATC_C09A_A03	['LISINOPRIL']
NDC2ATC4+Score	67457:162	83	10.399615558570783	ATC_C05B_B04	['SULFATE', 'TETRADECYL']
NDC2ATC4+Score	527:1818	83	10.4	ATC_N02C_C01	['SUMATRIPTAN']
NDC2ATC4+Score	6:3841	83	10.4	ATC_R03D_C03	['MONTELUKAST']
NDC2ATC4+Score	6:3841	83	10.4	ATC_R03D_C53	['MONTELUKAST']
ScoreOnly	MISSING:36986	83	3.4	ATC_A04A_A04	['DOLASETRON']
NDC2ATC4+Score	30698:337	83	10.4	ATC_N02A_B02	['PETHIDINE']
NDC2ATC4+Score	51991:322	83	10.4	ATC_N06B_A13	['ARMODAFINIL']
NoMatch	MISSING:41093	83	-1.0	NONE_0	['ARMODAFINIL']
NDC2ATC4+Score	57894:350	83	10.4	ATC_L04A_B06	['GOLIMUMAB']
NoMatch	MISSING:40591	83	-1.0	NONE_0	['GOLIMUMAB']
ScoreOnly	MISSING:37269	83	3.4	ATC_B01A_C09	['EPOPROSTENOL']
NDC2ATC4+Score	45802:736	82	10.666666666666668	ATC_D10A_E01	['BENZOYL', 'PEROXIDE']
NDC2ATC4+Score	45802:736	82	10.666666666666668	ATC_D10A_E51	['BENZOYL', 'PEROXIDE']
NDC2ATC4+Score	45802:736	82	9.733333333333334	ATC_D10A_F01	['CLINDAMYCIN']
NDC2ATC4+Score	45802:736	82	9.733333333333334	ATC_D10A_F51	['CLINDAMYCIN']
NDC2ATC4+Score	45802:736	82	9.733333333333334	ATC_G01A_A10	['CLINDAMYCIN']
NDC2ATC4+Score	45802:736	82	9.733333333333334	ATC_J01F_F01	['CLINDAMYCIN']
NDC2ATC4+Score	69:217	82	10.4	ATC_B01A_B04	['DALTEPARIN']
NDC2ATC4+Score	50474:594	82	10.4	ATC_N03A_X14	['LEVETIRACETAM']
NDC2ATC4+Score	63323:173	82	9.6	ATC_D06A_X07	['GENTAMICIN']
NDC2ATC4+Score	63323:173	82	9.6	ATC_J01G_B03	['GENTAMICIN']
NDC2ATC4+Score	63323:173	82	9.6	ATC_S01A_A11	['GENTAMICIN']
NDC2ATC4+Score	63323:173	82	9.6	ATC_S02A_A14	['GENTAMICIN']
NDC2ATC4+Score	63323:173	82	9.6	ATC_S03A_A06	['GENTAMICIN']
NoMatch	MISSING:40322	82	-1.0	NONE_0	['GENTAMICIN']
NDC2ATC4+Score	13668:439	82	9.9	ATC_C10A_B05	['FENOFIBRATE']
ScoreOnly	60258:162	82	3.541666666666667	ATC_A11G_B01	['ASCORBIC', 'CALCIUM']
NDC2ATC4+Score	51862:7	82	9.775	ATC_G03A_A05	['NORETHISTERONE']
NDC2ATC4+Score	51862:7	82	9.775	ATC_G03A_B04	['NORETHISTERONE']
NDC2ATC4+Score	51862:7	82	10.4	ATC_G03A_C01	['NORETHISTERONE']
NDC2ATC4+Score	51862:7	82	10.4	ATC_G03C_A03	['ESTRADIOL']
NDC2ATC4+Score	51862:7	82	10.4	ATC_G03C_A53	['ESTRADIOL']
NDC2ATC4+Score	51862:7	82	10.4	ATC_G03D_C02	['NORETHISTERONE']
NDC2ATC4+Score	51862:7	82	9.9	ATC_L02A_A03	['ETHINYLESTRADIOL']
NDC2ATC4+Score	50090:3233	82	10.4	ATC_S01E_C05	['METHAZOLAMIDE']
ScoreOnly	944:2965	82	3.3452380952380953	ATC_B02B_D02	['FACTOR', 'VIII']
NoMatch	52800:488	82	-1.0	NONE_0	['FACTOR', 'VIII']
ScoreOnly	MISSING:38989	82	3.4	ATC_A06A_X04	['LINACLOTIDE']
ScoreOnly	10454:712	82	3.4	ATC_S01E_B09	['ACETYLCHOLINE']
ScoreOnly	10939:31	82	2.9	ATC_A02D_A01	['SILICONES']
ScoreOnly	10939:31	82	2.9	ATC_A03A_X13	['SILICONES']
ScoreOnly	MISSING:35286	81	1.8083333333333333	ATC_B01A_F__	['FACTOR']
NDC2ATC4+Score	6:3822	81	10.4	ATC_J02A_X04	['CASPOFUNGIN']
NDC2ATC4+Score	115:7037	81	10.4	ATC_G03B_A02	['METHYLTESTOSTERONE']
NDC2ATC4+Score	115:7037	81	10.4	ATC_G03E_K01	['METHYLTESTOSTERONE']
NDC2ATC4+Score	63833:617	81	12.688514173998044	ATC_B02B_D06	['FACTOR', 'VIII', 'VON', 'WILLEBRAND']
NDC2ATC4+Score	69097:411	81	10.4	ATC_H05B_X01	['CINACALCET']
ScoreOnly	8333:1538	81	1.85	ATC_S01K_X__	['SURGICAL']
NoMatch	57599:2	81	-1.0	NONE_0	['SURGICAL']
ScoreOnly	407:1413	81	3.575	ATC_V08A_D__	['CONTRAST', 'RAY']
NDC2ATC4+Score	50474:596	81	10.4	ATC_N03A_X14	['LEVETIRACETAM']
ScoreOnly	54868:5934	81	2.433333333333333	ATC_G03C_X__	['ESTROGENS']
ScoreOnly	54868:5934	81	2.433333333333333	ATC_L02A_A__	['ESTROGENS']
NDC2ATC4+Score	50458:642	81	10.4	ATC_N03A_X11	['TOPIRAMATE']
NDC2ATC4+Score	51224:12	81	9.733333333333334	ATC_C04A_B01	['PHENTOLAMINE']
NDC2ATC4+Score	51224:12	81	9.733333333333334	ATC_V03A_B36	['PHENTOLAMINE']
ScoreOnly	54868:5676	81	3.4	ATC_J01A_A02	['DOXYCYCLINE']
NDC2ATC4+Score	173:722	81	9.733333333333334	ATC_N06A_X12	['BUPROPION']
NDC2ATC4+Score	62559:166	81	10.4	ATC_A03F_A01	['METOCLOPRAMIDE']
NDC2ATC4+Score	50458:647	81	10.4	ATC_N03A_X11	['TOPIRAMATE']
NDC2ATC4+Score	37:431	81	10.4	ATC_N03A_X10	['FELBAMATE']
ScoreOnly	MISSING:34994	81	3.4	ATC_L04A_A17	['ADALIMUMAB']
ScoreOnly	MISSING:34994	81	3.4	ATC_L04A_B04	['ADALIMUMAB']
NoMatch	MISSING:36900	81	-1.0	NONE_0	['ADALIMUMAB']
ScoreOnly	MISSING:38887	80	3.4	ATC_L02A_E02	['LEUPRORELIN']
ScoreOnly	54868:6020	80	2.9	ATC_R01A_D13	['CICLESONIDE']
ScoreOnly	54868:6020	80	2.9	ATC_R03B_A08	['CICLESONIDE']
NDC2ATC4+Score	50474:597	80	10.4	ATC_N03A_X14	['LEVETIRACETAM']
NDC2ATC4+Score	55566:6500	80	10.4	ATC_G03D_A04	['PROGESTERONE']
ScoreOnly	MISSING:38761	80	3.4	ATC_N03A_X18	['LACOSAMIDE']
NoMatch	MISSING:41574	80	-1.0	NONE_0	['LACOSAMIDE']
NDC2ATC4+Score	944:2843	80	10.345238095238095	ATC_B02B_D02	['FACTOR', 'VIII']
ScoreOnly	MISSING:38291	80	3.4	ATC_V03A_B37	['IDARUCIZUMAB']
NoMatch	MISSING:34881	80	-1.0	NONE_0	['IDARUCIZUMAB']
ScoreOnly	MISSING:38684	80	2.2666666666666666	ATC_B05X_X__	['ADDITIVES']
ScoreOnly	MISSING:36642	80	3.4	ATC_L01X_E06	['DASATINIB']
NDC2ATC4+Score	30698:277	80	9.9	ATC_J01X_X05	['METHENAMINE']
NDC2ATC4+Score	33342:78	80	9.9	ATC_C03A_A03	['HYDROCHLOROTHIAZIDE']
NDC2ATC4+Score	33342:78	80	9.9	ATC_C09C_A03	['VALSARTAN']
NDC2ATC4+Score	50090:2633	80	9.9	ATC_J04A_B03	['RIFAMYCIN']
ScoreOnly	38396:407	80	3.066666666666667	ATC_A10A_B01	['INSULIN']
ScoreOnly	38396:407	80	3.066666666666667	ATC_A10A_C01	['INSULIN']
ScoreOnly	38396:407	80	3.066666666666667	ATC_A10A_D01	['INSULIN']
ScoreOnly	38396:407	80	3.066666666666667	ATC_A10A_E01	['INSULIN']
ScoreOnly	38396:407	80	3.066666666666667	ATC_A10A_F01	['INSULIN']
NDC2ATC4+Score	32:1206	80	10.397058823529413	ATC_A09A_A02	['LIPASE', 'PROTEASE']
NDC2ATC4+Score	4:98	79	10.4	ATC_N03A_E01	['CLONAZEPAM']
ScoreOnly	MISSING:35310	79	3.833333333333333	ATC_B01A_B02	['ANTITHROMBIN', 'III']
ScoreOnly	MISSING:38374	79	3.4	ATC_N02B_E01	['PARACETAMOL']
NDC2ATC4+Score	406:9915	79	10.4	ATC_N05C_D07	['TEMAZEPAM']
ScoreOnly	MISSING:35115	79	1.4569579288025893	ATC_C02C_A__	['ALPHA']
ScoreOnly	MISSING:35115	79	1.4569579288025893	ATC_C02L_E__	['ALPHA']
ScoreOnly	MISSING:35115	79	1.4569579288025893	ATC_G04C_A__	['ALPHA']
NDC2ATC4+Score	71:2012	79	10.4	ATC_N03A_X12	['GABAPENTIN']
NDC2ATC4+Score	42291:235	79	10.4	ATC_C01B_A03	['DISOPYRAMIDE']
NDC2ATC4+Score	51079:926	79	9.9	ATC_C05A_E03	['DILTIAZEM']
NDC2ATC4+Score	51079:926	79	9.9	ATC_C08D_B01	['DILTIAZEM']
NDC2ATC4+Score	10135:602	79	10.4	ATC_N03A_X10	['FELBAMATE']
NDC2ATC4+Score	72626:2601	79	11.5	ATC_J05A_P51	['LEDIPASVIR', 'SOFOSBUVIR']
ScoreOnly	MISSING:37604	79	2.7333333333333334	ATC_D07A_C17	['FLUTICASONE']
ScoreOnly	MISSING:37604	79	2.7333333333333334	ATC_R01A_D08	['FLUTICASONE']
ScoreOnly	MISSING:37604	79	2.7333333333333334	ATC_R01A_D58	['FLUTICASONE']
ScoreOnly	MISSING:37604	79	2.7333333333333334	ATC_R03B_A05	['FLUTICASONE']
ScoreOnly	MISSING:36452	79	3.333333333333334	ATC_G03C_A57	['CONJUGATED', 'ESTROGENS']
NDC2ATC4+Score	47781:623	79	10.4	ATC_V03A_C01	['DEFEROXAMINE']
ScoreOnly	MISSING:41037	79	2.8333333333333335	ATC_A12B_A05	['GLUCONATE', 'POTASSIUM']
ScoreOnly	MISSING:31917	79	2.9	ATC_B05A_A05	['DEXTRAN']
ScoreOnly	MISSING:42489	79	3.4	ATC_N06A_X24	['VILAZODONE']
NDC2ATC4+Score	43598:608	79	10.4	ATC_B01A_X05	['FONDAPARINUX']
NoMatch	70092:1474	79	-1.0	NONE_0	['FONDAPARINUX']
NoMatch	54569:158	79	-1.0	NONE_0	['FONDAPARINUX']
ScoreOnly	168:53	79	2.693589743589744	ATC_D02A_C__	['PARAFFIN', 'SOFT']
NoMatch	MISSING:35754	79	-1.0	NONE_0	['PARAFFIN', 'SOFT']
NDC2ATC4+Score	173:859	79	9.733333333333334	ATC_D07A_C17	['FLUTICASONE']
NDC2ATC4+Score	173:859	79	10.333333333333334	ATC_R01A_D12	['FLUTICASONE', 'FUROATE']
NDC2ATC4+Score	173:859	79	10.333333333333334	ATC_R03B_A09	['FLUTICASONE', 'FUROATE']
NDC2ATC4+Score	67877:584	79	10.4	ATC_J01D_D08	['CEFIXIME']
NoMatch	MISSING:40333	79	-1.0	NONE_0	['CEFIXIME']
NoMatch	54868:5250	79	-1.0	NONE_0	['CEFIXIME']
NoMatch	430:580	79	-1.0	NONE_0	['CEFIXIME']
NDC2ATC4+Score	61958:801	79	10.4	ATC_C02K_X02	['AMBRISENTAN']
ScoreOnly	486:1125	79	2.93735632183908	ATC_A12A_A12	['ANHYDROUS']
NDC2ATC4+Score	69:136	78	10.4	ATC_L01X_E14	['BOSUTINIB']
ScoreOnly	MISSING:38985	78	2.542857142857143	ATC_C01B_B01	['LIDOCAINE']
ScoreOnly	MISSING:38985	78	2.542857142857143	ATC_C05A_D01	['LIDOCAINE']
ScoreOnly	MISSING:38985	78	2.542857142857143	ATC_D04A_B01	['LIDOCAINE']
ScoreOnly	MISSING:38985	78	2.542857142857143	ATC_N01B_B02	['LIDOCAINE']
ScoreOnly	MISSING:38985	78	2.542857142857143	ATC_N01B_B52	['LIDOCAINE']
ScoreOnly	MISSING:38985	78	2.542857142857143	ATC_R02A_D02	['LIDOCAINE']
ScoreOnly	MISSING:38985	78	2.542857142857143	ATC_S01H_A07	['LIDOCAINE']
ScoreOnly	MISSING:38985	78	2.542857142857143	ATC_S02D_A01	['LIDOCAINE']
NoMatch	11111:2013	78	-1.0	NONE_0	['LIDOCAINE']
NDC2ATC4+Score	9:698	78	9.65	ATC_D07A_A01	['METHYLPREDNISOLONE']
NDC2ATC4+Score	9:698	78	9.65	ATC_D10A_A02	['METHYLPREDNISOLONE']
NDC2ATC4+Score	9:698	78	9.65	ATC_H02A_B04	['METHYLPREDNISOLONE']
NDC2ATC4+Score	55111:641	78	10.4	ATC_N05B_C01	['MEPROBAMATE']
NDC2ATC4+Score	55111:641	78	10.4	ATC_N05B_C51	['MEPROBAMATE']
NoMatch	54569:5744	78	-1.0	NONE_0	['MEPROBAMATE']
ScoreOnly	MISSING:35541	78	2.566666666666667	ATC_A01A_D05	['ACETYLSALICYLIC']
ScoreOnly	MISSING:35541	78	2.566666666666667	ATC_B01A_C06	['ACETYLSALICYLIC']
ScoreOnly	MISSING:35541	78	2.566666666666667	ATC_N02B_A01	['ACETYLSALICYLIC']
ScoreOnly	43292:563	78	2.7333333333333334	ATC_A06A_G06	['OIL']
ScoreOnly	43292:563	78	2.7333333333333334	ATC_A11C_C05	['COLECALCIFEROL']
ScoreOnly	43292:563	78	2.7333333333333334	ATC_A11C_C55	['COLECALCIFEROL']
NDC2ATC4+Score	456:1500	78	10.4	ATC_N06A_X17	['MILNACIPRAN']
NDC2ATC4+Score	7:4643	78	10.4	ATC_B02B_X05	['ELTROMBOPAG']
NoMatch	82891:388	78	-1.0	NONE_0	['ELTROMBOPAG']
ScoreOnly	MISSING:38586	78	2.35	ATC_B03A_E__	['IRON']
NoMatch	MISSING:41572	78	-1.0	NONE_0	['IRON']
ScoreOnly	10939:219	78	2.6	ATC_A11A_B__	['MULTIVITAMINS']
ScoreOnly	MISSING:36031	78	3.4	ATC_N04B_A01	['LEVODOPA']
NDC2ATC4+Score	17478:719	78	9.511111111111111	ATC_A01A_B08	['NEOMYCIN']
NDC2ATC4+Score	17478:719	78	9.511111111111111	ATC_A01A_C03	['HYDROCORTISONE']
NDC2ATC4+Score	17478:719	78	9.511111111111111	ATC_A07A_A01	['NEOMYCIN']
NDC2ATC4+Score	17478:719	78	9.511111111111111	ATC_A07A_A51	['NEOMYCIN']
NDC2ATC4+Score	17478:719	78	9.511111111111111	ATC_A07E_A02	['HYDROCORTISONE']
NDC2ATC4+Score	17478:719	78	9.511111111111111	ATC_B05C_A09	['NEOMYCIN']
NDC2ATC4+Score	17478:719	78	9.511111111111111	ATC_C05A_A01	['HYDROCORTISONE']
NDC2ATC4+Score	17478:719	78	9.733333333333334	ATC_D06A_X05	['BACITRACIN']
NDC2ATC4+Score	17478:719	78	9.511111111111111	ATC_D07A_A02	['HYDROCORTISONE']
NDC2ATC4+Score	17478:719	78	9.511111111111111	ATC_D07X_A01	['HYDROCORTISONE']
NDC2ATC4+Score	17478:719	78	9.511111111111111	ATC_H02A_B09	['HYDROCORTISONE']
NDC2ATC4+Score	17478:719	78	9.511111111111111	ATC_J01G_B05	['NEOMYCIN']
NDC2ATC4+Score	17478:719	78	9.082142857142857	ATC_J01X_B02	['POLYMYXIN']
NDC2ATC4+Score	17478:719	78	9.733333333333334	ATC_J01X_X10	['BACITRACIN']
NDC2ATC4+Score	17478:719	78	9.733333333333334	ATC_R02A_B04	['BACITRACIN']
NDC2ATC4+Score	17478:719	78	9.511111111111111	ATC_S01A_A03	['NEOMYCIN']
NDC2ATC4+Score	17478:719	78	9.511111111111111	ATC_S01B_A02	['HYDROCORTISONE']
NDC2ATC4+Score	17478:719	78	9.511111111111111	ATC_S01C_B03	['HYDROCORTISONE']
NDC2ATC4+Score	17478:719	78	9.511111111111111	ATC_S02A_A07	['NEOMYCIN']
NDC2ATC4+Score	17478:719	78	9.511111111111111	ATC_S02B_A01	['HYDROCORTISONE']
NDC2ATC4+Score	17478:719	78	9.511111111111111	ATC_S03A_A01	['NEOMYCIN']
NDC2ATC4+Score	11523:1190	78	10.4	ATC_D01A_E18	['TOLNAFTATE']
NoMatch	MISSING:39860	78	-1.0	NONE_0	['TOLNAFTATE']
NDC2ATC4+Score	264:3195	77	10.4	ATC_J01D_E01	['CEFEPIME']
ScoreOnly	MISSING:41366	77	3.4	ATC_N05C_H02	['RAMELTEON']
NDC2ATC4+Score	456:3428	77	10.4	ATC_N06D_X01	['MEMANTINE']
NoMatch	44778:4085	77	-1.0	NONE_0	['MEMANTINE']
NDC2ATC4+Score	52544:247	77	9.775	ATC_G03A_A11	['NORGESTIMATE']
NDC2ATC4+Score	52544:247	77	10.4	ATC_G03C_A03	['ESTRADIOL']
NDC2ATC4+Score	52544:247	77	10.4	ATC_G03C_A53	['ESTRADIOL']
NDC2ATC4+Score	52544:247	77	9.9	ATC_L02A_A03	['ETHINYLESTRADIOL']
