RXN_CD	RXN_NM	cnt
1043567	24 HR Metformin hydrochloride 1000 MG / saxagliptin 2.5 MG Extended Release Oral Tablet [Kombiglyze]	1
1043570	24 HR Metformin hydrochloride 1000 MG / saxagliptin 5 MG Extended Release Oral Tablet	2
1043574	24 HR Metformin hydrochloride 1000 MG / saxagliptin 5 MG Extended Release Oral Tablet [Kombiglyze]	1
1243827	24 HR Metformin hydrochloride 1000 MG / sitagliptin 100 MG Extended Release Oral Tablet	2
1243833	24 HR Metformin hydrochloride 1000 MG / sitagliptin 100 MG Extended Release Oral Tablet [Janumet]	1
1243842	24 HR Metformin hydrochloride 1000 MG / sitagliptin 50 MG Extended Release Oral Tablet	2
1243843	24 HR Metformin hydrochloride 1000 MG / sitagliptin 50 MG Extended Release Oral Tablet [Janumet]	1
1043578	24 HR Metformin hydrochloride 500 MG / saxagliptin 5 MG Extended Release Oral Tablet	2
1043582	24 HR Metformin hydrochloride 500 MG / saxagliptin 5 MG Extended Release Oral Tablet [Kombiglyze]	1
1243846	24 HR Metformin hydrochloride 500 MG / sitagliptin 50 MG Extended Release Oral Tablet	2
1243848	24 HR Metformin hydrochloride 500 MG / sitagliptin 50 MG Extended Release Oral Tablet [Janumet]	1
860975	24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet	2
860977	24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet [Glucophage]	1
860981	24 HR Metformin hydrochloride 750 MG Extended Release Oral Tablet	2
860983	24 HR Metformin hydrochloride 750 MG Extended Release Oral Tablet [Glucophage]	1
1091155	24 HR Methylphenidate Hydrochloride 18 MG Extended Release Oral Tablet	2
1091157	24 HR Methylphenidate Hydrochloride 18 MG Extended Release Oral Tablet [Concerta]	1
1091170	24 HR Methylphenidate Hydrochloride 27 MG Extended Release Oral Tablet	2
1091172	24 HR Methylphenidate Hydrochloride 27 MG Extended Release Oral Tablet [Concerta]	1
1091185	24 HR Methylphenidate Hydrochloride 36 MG Extended Release Oral Tablet	2
1091187	24 HR Methylphenidate Hydrochloride 36 MG Extended Release Oral Tablet [Concerta]	1
1312583	24 HR Methylphenidate Hydrochloride 5 MG/ML Extended Release Suspension	3
1312589	24 HR Methylphenidate Hydrochloride 5 MG/ML Extended Release Suspension [Quillivant]	1
1091210	24 HR Methylphenidate Hydrochloride 54 MG Extended Release Oral Tablet	2
1091212	24 HR Methylphenidate Hydrochloride 54 MG Extended Release Oral Tablet [Concerta]	1
866412	24 HR metoprolol succinate 100 MG Extended Release Oral Tablet	3
866414	24 HR metoprolol succinate 100 MG Extended Release Oral Tablet [Toprol]	1
866419	24 HR metoprolol succinate 200 MG Extended Release Oral Tablet	2
866421	24 HR metoprolol succinate 200 MG Extended Release Oral Tablet [Toprol]	1
866427	24 HR metoprolol succinate 25 MG Extended Release Oral Tablet	3
866429	24 HR metoprolol succinate 25 MG Extended Release Oral Tablet [Toprol]	1
866436	24 HR metoprolol succinate 50 MG Extended Release Oral Tablet	3
866438	24 HR metoprolol succinate 50 MG Extended Release Oral Tablet [Toprol]	1
636559	24 HR Metronidazole 750 MG Extended Release Oral Tablet	2
687204	24 HR Metronidazole 750 MG Extended Release Oral Tablet [Flagyl]	1
1013659	24 HR Minocycline 105 MG Extended Release Oral Tablet	2
1014018	24 HR Minocycline 105 MG Extended Release Oral Tablet [Solodyn]	1
858062	24 HR Minocycline 115 MG Extended Release Oral Tablet	2
858064	24 HR Minocycline 115 MG Extended Release Oral Tablet [Solodyn]	1
1302674	24 HR Minocycline 135 MG Extended Release Oral Capsule	2
1302676	24 HR Minocycline 135 MG Extended Release Oral Capsule [Ximino]	1
629695	24 HR Minocycline 135 MG Extended Release Oral Tablet	5
750172	24 HR Minocycline 135 MG Extended Release Oral Tablet [Solodyn]	1
1302650	24 HR Minocycline 45 MG Extended Release Oral Capsule	2
1302656	24 HR Minocycline 45 MG Extended Release Oral Capsule [Ximino]	1
629697	24 HR Minocycline 45 MG Extended Release Oral Tablet	3
727451	24 HR Minocycline 45 MG Extended Release Oral Tablet [Solodyn]	1
1013662	24 HR Minocycline 55 MG Extended Release Oral Tablet	2
1014022	24 HR Minocycline 55 MG Extended Release Oral Tablet [Solodyn]	1
858372	24 HR Minocycline 65 MG Extended Release Oral Tablet	2
858374	24 HR Minocycline 65 MG Extended Release Oral Tablet [Solodyn]	1
1013665	24 HR Minocycline 80 MG Extended Release Oral Tablet	2
1014024	24 HR Minocycline 80 MG Extended Release Oral Tablet [Solodyn]	1
1302664	24 HR Minocycline 90 MG Extended Release Oral Capsule	2
1302666	24 HR Minocycline 90 MG Extended Release Oral Capsule [Ximino]	1
629699	24 HR Minocycline 90 MG Extended Release Oral Tablet	3
727452	24 HR Minocycline 90 MG Extended Release Oral Tablet [Solodyn]	1
1300791	24 HR mirabegron 25 MG Extended Release Oral Tablet	2
1300797	24 HR mirabegron 25 MG Extended Release Oral Tablet [Myrbetriq]	1
1300801	24 HR mirabegron 50 MG Extended Release Oral Tablet	2
1300803	24 HR mirabegron 50 MG Extended Release Oral Tablet [Myrbetriq]	1
892297	24 HR Morphine Sulfate 120 MG Extended Release Oral Capsule	2
892299	24 HR Morphine Sulfate 120 MG Extended Release Oral Capsule [Avinza]	1
894932	24 HR Morphine Sulfate 150 MG Extended Release Oral Capsule	2
894941	24 HR Morphine Sulfate 200 MG Extended Release Oral Capsule	2
892342	24 HR Morphine Sulfate 30 MG Extended Release Oral Capsule	2
892344	24 HR Morphine Sulfate 30 MG Extended Release Oral Capsule [Avinza]	1
894942	24 HR Morphine Sulfate 45 MG Extended Release Oral Capsule	2
1190284	24 HR Morphine Sulfate 45 MG Extended Release Oral Capsule [Avinza]	1
892349	24 HR Morphine Sulfate 60 MG Extended Release Oral Capsule	2
892351	24 HR Morphine Sulfate 60 MG Extended Release Oral Capsule [Avinza]	1
894970	24 HR Morphine Sulfate 75 MG Extended Release Oral Capsule	2
1086310	24 HR Morphine Sulfate 75 MG Extended Release Oral Capsule [Avinza]	1
892355	24 HR Morphine Sulfate 90 MG Extended Release Oral Capsule	2
892357	24 HR Morphine Sulfate 90 MG Extended Release Oral Capsule [Avinza]	1
1116320	24 HR Naproxen 375 MG Extended Release Oral Tablet	2
1116331	24 HR Naproxen 375 MG Extended Release Oral Tablet [Naprelan]	2
1116339	24 HR Naproxen 500 MG Extended Release Oral Tablet	2
1116341	24 HR Naproxen 500 MG Extended Release Oral Tablet [Naprelan]	2
1116349	24 HR Naproxen 750 MG Extended Release Oral Tablet	2
1116351	24 HR Naproxen 750 MG Extended Release Oral Tablet [Naprelan]	1
1373745	24 HR Nevirapine 100 MG Extended Release Oral Tablet	2
1373747	24 HR Nevirapine 100 MG Extended Release Oral Tablet [Viramune]	1
1095712	24 HR Nevirapine 400 MG Extended Release Oral Tablet	2
1095715	24 HR Nevirapine 400 MG Extended Release Oral Tablet [Viramune]	1
761907	24 HR Niacin 1000 MG / Simvastatin 20 MG Extended Release Oral Tablet	2
763228	24 HR Niacin 1000 MG / Simvastatin 20 MG Extended Release Oral Tablet [Simcor]	1
999935	24 HR Niacin 1000 MG / Simvastatin 40 MG Extended Release Oral Tablet	2
999939	24 HR Niacin 1000 MG / Simvastatin 40 MG Extended Release Oral Tablet [Simcor]	1
1098134	24 HR Niacin 1000 MG Extended Release Oral Tablet	4
1098135	24 HR Niacin 1000 MG Extended Release Oral Tablet [Niaspan]	1
761909	24 HR Niacin 500 MG / Simvastatin 20 MG Extended Release Oral Tablet	2
763232	24 HR Niacin 500 MG / Simvastatin 20 MG Extended Release Oral Tablet [Simcor]	1
999942	24 HR Niacin 500 MG / Simvastatin 40 MG Extended Release Oral Tablet	2
999946	24 HR Niacin 500 MG / Simvastatin 40 MG Extended Release Oral Tablet [Simcor]	1
1098141	24 HR Niacin 500 MG Extended Release Oral Tablet	2
1098142	24 HR Niacin 500 MG Extended Release Oral Tablet [Niaspan]	1
762970	24 HR Niacin 750 MG / Simvastatin 20 MG Extended Release Oral Tablet	2
763236	24 HR Niacin 750 MG / Simvastatin 20 MG Extended Release Oral Tablet [Simcor]	1
1098143	24 HR Niacin 750 MG Extended Release Oral Tablet	2
1098144	24 HR Niacin 750 MG Extended Release Oral Tablet [Niaspan]	1
198031	24 HR Nicotine 0.292 MG/HR Transdermal System	16
207734	24 HR Nicotine 0.292 MG/HR Transdermal System [Habitrol]	1
351433	24 HR Nicotine 0.292 MG/HR Transdermal System [Nicoderm C-Q]	2
419167	24 HR Nicotine 0.312 MG/HR Transdermal System	2
1046847	24 HR Nicotine 0.313 MG/HR Transdermal System	2
1046859	24 HR Nicotine 0.313 MG/HR Transdermal System [Nicotrol]	1
311972	24 HR Nicotine 0.458 MG/HR Transdermal System	8
207710	24 HR Nicotine 0.458 MG/HR Transdermal System [ProStep]	1
198029	24 HR Nicotine 0.583 MG/HR Transdermal System	15
207712	24 HR Nicotine 0.583 MG/HR Transdermal System [Habitrol]	1
351427	24 HR Nicotine 0.583 MG/HR Transdermal System [Nicoderm C-Q]	2
419168	24 HR Nicotine 0.625 MG/HR Transdermal System	2
1046860	24 HR Nicotine 0.625 MG/HR Transdermal System [Nicotrol]	1
198030	24 HR Nicotine 0.875 MG/HR Transdermal System	14
207716	24 HR Nicotine 0.875 MG/HR Transdermal System [Habitrol]	1
351429	24 HR Nicotine 0.875 MG/HR Transdermal System [Nicoderm C-Q]	2
311973	24 HR Nicotine 0.917 MG/HR Transdermal System	8
207718	24 HR Nicotine 0.917 MG/HR Transdermal System [ProStep]	1
1046858	24 HR Nicotine 0.938 MG/HR Transdermal System	2
1046863	24 HR Nicotine 0.938 MG/HR Transdermal System [Nicotrol]	1
198034	24 HR Nifedipine 30 MG Extended Release Oral Tablet	10
672916	24 HR Nifedipine 30 MG Extended Release Oral Tablet [Adalat]	1
672920	24 HR Nifedipine 30 MG Extended Release Oral Tablet [Afeditab CR]	1
880433	24 HR Nifedipine 30 MG Extended Release Oral Tablet [Nifediac]	1
198035	24 HR Nifedipine 60 MG Extended Release Oral Tablet	10
672917	24 HR Nifedipine 60 MG Extended Release Oral Tablet [Adalat]	1
672921	24 HR Nifedipine 60 MG Extended Release Oral Tablet [Afeditab CR]	1
541603	24 HR Nifedipine 60 MG Extended Release Oral Tablet [Nifediac]	1
198036	24 HR Nifedipine 90 MG Extended Release Oral Tablet	7
672918	24 HR Nifedipine 90 MG Extended Release Oral Tablet [Adalat]	1
880437	24 HR Nifedipine 90 MG Extended Release Oral Tablet [Nifediac]	1
311983	24 HR Nisoldipine 10 MG Extended Release Oral Tablet	2
672922	24 HR Nisoldipine 10 MG Extended Release Oral Tablet [Sular]	1
763519	24 HR Nisoldipine 17 MG Extended Release Oral Tablet	2
763521	24 HR Nisoldipine 17 MG Extended Release Oral Tablet [Sular]	1
311984	24 HR Nisoldipine 20 MG Extended Release Oral Tablet	2
597921	24 HR Nisoldipine 20 MG Extended Release Oral Tablet [Sular]	1
763574	24 HR Nisoldipine 25.5 MG Extended Release Oral Tablet	2
763576	24 HR Nisoldipine 25.5 MG Extended Release Oral Tablet [Sular]	1
311985	24 HR Nisoldipine 30 MG Extended Release Oral Tablet	2
597922	24 HR Nisoldipine 30 MG Extended Release Oral Tablet [Sular]	1
763589	24 HR Nisoldipine 34 MG Extended Release Oral Tablet	2
763591	24 HR Nisoldipine 34 MG Extended Release Oral Tablet [Sular]	1
360344	24 HR Nisoldipine 40 MG Extended Release Oral Tablet	2
597923	24 HR Nisoldipine 40 MG Extended Release Oral Tablet [Sular]	1
790489	24 HR Nisoldipine 8.5 MG Extended Release Oral Tablet	2
790840	24 HR Nisoldipine 8.5 MG Extended Release Oral Tablet [Sular]	1
861657	24 HR Nitroglycerin 0.1 MG/HR Transdermal System	4
861659	24 HR Nitroglycerin 0.1 MG/HR Transdermal System [Minitran]	1
899660	24 HR Nitroglycerin 0.1 MG/HR Transdermal System [Nitro-Dur]	1
899670	24 HR Nitroglycerin 0.1 MG/HR Transdermal System [Transderm Nitro]	1
486148	24 HR Nitroglycerin 0.2 MG/HR Transdermal System	9
899509	24 HR Nitroglycerin 0.2 MG/HR Transdermal System [Deponit]	1
861661	24 HR Nitroglycerin 0.2 MG/HR Transdermal System [Minitran]	1
899517	24 HR Nitroglycerin 0.2 MG/HR Transdermal System [Nitrek]	1
899521	24 HR Nitroglycerin 0.2 MG/HR Transdermal System [Nitro-Dur]	1
899529	24 HR Nitroglycerin 0.2 MG/HR Transdermal System [Nitrodisc]	1
899543	24 HR Nitroglycerin 0.2 MG/HR Transdermal System [Transderm Nitro]	1
899688	24 HR Nitroglycerin 0.3 MG/HR Transdermal System	3
899690	24 HR Nitroglycerin 0.3 MG/HR Transdermal System [Nitro-Dur]	1
899700	24 HR Nitroglycerin 0.3 MG/HR Transdermal System [Nitrodisc]	1
486152	24 HR Nitroglycerin 0.4 MG/HR Transdermal System	9
899575	24 HR Nitroglycerin 0.4 MG/HR Transdermal System [Deponit]	1
861663	24 HR Nitroglycerin 0.4 MG/HR Transdermal System [Minitran]	1
899586	24 HR Nitroglycerin 0.4 MG/HR Transdermal System [Nitrek]	1
899607	24 HR Nitroglycerin 0.4 MG/HR Transdermal System [Nitro-Dur]	1
899610	24 HR Nitroglycerin 0.4 MG/HR Transdermal System [Nitrodisc]	1
899624	24 HR Nitroglycerin 0.4 MG/HR Transdermal System [Transderm Nitro]	1
486146	24 HR Nitroglycerin 0.6 MG/HR Transdermal System	7
545278	24 HR Nitroglycerin 0.6 MG/HR Transdermal System [Minitran]	1
899628	24 HR Nitroglycerin 0.6 MG/HR Transdermal System [Nitrek]	1
899642	24 HR Nitroglycerin 0.6 MG/HR Transdermal System [Nitro-Dur]	1
899644	24 HR Nitroglycerin 0.6 MG/HR Transdermal System [Transderm Nitro]	1
899703	24 HR Nitroglycerin 0.8 MG/HR Transdermal System	3
899705	24 HR Nitroglycerin 0.8 MG/HR Transdermal System [Nitro-Dur]	1
899708	24 HR Nitroglycerin 0.8 MG/HR Transdermal System [Transderm Nitro]	1
1365653	24 HR oxcarbazepine 150 MG Extended Release Oral Tablet	2
1365660	24 HR oxcarbazepine 150 MG Extended Release Oral Tablet [Oxtellar]	1
1365842	24 HR oxcarbazepine 300 MG Extended Release Oral Tablet	2
1365847	24 HR oxcarbazepine 300 MG Extended Release Oral Tablet [Oxtellar]	1
1365844	24 HR oxcarbazepine 600 MG Extended Release Oral Tablet	2
1365850	24 HR oxcarbazepine 600 MG Extended Release Oral Tablet [Oxtellar]	1
863619	24 HR Oxybutynin chloride 10 MG Extended Release Oral Tablet	2
863622	24 HR Oxybutynin chloride 10 MG Extended Release Oral Tablet [Ditropan]	1
863628	24 HR Oxybutynin chloride 15 MG Extended Release Oral Tablet	2
863630	24 HR Oxybutynin chloride 15 MG Extended Release Oral Tablet [Ditropan]	1
863636	24 HR Oxybutynin chloride 5 MG Extended Release Oral Tablet	2
863638	24 HR Oxybutynin chloride 5 MG Extended Release Oral Tablet [Ditropan]	1
866103	24 HR paliperidone 1.5 MG Extended Release Oral Tablet	2
866105	24 HR paliperidone 1.5 MG Extended Release Oral Tablet [Invega]	1
672567	24 HR paliperidone 3 MG Extended Release Oral Tablet	2
686441	24 HR paliperidone 3 MG Extended Release Oral Tablet [Invega]	1
672569	24 HR paliperidone 6 MG Extended Release Oral Tablet	2
686443	24 HR paliperidone 6 MG Extended Release Oral Tablet [Invega]	1
672571	24 HR paliperidone 9 MG Extended Release Oral Tablet	2
686445	24 HR paliperidone 9 MG Extended Release Oral Tablet [Invega]	1
1738803	24 HR Paroxetine Hydrochloride 12.5 MG Extended Release Oral Tablet	2
1738804	24 HR Paroxetine Hydrochloride 12.5 MG Extended Release Oral Tablet [Paxil]	1
1738805	24 HR Paroxetine Hydrochloride 25 MG Extended Release Oral Tablet	2
1738806	24 HR Paroxetine Hydrochloride 25 MG Extended Release Oral Tablet [Paxil]	1
1738807	24 HR Paroxetine Hydrochloride 37.5 MG Extended Release Oral Tablet	2
1738808	24 HR Paroxetine Hydrochloride 37.5 MG Extended Release Oral Tablet [Paxil]	1
979543	24 HR phendimetrazine tartrate 105 MG Extended Release Oral Capsule	8
994057	24 HR phendimetrazine tartrate 105 MG Extended Release Oral Capsule [Adipost]	1
979545	24 HR phendimetrazine tartrate 105 MG Extended Release Oral Capsule [Bontril]	2
994071	24 HR phendimetrazine tartrate 105 MG Extended Release Oral Capsule [Melfiat]	1
994082	24 HR phendimetrazine tartrate 105 MG Extended Release Oral Capsule [Prelu-2]	1
1313059	24 HR Phentermine 11.25 MG / topiramate 69 MG Extended Release Oral Capsule	2
1313061	24 HR Phentermine 11.25 MG / topiramate 69 MG Extended Release Oral Capsule [Qsymia]	1
1302850	24 HR Phentermine 15 MG / topiramate 92 MG Extended Release Oral Capsule	2
1302856	24 HR Phentermine 15 MG / topiramate 92 MG Extended Release Oral Capsule [Qsymia]	1
1302839	24 HR Phentermine 3.75 MG / topiramate 23 MG Extended Release Oral Capsule	2
1302845	24 HR Phentermine 3.75 MG / topiramate 23 MG Extended Release Oral Capsule [Qsymia]	1
1302827	24 HR Phentermine 7.5 MG / topiramate 46 MG Extended Release Oral Capsule	2
1302833	24 HR Phentermine 7.5 MG / topiramate 46 MG Extended Release Oral Capsule [Qsymia]	1
901541	24 HR Pramipexole dihydrochloride 0.375 MG Extended Release Oral Tablet	2
901543	24 HR Pramipexole dihydrochloride 0.375 MG Extended Release Oral Tablet [Mirapex]	1
901546	24 HR Pramipexole dihydrochloride 0.75 MG Extended Release Oral Tablet	2
901547	24 HR Pramipexole dihydrochloride 0.75 MG Extended Release Oral Tablet [Mirapex]	1
901550	24 HR Pramipexole dihydrochloride 1.5 MG Extended Release Oral Tablet	2
901551	24 HR Pramipexole dihydrochloride 1.5 MG Extended Release Oral Tablet [Mirapex]	1
1114479	24 HR Pramipexole dihydrochloride 2.25 MG Extended Release Oral Tablet	2
1114481	24 HR Pramipexole dihydrochloride 2.25 MG Extended Release Oral Tablet [Mirapex]	1
901555	24 HR Pramipexole dihydrochloride 3 MG Extended Release Oral Tablet	2
901557	24 HR Pramipexole dihydrochloride 3 MG Extended Release Oral Tablet [Mirapex]	1
1114485	24 HR Pramipexole dihydrochloride 3.75 MG Extended Release Oral Tablet	2
1114487	24 HR Pramipexole dihydrochloride 3.75 MG Extended Release Oral Tablet [Mirapex]	1
901534	24 HR Pramipexole dihydrochloride 4.5 MG Extended Release Oral Tablet	2
901537	24 HR Pramipexole dihydrochloride 4.5 MG Extended Release Oral Tablet [Mirapex]	1
856460	24 HR Propranolol Hydrochloride 120 MG Extended Release Oral Capsule	8
856462	24 HR Propranolol Hydrochloride 120 MG Extended Release Oral Capsule [Inderal]	3
856471	24 HR Propranolol Hydrochloride 120 MG Extended Release Oral Capsule [InnoPran]	1
856481	24 HR Propranolol Hydrochloride 160 MG Extended Release Oral Capsule	5
856483	24 HR Propranolol Hydrochloride 160 MG Extended Release Oral Capsule [Inderal]	1
856535	24 HR Propranolol Hydrochloride 60 MG Extended Release Oral Capsule	6
856537	24 HR Propranolol Hydrochloride 60 MG Extended Release Oral Capsule [Inderal]	1
856569	24 HR Propranolol Hydrochloride 80 MG Extended Release Oral Capsule	9
856571	24 HR Propranolol Hydrochloride 80 MG Extended Release Oral Capsule [Inderal]	2
856576	24 HR Propranolol Hydrochloride 80 MG Extended Release Oral Capsule [InnoPran]	1
1049670	24 HR Pseudoephedrine Hydrochloride 240 MG Extended Release Oral Tablet	3
1243495	24 HR Pseudoephedrine Hydrochloride 240 MG Extended Release Oral Tablet [Efidac]	1
1049672	24 HR Pseudoephedrine Hydrochloride 240 MG Extended Release Oral Tablet [Sudafed]	1
895670	24 HR quetiapine 150 MG Extended Release Oral Tablet	2
895671	24 HR quetiapine 150 MG Extended Release Oral Tablet [Seroquel]	1
721791	24 HR quetiapine 200 MG Extended Release Oral Tablet	2
721793	24 HR quetiapine 200 MG Extended Release Oral Tablet [Seroquel]	1
721794	24 HR quetiapine 300 MG Extended Release Oral Tablet	2
721795	24 HR quetiapine 300 MG Extended Release Oral Tablet [Seroquel]	1
721796	24 HR quetiapine 400 MG Extended Release Oral Tablet	2
721797	24 HR quetiapine 400 MG Extended Release Oral Tablet [Seroquel]	1
853201	24 HR quetiapine 50 MG Extended Release Oral Tablet	2
853202	24 HR quetiapine 50 MG Extended Release Oral Tablet [Seroquel]	1
725021	24 HR rivastigmine 0.192 MG/HR Transdermal System	2
751302	24 HR rivastigmine 0.192 MG/HR Transdermal System [Exelon]	1
725023	24 HR rivastigmine 0.396 MG/HR Transdermal System	2
725105	24 HR rivastigmine 0.396 MG/HR Transdermal System [Exelon]	1
1308569	24 HR rivastigmine 0.554 MG/HR Transdermal System	2
1308571	24 HR rivastigmine 0.554 MG/HR Transdermal System [Exelon]	1
824959	24 HR ropinirole 12 MG Extended Release Oral Tablet	2
824961	24 HR ropinirole 12 MG Extended Release Oral Tablet [Requip]	1
799055	24 HR ropinirole 2 MG Extended Release Oral Tablet	2
799832	24 HR ropinirole 2 MG Extended Release Oral Tablet [Requip]	1
799056	24 HR ropinirole 4 MG Extended Release Oral Tablet	2
800497	24 HR ropinirole 4 MG Extended Release Oral Tablet [Requip]	1
848582	24 HR ropinirole 6 MG Extended Release Oral Tablet	2
848584	24 HR ropinirole 6 MG Extended Release Oral Tablet [Requip]	1
799054	24 HR ropinirole 8 MG Extended Release Oral Tablet	2
800499	24 HR ropinirole 8 MG Extended Release Oral Tablet [Requip]	1
1251912	24 HR Rotigotine 0.0417 MG/HR Transdermal System	2
1251914	24 HR Rotigotine 0.0417 MG/HR Transdermal System [Neupro]	1
722253	24 HR Rotigotine 0.0833 MG/HR Transdermal System	2
722256	24 HR Rotigotine 0.0833 MG/HR Transdermal System [Neupro]	1
1251916	24 HR Rotigotine 0.125 MG/HR Transdermal System	2
1251918	24 HR Rotigotine 0.125 MG/HR Transdermal System [Neupro]	1
722295	24 HR Rotigotine 0.167 MG/HR Transdermal System	2
724142	24 HR Rotigotine 0.167 MG/HR Transdermal System [Neupro]	1
722279	24 HR Rotigotine 0.25 MG/HR Transdermal System	2
724156	24 HR Rotigotine 0.25 MG/HR Transdermal System [Neupro]	1
1251920	24 HR Rotigotine 0.333 MG/HR Transdermal System	2
1251922	24 HR Rotigotine 0.333 MG/HR Transdermal System [Neupro]	1
865206	24 HR Selegiline 0.25 MG/HR Transdermal System	2
865208	24 HR Selegiline 0.25 MG/HR Transdermal System [Emsam]	1
865210	24 HR Selegiline 0.375 MG/HR Transdermal System	2
865212	24 HR Selegiline 0.375 MG/HR Transdermal System [Emsam]	1
865214	24 HR Selegiline 0.5 MG/HR Transdermal System	2
865216	24 HR Selegiline 0.5 MG/HR Transdermal System [Emsam]	1
1431971	24 HR Tacrolimus 0.5 MG Extended Release Oral Capsule	2
1431977	24 HR Tacrolimus 0.5 MG Extended Release Oral Capsule [Astagraf]	1
1664456	24 HR Tacrolimus 0.75 MG Extended Release Oral Tablet	2
1664458	24 HR Tacrolimus 0.75 MG Extended Release Oral Tablet [Envarsus]	1
1431980	24 HR Tacrolimus 1 MG Extended Release Oral Capsule	2
1431982	24 HR Tacrolimus 1 MG Extended Release Oral Capsule [Astagraf]	1
1664461	24 HR Tacrolimus 1 MG Extended Release Oral Tablet	2
1664463	24 HR Tacrolimus 1 MG Extended Release Oral Tablet [Envarsus]	1
1664434	24 HR Tacrolimus 4 MG Extended Release Oral Tablet	2
1664440	24 HR Tacrolimus 4 MG Extended Release Oral Tablet [Envarsus]	1
1431985	24 HR Tacrolimus 5 MG Extended Release Oral Capsule	2
1431987	24 HR Tacrolimus 5 MG Extended Release Oral Capsule [Astagraf]	1
1190953	24 HR Testosterone 0.0833 MG/HR Transdermal System	2
1190955	24 HR Testosterone 0.0833 MG/HR Transdermal System [Androderm]	1
199116	24 HR Testosterone 0.104 MG/HR Transdermal System	2
261192	24 HR Testosterone 0.104 MG/HR Transdermal System [Androderm]	1
313233	24 HR Testosterone 0.167 MG/HR Transdermal System	3
1190957	24 HR Testosterone 0.167 MG/HR Transdermal System [Androderm]	1
261191	24 HR Testosterone 0.167 MG/HR Transdermal System [Testoderm]	1
313234	24 HR Testosterone 0.208 MG/HR Transdermal System	3
261193	24 HR Testosterone 0.208 MG/HR Transdermal System [Androderm]	1
261194	24 HR Testosterone 0.208 MG/HR Transdermal System [Testoderm]	1
313235	24 HR Testosterone 0.25 MG/HR Transdermal System	2
262072	24 HR Testosterone 0.25 MG/HR Transdermal System [Testoderm]	1
1741046	24 HR tofacitinib 11 MG Extended Release Oral Tablet	2
1741049	24 HR tofacitinib 11 MG Extended Release Oral Tablet [Xeljanz]	1
855182	24 HR tolterodine tartrate 2 MG Extended Release Oral Capsule	2
855184	24 HR tolterodine tartrate 2 MG Extended Release Oral Capsule [Detrol]	1
855189	24 HR tolterodine tartrate 4 MG Extended Release Oral Capsule	2
855191	24 HR tolterodine tartrate 4 MG Extended Release Oral Capsule [Detrol]	1
1437283	24 HR topiramate 100 MG Extended Release Oral Capsule	4
1437285	24 HR topiramate 100 MG Extended Release Oral Capsule [Trokendi]	1
1437288	24 HR topiramate 200 MG Extended Release Oral Capsule	4
1437290	24 HR topiramate 200 MG Extended Release Oral Capsule [Trokendi]	1
1437278	24 HR topiramate 25 MG Extended Release Oral Capsule	4
1437280	24 HR topiramate 25 MG Extended Release Oral Capsule [Trokendi]	1
1436239	24 HR topiramate 50 MG Extended Release Oral Capsule	4
1436245	24 HR topiramate 50 MG Extended Release Oral Capsule [Trokendi]	1
1148478	24 HR tramadol hydrochloride 100 MG Extended Release Oral Capsule	2
1148482	24 HR tramadol hydrochloride 100 MG Extended Release Oral Capsule [ConZip]	1
833709	24 HR tramadol hydrochloride 100 MG Extended Release Oral Tablet	2
833710	24 HR tramadol hydrochloride 100 MG Extended Release Oral Tablet [Ryzolt]	1
845314	24 HR tramadol hydrochloride 100 MG Extended Release Oral Tablet [Ultram]	1
1248115	24 HR tramadol hydrochloride 150 MG Extended Release Oral Capsule	1
1148485	24 HR tramadol hydrochloride 200 MG Extended Release Oral Capsule	2
1148487	24 HR tramadol hydrochloride 200 MG Extended Release Oral Capsule [ConZip]	1
833711	24 HR tramadol hydrochloride 200 MG Extended Release Oral Tablet	2
833712	24 HR tramadol hydrochloride 200 MG Extended Release Oral Tablet [Ryzolt]	1
845315	24 HR tramadol hydrochloride 200 MG Extended Release Oral Tablet [Ultram]	1
1148489	24 HR tramadol hydrochloride 300 MG Extended Release Oral Capsule	2
1148491	24 HR tramadol hydrochloride 300 MG Extended Release Oral Capsule [ConZip]	1
833713	24 HR tramadol hydrochloride 300 MG Extended Release Oral Tablet	2
833714	24 HR tramadol hydrochloride 300 MG Extended Release Oral Tablet [Ryzolt]	1
845316	24 HR tramadol hydrochloride 300 MG Extended Release Oral Tablet [Ultram]	1
897781	24 HR trandolapril 1 MG / Verapamil hydrochloride 240 MG Extended Release Oral Tablet	2
897782	24 HR trandolapril 1 MG / Verapamil hydrochloride 240 MG Extended Release Oral Tablet [Tarka]	1
897783	24 HR trandolapril 2 MG / Verapamil hydrochloride 180 MG Extended Release Oral Tablet	2
897785	24 HR trandolapril 2 MG / Verapamil hydrochloride 180 MG Extended Release Oral Tablet [Tarka]	1
897844	24 HR trandolapril 2 MG / Verapamil hydrochloride 240 MG Extended Release Oral Tablet	2
897846	24 HR trandolapril 2 MG / Verapamil hydrochloride 240 MG Extended Release Oral Tablet [Tarka]	1
897853	24 HR trandolapril 4 MG / Verapamil hydrochloride 240 MG Extended Release Oral Tablet	2
897855	24 HR trandolapril 4 MG / Verapamil hydrochloride 240 MG Extended Release Oral Tablet [Tarka]	1
898697	24 HR Trazodone Hydrochloride 150 MG Extended Release Oral Tablet	2
