RXN_CD	RXN_NM	cnt
1597075	60 ACTUAT Testosterone 20.25 MG/ACTUAT Topical Gel [Androgel]	1
801966	4 ML Diazepam 5 MG/ML Rectal Gel	3
1731520	4 ML Morphine Sulfate 25 MG/ML Injection	1
1599949	60 ACTUAT Testosterone 30 MG/ACTUAT Topical Solution	2
1873994	{63 (ribociclib 200 MG Oral Tablet) } Pack	1
1657190	4 ML nivolumab 10 MG/ML Injection	1
1148399	8 HR Acetaminophen 650 MG Extended Release Oral Tablet	28
1599948	60 ACTUAT Testosterone 30 MG/ACTUAT Topical Solution [Axiron]	1
1657976	4 ML tocilizumab 20 MG/ML Injection [Actemra]	1
618977	4-Aminobenzoate 500 MG Oral Capsule	2
1600914	8 HR Carbidopa 48.75 MG / Levodopa 195 MG Extended Release Oral Capsule	2
707252	4-Way Saline	1
1600916	8 HR Carbidopa 61.25 MG / Levodopa 245 MG Extended Release Oral Capsule	1
1812170	40 ML Dobutamine 12.5 MG/ML Injection	2
1552002	60 ACTUAT tiotropium 0.0025 MG/ACTUAT Metered Dose Inhaler	2
1091145	8 HR Methylphenidate Hydrochloride 10 MG Extended Release Oral Tablet	3
1806210	40/60 Release 24 HR Methylphenidate Hydrochloride 40 MG Extended Release Oral Capsule	2
1091495	8 HR Methylphenidate Hydrochloride 20 MG Extended Release Oral Tablet [Methylin]	1
790278	7 ACTUAT mometasone furoate 0.11 MG/ACTUAT Dry Powder Inhaler	3
1806204	40/60 Release 24 HR Methylphenidate Hydrochloride 50 MG Extended Release Oral Capsule	1
245135	72 HR Fentanyl 0.05 MG/HR Transdermal System	2
248478	84 HR Estradiol 0.00104 MG/HR Transdermal System	3
966812	400 ACTUAT Pirbuterol acetate 0.2 MG/ACTUAT Metered Dose Inhaler [Maxair]	1
727974	75 ML Iopamidol 760 MG/ML Prefilled Syringe	1
1243439	8 HR Acetaminophen 650 MG Extended Release Oral Tablet [Mapap]	1
1251501	84 HR Estradiol 0.00208 MG/HR / norethindrone acetate 0.0104 MG/HR Transdermal System [Combipatch]	1
1809524	400 ML Immunoglobulin G, Human 100 MG/ML Injection	3
1600776	8 HR Carbidopa 36.25 MG / Levodopa 145 MG Extended Release Oral Capsule [Rytary]	1
310175	84 HR Estradiol 0.00208 MG/HR Transdermal System [Estraderm]	1
1356997	84 HR Estradiol 0.00208 MG/HR Transdermal System [Minivelle]	1
1484080	5 ACTUAT Follitropin Alfa 75 UNT/ACTUAT Prefilled Syringe	3
241162	5 ML abciximab 2 MG/ML Injection	1
1149632	84 HR Estradiol 0.00313 MG/HR Transdermal System	4
1091225	8 HR Methylphenidate Hydrochloride 20 MG Extended Release Oral Tablet	5
753436	9 HR Methylphenidate 1.11 MG/HR Transdermal System	2
968807	5 ML Cytarabine liposome 10 MG/ML Injection	1
753437	9 HR Methylphenidate 1.11 MG/HR Transdermal System [Daytrana]	1
1791229	5 ML Diltiazem Hydrochloride 5 MG/ML Injection	1
753438	9 HR Methylphenidate 1.67 MG/HR Transdermal System	2
1091226	8 HR Methylphenidate Hydrochloride 20 MG Extended Release Oral Tablet [Ritalin]	1
1867998	5 ML Epinephrine 0.005 MG/ML / Lidocaine Hydrochloride 15 MG/ML Injection	2
753440	9 HR Methylphenidate 2.22 MG/HR Transdermal System	2
1869281	5 ML Ethanol 0.98 ML/ML Injection	3
753442	9 HR Methylphenidate 2.22 MG/HR Transdermal System [Daytrana]	1
759742	{7 (Desogestrel 0.1 MG / Ethinyl Estradiol 0.025 MG Oral Tablet) / 7 (Desogestrel 0.125 MG / Ethinyl Estradiol 0.025 MG Oral Tablet) / 7 (Desogestrel 0.15 MG / Ethinyl Estradiol 0.025 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack	5
1735007	5 ML Fentanyl 0.05 MG/ML Injection	3
848331	90 DAY Estradiol 0.00208 MG/HR Vaginal Ring	2
1735060	5 ML Fentanyl 0.05 MG/ML Injection [Sublimaze]	1
745682	80 ACTUAT Albuterol 0.09 MG/ACTUAT Metered Dose Inhaler	8
848343	90 DAY Estradiol 0.00417 MG/HR Vaginal Ring [Femring]	1
727557	5 ML Fluphenazine 25 MG/ML Prefilled Syringe	2
1658174	5 ML hepatitis B immune globulin 220 UNT/ML Injection	2
214911	A/B Otic	1
1667915	5 ML Isoproterenol Hydrochloride 0.2 MG/ML Injection	2
214913	A/T/S	2
966814	80 ACTUAT Pirbuterol acetate 0.2 MG/ACTUAT Metered Dose Inhaler	2
1667916	5 ML Isoproterenol Hydrochloride 0.2 MG/ML Injection [Isuprel]	1
1546888	abacavir 600 MG / dolutegravir 50 MG / Lamivudine 300 MG Oral Tablet	2
1012068	5 ML Lidocaine Hydrochloride 20 MG/ML Prefilled Syringe	1
829764	5 ML Magnesium Sulfate 4 MEQ/ML Prefilled Syringe	1
1546894	abacavir 600 MG / dolutegravir 50 MG / Lamivudine 300 MG Oral Tablet [Triumeq]	1
866510	5 ML Metoprolol Tartrate 1 MG/ML Injection [Lopressor]	1
242891	84 HR Estradiol 0.00208 MG/HR Transdermal System	6
1666800	5 ML Midazolam 1 MG/ML Injection	1
602393	abacavir 600 MG / Lamivudine 300 MG Oral Tablet	2
310176	84 HR Estradiol 0.00208 MG/HR Transdermal System [Vivelle]	2
1728055	5 ML palonosetron 0.05 MG/ML Injection	2
616015	abatacept 250 MG Injection	2
1149634	84 HR Estradiol 0.00313 MG/HR Transdermal System [Vivelle]	1
83929	abciximab	1
1661432	5 ML Sodium Chloride 9 MG/ML Cartridge	3
242892	84 HR Estradiol 0.00417 MG/HR Transdermal System	6
848328	90 DAY Estradiol 0.000313 MG/HR Vaginal Ring	2
352393	Abilify	10
848333	90 DAY Estradiol 0.00208 MG/HR Vaginal Ring [Femring]	1
727822	5 ML Sodium Chloride 9 MG/ML Prefilled Syringe	9
1918042	abiraterone acetate 500 MG Oral Tablet	2
1117240	A+D Diaper Rash	1
1918044	abiraterone acetate 500 MG Oral Tablet [Zytiga]	1
242761	5 ML Sodium ferric gluconate complex 12.5 MG/ML Injection	3
605082	A.E.R. Witch Hazel	1
261123	5 ML Sodium ferric gluconate complex 12.5 MG/ML Injection [Ferrlecit]	1
1789950	abobotulinumtoxinA 500 UNT Injection	1
1872443	5 ML Sodium Phosphate, Dibasic 142 MG/ML / Sodium Phosphate, Monobasic 276 MG/ML Injection	1
1809083	5 ML Sulfamethoxazole 80 MG/ML / Trimethoprim 16 MG/ML Injection	1
214953	Absorbine Jr.	1
614534	abacavir / Lamivudine	2
1871434	Abuse-Deterrent 12 HR Morphine Sulfate 15 MG Extended Release Oral Tablet	2
1871441	Abuse-Deterrent 12 HR Morphine Sulfate 30 MG Extended Release Oral Tablet	2
1791558	Abuse-Deterrent 12 HR Oxycodone 13.5 MG Extended Release Oral Capsule	2
1099650	5 ML Valproic Acid 100 MG/ML Injection [Depacon]	1
1791560	Abuse-Deterrent 12 HR Oxycodone 13.5 MG Extended Release Oral Capsule [Xtampza]	1
237512	5 ML Zinc Sulfate 5 MG/ML Injection	1
1791580	Abuse-Deterrent 12 HR Oxycodone 36 MG Extended Release Oral Capsule	1
1049545	Abuse-Deterrent 12 HR Oxycodone Hydrochloride 15 MG Extended Release Oral Tablet [Oxycontin]	2
242680	abacavir 20 MG/ML Oral Solution	2
749761	{7 (Ethinyl Estradiol 0.01 MG Oral Tablet) / 84 (Ethinyl Estradiol 0.03 MG / Levonorgestrel 0.15 MG Oral Tablet) } Pack	7
410503	5-Hydroxytryptophan 100 MG Oral Capsule	2
307650	abacavir 300 MG / Lamivudine 150 MG / Zidovudine 300 MG Oral Tablet	2
1860127	Abuse-Deterrent 12 HR Oxycodone Hydrochloride 60 MG Extended Release Oral Tablet	2
1741375	50 ML Albumin Human, USP 250 MG/ML Injection	2
749762	{7 (Ethinyl Estradiol 0.01 MG Oral Tablet) / 84 (Ethinyl Estradiol 0.03 MG / Levonorgestrel 0.15 MG Oral Tablet) } Pack [Seasonique]	1
602395	abacavir 600 MG / Lamivudine 300 MG Oral Tablet [Epzicom]	1
1741403	50 ML Albumin Human, USP 50 MG/ML Injection	1
1668248	50 ML Calcium Gluconate 100 MG/ML Injection	1
1860148	Abuse-Deterrent 12 HR Oxycodone Hydrochloride 80 MG Extended Release Oral Tablet	2
1921069	abaloparatide	2
309339	50 ML Clindamycin 6 MG/ML Injection	1
1049601	Abuse-Deterrent 12 HR Oxycodone Hydrochloride 80 MG Extended Release Oral Tablet [Oxycontin]	2
1928570	50 ML Dibasic potassium phosphate 236 MG/ML / Monobasic potassium phosphate 224 MG/ML Injection	2
1595730	Abuse-Deterrent 24 HR Hydrocodone Bitartrate 20 MG Extended Release Oral Tablet	2
614391	abatacept	6
199739	50 ML Famotidine 0.4 MG/ML Injection	2
863849	Abuse-Deterrent Morphine Sulfate 20 MG / Naltrexone hydrochloride 0.8 MG Extended Release Oral Capsule [Embeda]	1
197736	50 ML Gentamicin 2 MG/ML Injection	2
1795514	50 ML Glucose 500 MG/ML Injection	1
863851	Abuse-Deterrent Morphine Sulfate 30 MG / Naltrexone hydrochloride 1.2 MG Extended Release Oral Capsule [Embeda]	1
616018	abatacept 250 MG Injection [Orencia]	1
1809521	50 ML Immunoglobulin G, Human 100 MG/ML Injection [Privigen]	1
863856	Abuse-Deterrent Morphine Sulfate 80 MG / Naltrexone hydrochloride 3.2 MG Extended Release Oral Capsule	1
1100072	abiraterone	4
1665504	50 ML Levofloxacin 5 MG/ML Injection [Levaquin]	3
848932	Acai Berry Extract 500 MG Oral Capsule	2
1100071	abiraterone acetate	2
1737343	50 ML Lidocaine Hydrochloride 5 MG/ML Injection	1
835728	Acamprosate calcium 333 MG Delayed Release Oral Tablet [Campral]	1
1791567	Abuse-Deterrent 12 HR Oxycodone 18 MG Extended Release Oral Capsule	1
810005	Acanya	1
209248	Acarbose 100 MG Oral Tablet [Precose]	1
1791574	Abuse-Deterrent 12 HR Oxycodone 27 MG Extended Release Oral Capsule	1
202795	Accutane	3
1007584	acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated	4
1049565	Abuse-Deterrent 12 HR Oxycodone Hydrochloride 20 MG Extended Release Oral Tablet [Oxycontin]	2
829971	acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injectable Suspension	1
829734	50 ML Magnesium Sulfate 80 MG/ML Injection	1
1595740	Abuse-Deterrent 24 HR Hydrocodone Bitartrate 30 MG Extended Release Oral Tablet	2
1791861	50 ML Milrinone Lactate 1 MG/ML Injection	2
1595742	Abuse-Deterrent 24 HR Hydrocodone Bitartrate 30 MG Extended Release Oral Tablet [Hysingla]	1
312128	50 ML Oxacillin 20 MG/ML Injection	1
1305757	{7 (Ethinyl Estradiol 0.025 MG / norgestimate 0.18 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.025 MG / norgestimate 0.215 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.025 MG / norgestimate 0.25 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Tri-Lo-Marzia 28-Day]	1
240637	50 ML Oxacillin 40 MG/ML Injection	1
1595748	Abuse-Deterrent 24 HR Hydrocodone Bitartrate 40 MG Extended Release Oral Tablet [Hysingla]	1
214178	Acetaminophen / butalbital	15
1860466	50 ML Potassium Chloride 0.4 MEQ/ML Injection	2
863850	Abuse-Deterrent Morphine Sulfate 30 MG / Naltrexone hydrochloride 1.2 MG Extended Release Oral Capsule	2
689569	Acetaminophen / Caffeine / dihydrocodeine	2
848929	Acai Berry Extract	1
689572	Acetaminophen / Caffeine / isometheptene	5
792582	50 ML Sodium Bicarbonate 84 MG/ML Prefilled Syringe	1
152761	Acamprosate calcium	1
817911	Acetaminophen / Caffeine / Phenylephrine	1
352394	Accuneb	2
1091143	50/50 Release 24 HR Methylphenidate Hydrochloride 10 MG Extended Release Oral Capsule [Ritalin]	1
998691	Acebutolol Hydrochloride 200 MG Oral Capsule [Sectral]	1
1091182	50/50 Release 24 HR Methylphenidate Hydrochloride 30 MG Extended Release Oral Capsule [Ritalin]	1
856467	{7 (Ethinyl Estradiol 0.025 MG / norgestimate 0.18 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.025 MG / norgestimate 0.215 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.025 MG / norgestimate 0.25 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Tri-Lo-Sprintec 28 Day]	1
1806185	50/50 Release 24 HR Methylphenidate Hydrochloride 60 MG Extended Release Oral Capsule	1
1008933	acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated	2
689582	Acetaminophen / Chlorpheniramine / Dextromethorphan / Pseudoephedrine	7
244250	500 ML Dextran 40 100 MG/ML Injection	2
1007545	acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / Hepatitis B Surface Antigen Vaccine / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated	1
237649	500 ML Glucose 200 MG/ML Injection	1
1007290	acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated	1
1795252	500 ML Glucose 50 MG/ML / Sodium Chloride 4.5 MG/ML Injection	2
1008252	Acetaminophen / Dextromethorphan / Diphenhydramine	2
1359438	acellular pertussis vaccine, inactivated 0.936 MG/ML / diphtheria toxoid vaccine, inactivated 13.4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injectable Suspension	1
466524	Acetaminophen / Dextromethorphan / Doxylamine / Pseudoephedrine	5
214960	Aceta-Gesic	1
1795344	500 ML Glucose 50 MG/ML / Sodium Chloride 9 MG/ML Injection	2
687078	Acetaminophen / Aspirin	2
749852	{7 (Ethinyl Estradiol 0.035 MG / Norethindrone 0.5 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.035 MG / Norethindrone 0.75 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.035 MG / Norethindrone 1 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack	10
1737744	500 ML Lidocaine Hydrochloride 4 MG/ML Injection	1
1658254	500 ML Magnesium Sulfate 20 MG/ML Injection	1
705259	Acetaminophen / Dextromethorphan / Phenylephrine	23
1868497	500 ML Nitroglycerin 0.4 MG/ML Injection	1
1729445	500 ML plasma protein fraction 50 MG/ML Injection	1
689786	Acetaminophen / Diphenhydramine / Pseudoephedrine	3
1807551	500 ML Sodium Chloride 4.5 MG/ML Injection	1
1807634	500 ML Sodium Chloride 9 MG/ML Injection	1
1799724	500 ML Soybean Oil 200 MG/ML Injection	2
1597130	5000 MG Testosterone 0.01 MG/MG Topical Gel [Androgel]	1
1047041	{7 (Ethinyl Estradiol 0.035 MG / Norethindrone 0.5 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.035 MG / Norethindrone 0.75 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.035 MG / Norethindrone 1 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Cyclafem 7/7/7 28 Day]	1
1597132	5000 MG Testosterone 0.01 MG/MG Topical Gel [Testim]	1
886618	6 ACTUAT Interferon Alfa-2b 10000000 UNT/ACTUAT Prefilled Syringe	2
1737581	6 ML Clindamycin 150 MG/ML Injection	2
749853	{7 (Ethinyl Estradiol 0.035 MG / Norethindrone 0.5 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.035 MG / Norethindrone 0.75 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.035 MG / Norethindrone 1 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Ortho-Novum 7/7/7 28 Day]	1
466584	Acetaminophen / Aspirin / Caffeine	21
1366636	6 ML heparin sodium, porcine 10 UNT/ML Prefilled Syringe	4
1424214	6 ML RADIUM CHLORIDE RA-223 30 MCI/ML Injection	1
214182	Acetaminophen / Hydrocodone	67
108038	Acetaminophen / Caffeine	6
476271	6-Aminocaproic Acid 1000 MG Oral Tablet	2
540540	6-Aminocaproic Acid 1000 MG Oral Tablet [Amicar]	1
214184	Acetaminophen / pamabrom	4
582299	6-Aminocaproic Acid 250 MG/ML Oral Solution	4
214156	Acetaminophen / pamabrom / Pyrilamine	3
211465	6-Aminocaproic Acid 500 MG Oral Tablet [Amicar]	1
1245718	Acetaminophen 100 MG/ML / Dextromethorphan Hydrobromide 3.13 MG/ML / Pseudoephedrine Hydrochloride 9.38 MG/ML Oral Suspension	1
689580	Acetaminophen / Chlorpheniramine / Dextromethorphan / Phenylephrine	14
817579	Acetaminophen / Codeine	16
1246314	60 ACTUAT Budesonide 0.08 MG/ACTUAT / formoterol fumarate 0.0045 MG/ACTUAT Metered Dose Inhaler	2
241887	Acetaminophen 100 MG/ML / Pseudoephedrine 9.375 MG/ML Oral Solution	1
799040	60 ACTUAT ciclesonide 0.08 MG/ACTUAT Metered Dose Inhaler [Alvesco]	1
689778	Acetaminophen / Dextromethorphan / Guaifenesin / Pseudoephedrine	5
847915	60 ACTUAT exenatide 0.005 MG/ACTUAT Pen Injector	2
847910	60 ACTUAT exenatide 0.01 MG/ACTUAT Pen Injector	2
1245275	60 ACTUAT flunisolide 0.08 MG/ACTUAT Metered Dose Inhaler [Aerospan]	1
896235	60 ACTUAT Fluticasone propionate 0.045 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler [Advair]	1
243675	Acetaminophen 100 MG/ML Oral Suspension	12
209352	Acetaminophen 120 MG Rectal Suppository [Acephen]	1
896018	60 ACTUAT Fluticasone propionate 0.05 MG/ACTUAT Dry Powder Inhaler	2
608681	Acetaminophen 160 MG Disintegrating Oral Tablet [Tylenol]	1
896185	60 ACTUAT Fluticasone propionate 0.1 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Advair]	1
209532	Acetaminophen 160 MG Oral Capsule [Feverall]	1
282464	Acetaminophen 160 MG Oral Tablet	1
896021	60 ACTUAT Fluticasone propionate 0.1 MG/ACTUAT Dry Powder Inhaler	3
1233568	Acetaminophen 2.71 MG/ML / Phenylephrine Hydrochloride 0.0417 MG/ML Oral Solution	1
749854	{7 (Ethinyl Estradiol 0.035 MG / Norethindrone 0.5 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.035 MG / Norethindrone 0.75 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.035 MG / Norethindrone 1 MG Oral Tablet) } Pack	10
1046384	Acetaminophen 21.7 MG/ML / Chlorpheniramine Maleate 0.133 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML Oral Solution	1
1918194	60 ACTUAT Fluticasone propionate 0.113 MG/ACTUAT / Salmeterol xinafoate 0.014 MG/ACTUAT Dry Powder Inhaler	1
214183	Acetaminophen / Oxycodone	36
896243	60 ACTUAT Fluticasone propionate 0.115 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler [Advair]	1
753479	{7 (Ethinyl Estradiol 0.035 MG / norgestimate 0.18 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.035 MG / norgestimate 0.215 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.035 MG / norgestimate 0.25 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Tri-Previfem 28 Day]	1
896025	60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT Dry Powder Inhaler	2
214185	Acetaminophen / Pentazocine	2
749882	{7 (Inert Ingredients 1 MG Oral Tablet) / 21 (Mestranol 0.05 MG / Norethindrone 1 MG Oral Tablet) } Pack [Norinyl 1+50 28 Day]	1
755706	Acetaminophen 21.7 MG/ML / Dextromethorphan 1 MG/ML / Phenylephrine 0.334 MG/ML / Pyrilamine 1.66 MG/ML Oral Solution	1
749863	{7 (Inert Ingredients 1 MG Oral Tablet) / 21 (Mestranol 0.05 MG / Norethindrone 1 MG Oral Tablet) } Pack [Ortho-Novum 1/50 28 Day]	1
896229	60 ACTUAT Fluticasone propionate 0.5 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Advair]	1
856940	Acetaminophen 21.7 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML Oral Solution	4
1660934	60 ACTUAT formoterol fumarate 0.005 MG/ACTUAT / mometasone furoate 0.1 MG/ACTUAT Metered Dose Inhaler [Dulera]	1
856942	Acetaminophen 21.7 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML Oral Solution [Hycet]	1
1660938	60 ACTUAT formoterol fumarate 0.005 MG/ACTUAT / mometasone furoate 0.2 MG/ACTUAT Metered Dose Inhaler [Dulera]	1
1651275	60 ACTUAT olodaterol 0.0025 MG/ACTUAT / tiotropium 0.0025 MG/ACTUAT Metered Dose Inhaler [Stiolto]	1
352362	Acetaminophen / Tramadol	3
866048	60 ACTUAT salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler	2
1369814	Acetaminophen 100 MG/ML / Phenylephrine Hydrochloride 1.56 MG/ML Oral Suspension [Tylenol Cold Infants Reformulated Jun 2007]	1
308297	Acetaminophen 250 MG / Aspirin 250 MG / Caffeine 65 MG Oral Tablet	16
209353	Acetaminophen 120 MG Rectal Suppository [Feverall]	2
889520	Acetaminophen 300 MG / butalbital 50 MG / Caffeine 40 MG Oral Capsule	3
1596780	60 ACTUAT Testosterone 12.5 MG/ACTUAT Topical Gel	4
1442445	Acetaminophen 20 MG/ML / Hydrocodone Bitartrate 0.667 MG/ML Oral Solution [Lortab]	1
1597074	60 ACTUAT Testosterone 12.5 MG/ACTUAT Topical Gel [Androgel]	1
1249617	Acetaminophen 300 MG / butalbital 50 MG Oral Tablet	2
647196	Acetaminophen 21.7 MG/ML / Dextromethorphan 0.667 MG/ML / Phenylephrine 0.334 MG/ML Oral Solution	4
1667880	60 ACTUAT tiotropium 0.00125 MG/ACTUAT Metered Dose Inhaler	2
1428622	Acetaminophen 300 MG / butalbital 50 MG Oral Tablet [Bupap]	1
1667882	60 ACTUAT tiotropium 0.00125 MG/ACTUAT Metered Dose Inhaler [Spiriva]	1
1113705	Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 0.667 MG/ML / Phenylephrine Hydrochloride 0.333 MG/ML Oral Solution	4
993837	Acetaminophen 300 MG / Codeine Phosphate 30 MG Oral Tablet [Tylenol with Codeine]	1
1552004	60 ACTUAT tiotropium 0.0025 MG/ACTUAT Metered Dose Inhaler [Spiriva]	1
993757	Acetaminophen 24 MG/ML / Codeine Phosphate 2.4 MG/ML Oral Solution [Tylenol with Codeine]	1
1484082	7 ACTUAT Follitropin Alfa 75 UNT/ACTUAT Prefilled Syringe	3
993763	Acetaminophen 24 MG/ML / Codeine Phosphate 2.4 MG/ML Oral Suspension	2
1359083	Acetaminophen 250 MG / Aspirin 250 MG / Caffeine 65 MG Oral Tablet [Painaid ESF]	1
1487524	7 ACTUAT umeclidinium 0.0625 MG/ACTUAT / vilanterol 0.025 MG/ACTUAT Dry Powder Inhaler [Anoro]	1
1052416	Acetaminophen 250 MG / Aspirin 250 MG / Caffeine 65 MG Oral Tablet [Pamprin Max Formula]	1
1310270	Acetaminophen 300 MG / Hydrocodone Bitartrate 10 MG Oral Tablet [Vicodin]	1
577057	72 HR Fentanyl 0.012 MG/HR Transdermal System	2
432638	Acetaminophen 250 MG / Aspirin 250 MG Oral Tablet	2
261184	72 HR Fentanyl 0.025 MG/HR Transdermal System [Duragesic]	1
856967	Acetaminophen 250 MG / Hydrocodone Bitartrate 10 MG Oral Tablet	1
1310202	Acetaminophen 300 MG / Hydrocodone Bitartrate 5 MG Oral Tablet [Vicodin]	1
261185	72 HR Fentanyl 0.05 MG/HR Transdermal System [Duragesic]	1
1432261	Acetaminophen 300 MG / butalbital 50 MG / Caffeine 40 MG Oral Capsule [Fioricet]	1
851750	{7 (lamotrigine 100 MG Disintegrating Oral Tablet) / 14 (lamotrigine 25 MG Disintegrating Oral Tablet) / 14 (lamotrigine 50 MG Disintegrating Oral Tablet) } Pack	2
856991	Acetaminophen 300 MG / Hydrocodone Bitartrate 5 MG Oral Tablet [Xodol]	1
245136	72 HR Fentanyl 0.1 MG/HR Transdermal System	2
993890	Acetaminophen 300 MG / Codeine Phosphate 60 MG Oral Tablet	4
226552	72 HR Scopolamine 0.0139 MG/HR Transdermal System	2
993892	Acetaminophen 300 MG / Codeine Phosphate 60 MG Oral Tablet [Tylenol with Codeine]	1
856992	Acetaminophen 300 MG / Hydrocodone Bitartrate 7.5 MG Oral Tablet	2
856987	Acetaminophen 300 MG / Hydrocodone Bitartrate 5 MG Oral Tablet	3
351875	72 HR Scopolamine 0.0139 MG/HR Transdermal System [Transderm Scop]	1
1357553	Acetaminophen 32 MG/ML / Chlorpheniramine Maleate 0.2 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / Phenylephrine Hydrochloride 0.5 MG/ML Oral Solution	2
1014632	Acetaminophen 300 MG / Oxycodone Hydrochloride 7.5 MG Oral Tablet	2
1243811	8 HR Acetaminophen 650 MG / Guaifenesin 600 MG / Phenylephrine Hydrochloride 20 MG Extended Release Oral Tablet	1
1086750	Acetaminophen 32 MG/ML / Chlorpheniramine Maleate 0.2 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML Oral Suspension	2
1366822	Acetaminophen 32 MG/ML / Chlorpheniramine Maleate 0.2 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / Pseudoephedrine Hydrochloride 3 MG/ML Oral Solution	2
1600773	8 HR Carbidopa 23.75 MG / Levodopa 95 MG Extended Release Oral Capsule	1
1372312	Acetaminophen 32 MG/ML / Chlorpheniramine Maleate 0.2 MG/ML / Phenylephrine Hydrochloride 0.5 MG/ML Oral Suspension	2
1113522	Acetaminophen 32 MG/ML / Chlorpheniramine Maleate 0.2 MG/ML / Dextromethorphan Hydrobromide 1.5 MG/ML Oral Solution	2
1600775	8 HR Carbidopa 36.25 MG / Levodopa 145 MG Extended Release Oral Capsule	2
1369910	Acetaminophen 32 MG/ML / Chlorpheniramine Maleate 0.2 MG/ML / Pseudoephedrine Hydrochloride 3 MG/ML Oral Suspension	2
1366838	Acetaminophen 32 MG/ML / Pseudoephedrine Hydrochloride 3 MG/ML Oral Suspension [Tylenol Sinus]	1
1091378	8 HR Methylphenidate Hydrochloride 10 MG Extended Release Oral Tablet [Metadate]	1
1050385	Acetaminophen 32 MG/ML / Diphenhydramine Hydrochloride 1.25 MG/ML / Phenylephrine Hydrochloride 0.5 MG/ML Oral Solution	1
1091147	8 HR Methylphenidate Hydrochloride 10 MG Extended Release Oral Tablet [Methylin]	1
1088549	Acetaminophen 32 MG/ML / Phenylephrine Hydrochloride 0.5 MG/ML Oral Suspension [Tylenol Sinus Congestion and Pain Daytime]	1
727845	8 ML Furosemide 10 MG/ML Prefilled Syringe	1
