Read code	# records	# patients	description	internal comment 2015	status 2016	type 2016	organ 2016
BBgP.00	1	1	[M]Malignant lymphoma, mixed small and large cell, diffuse	tumor	cancer	blood	NHL
BBgR.00	9	9	[M]Malignant lymphoma, large cell, diffuse NOS	tumor	cancer	blood	NHL
BBgV.00	1	1	[M]Malignant lymphoma, small cell, noncleaved, diffuse	tumor	cancer	blood	NHL
BBgz.00	3	3	[M]Lymphoma, diffuse or NOS	tumor	morph	na	na
BBj..00	26	20	[M]Hodgkin's disease	tumor	cancer	blood	HODG
BBj0.11	1	1	[M]Lymphogranuloma, malignant	tumor	morph	na	na
BBJ2.11	3	3	[M]Fibroma molle	tumor;benign	morph	na	na
BBJ2.12	172	156	[M]Soft fibroma	medr_tumor;tumor;medr_benign;benign	benign	na	na
BBj6.00	1	1	[M]Hodgkin's disease, nodular sclerosis NOS	tumor	cancer	blood	HODG
BBJA.00	3	2	[M]Spindle cell lipoma	medr_tumor;medr_benign	benign	na	na
BBk..00	26	22	[M]Lymphomas, nodular or follicular	tumor	cancer	blood	HHL
BBK0000	29	26	[M]Leiomyoma NOS	tumor	morph	na	na
BBK0011	904	811	[M]Fibroid uterus	medr_tumor;tumor;medr_benign	benign	na	na
BBK0012	2	2	[M]Fibromyoma	tumor	morph	na	na
BBK0013	1	1	[M]Leiomyofibroma	tumor	morph	na	na
BBK0014	4	4	[M]Myofibroma	tumor	morph	na	na
BBM..00	51	48	[M]Fibroepithelial neoplasms	medr_tumor;medr_benign	ca_bg	na	na
BBM1.00	142	135	[M]Fibroadenoma NOS	medr_tumor;medr_benign	benign	na	na
BBm5.00	12	11	[M] Peripheral T-cell lymphoma NOS	tumor	cancer	blood	NHL
BBm7.00	302	270	[M] Monoclonal gammopathy	tumor	ca_bg	na	na
BBmC.00	4	4	[M] T-gamma lymphoproliferative disease	tumor	cancer	blood	NHL
BBmD.00	20	20	[M] Cutaneous lymphoma	tumor	cancer	blood	NHL
BBmH.00	51	44	[M] Large cell lymphoma	tumor	cancer	blood	NHL
BBmK.00	52	42	[M]Waldenstrom's macroglobulinaemia	tumor	cancer	blood	WAL
BBn..00	4	4	[M]Plasma cell tumours	tumor	cancer	blood	MM
BBn0.00	16	15	[M]Plasma cell myeloma	tumor	cancer	na	na
BBn0.11	28	18	[M]Multiple myeloma	tumor	cancer	blood	MM
BBn0.12	212	158	[M]Myeloma NOS	medr_tumor;tumor;medr_benign	cancer	blood	MM
BBn0.14	4	2	[M]Plasmacytic myeloma	tumor	cancer	blood	MM
BBnz.00	1	1	[M]Plasma cell tumour NOS	tumor	cancer	blood	MM
BBQ8.00	169	153	[M]Dermoid cyst	medr_tumor;tumor;medr_benign;benign	benign	na	na
BBQ8.11	12	12	[M]Dermoid NOS	tumor;benign	benign	na	na
BBr..00	15	13	[M]Leukaemias	medr_tumor;tumor;medr_benign	cancer	blood	LEU
BBR..00	1	1	[M]Trophoblastic neoplasms	medr_tumor;medr_benign	ca_bg	na	na
BBR0.00	10	10	[M]Hydatidiform mole NOS	medr_tumor;medr_benign	benign	na	na
BBR0.11	1	1	[M]Hydatid mole	tumor	morph	na	na
BBr0100	7	7	[M]Acute leukaemia NOS	tumor	cancer	blood	LEU
BBr0300	6	6	[M]Chronic leukaemia NOS	tumor	cancer	blood	LEU
BBR1.13	2	2	[M]Invasive mole NOS	tumor	morph	na	na
BBr2011	1	1	[M]Lymphatic leukaemia	tumor	cancer	blood	LEU
BBr2300	2	2	[M]Chronic lymphoid leukaemia	tumor	cancer	blood	CLL
BBr2700	6	6	[M]Adult T-cell leukaemia/lymphoma	tumor	cancer	blood	NHL
BBr6011	1	1	[M]Granulocytic leukaemia NOS	tumor	cancer	blood	LEU
BBr6100	1	1	[M]Acute myeloid leukaemia	tumor	cancer	blood	AML
BBr6300	1	1	[M]Chronic myeloid leukaemia	tumor	cancer	blood	CML
BBrA400	1	1	[M]Hairy cell leukaemia	tumor	cancer	blood	HCL
BBrA500	1	1	[M]Acute megakaryoblastic leukaemia	tumor	cancer	blood	LEU
BBrA700	2	2	[M]Acute myelofibrosis	tumor	cancer	blood	UNS
BBrz.00	3	3	[M]Leukaemia NOS	tumor	cancer	blood	LEU
BBs..00	3	3	[M]Misc myeloproliferative and lymphoproliferative disorders	tumor	cancer	blood	UNS
BBs0.00	39	31	[M]Polycythaemia vera	tumor	cancer	blood	PCV
BBs0.11	2	2	[M]Polycythaemia rubra vera	tumor	cancer	blood	PV
BBs2.00	4	4	[M]Chronic myeloproliferative disease	tumor	cancer	blood	UNS
BBs4.00	8	5	[M]Idiopathic thrombocythaemia	tumor	morph	na	na
BBs5.00	35	31	[M]Chronic lymphoproliferative disease	tumor	cancer	blood	CLL
BBsz.00	3	3	[M]Misc myeloproliferative or lymphoproliferative dis NOS	tumor	cancer	blood	UNS
BBT2.00	60	56	[M]Cavernous haemangioma	medr_tumor;tumor;medr_benign	benign	na	na
BBv..00	110	99	[M]Myelodysplastic syndrome	tumor	cancer	blood	MDS
BBW0.00	23	19	[M]Osteochondroma	medr_tumor;tumor;medr_benign	benign	na	na
BBW0.11	1	1	[M]Cartilaginous exostosis	tumor	benign	na	na
BBW0.13	37	36	[M]Osteocartilaginous exostosis	medr_tumor;tumor;medr_benign	benign	na	na
BBY2.00	2	2	[M]Ossifying fibroma	medr_tumor;tumor;medr_benign	benign	na	na
By...00	4	4	Neoplasms otherwise specified	tumor	cancer	na	na
Byu1100	5	5	[X]Other specified carcinomas of liver	tumor	cancer	liver	liver
Byu2.00	16	16	[X]Malignant neoplasm of respiratory and intrathoracic orga	tumor	cancer	respiratory	respiratory
Byu2000	6	6	[X]Malignant neoplasm of bronchus or lung, unspecified	tumor;lung	cancer	lung	lung
Byu4.00	30	23	[X]Melanoma and other malignant neoplasms of skin	tumor	cancer	skin	skin
Byu5011	13	13	[X]Mesothelioma of lung	tumor	cancer	lung	lung
Byu5A00	3	3	[X]Malignant neoplasm overlapping lesion of skin	tumor	cancer	skin	skin
Byu6.00	102	100	[X]Malignant neoplasm of breast	medr_tumor;tumor;medr_benign	cancer	breast	breast
ByuC300	7	7	[X]Secondary malignant neoplasm/oth+unspc respiratory organs	tumor	Metastases to	na	na
ByuC400	3	3	[X]Secondary malignant neoplasm/oth+unspcfd digestive organs	tumor	Metastases to	Digestive System	na
ByuC600	3	3	[X]2ndry malignant neoplasm/oth+unspec parts/nervous system	tumor	Metastases to	na	na
ByuC700	25	25	[X]Secondary malignant neoplasm of other specified sites	tumor	Metastases to	na	na
ByuD.00	4	4	[X]Malignant neoplasms of lymphoid, haematopoietic and rela	tumor	cancer	blood	UNS
ByuD000	2	2	[X]Other Hodgkin's disease	tumor	cancer	blood	HODG
ByuD100	1	1	[X]Other types of follicular non-Hodgkin's lymphoma	tumor	cancer	blood	NHL
ByuD300	1	1	[X]Other specified types of non-Hodgkin's lymphoma	tumor	cancer	blood	NHL
ByuD500	2	2	[X]Other lymphoid leukaemia	tumor	cancer	blood	LEU
ByuD600	4	4	[X]Other myeloid leukaemia	tumor	cancer	blood	LEU
ByuD800	1	1	[X]Other specified leukaemias	tumor	cancer	blood	LEU
ByuDE00	2	1	[X]Unspecified B-cell non-Hodgkin's lymphoma	tumor	cancer	blood	NHL
ByuDF00	11	10	[X]Non-Hodgkin's lymphoma, unspecified type	tumor	cancer	blood	NHL
ByuDF11	21	20	[X]Non-Hodgkin's lymphoma NOS	tumor	cancer	blood	NHL
ByuFG00	1	1	[X]Other carcinoma in situ of breast	tumor	cancer	breast	breast
ByuHD00	1	1	[X]Myelodysplastic syndrome, unspecified	tumor	cancer	blood	MDS
Bz...00	36	35	Neoplasms NOS	tumor;benign	ca_bg	na	na
ZV10016	0	0	[V]Personal history of malignant neoplasm of oesophagus	tumor;oeso	cancer	oeso	oeso
ZV10018	0	0	[V]Personal history of malignant neoplasm of stomach	tumor;stom	cancer	stom	stom
