	code0	desc0
1085	R79153	CLOSED REDUCTION FX INTERNAL FIX (SCREW) OF FEMUR
1086	385	LIGAT & STRIP VARICOSE VEINS
1087	4549	DESTRUC LG BOWEL LES NEC
1088	3247	LOBECTOMY LT UPPER LOBE
1089	9396	OXYGEN ENRICHMENT NEC
1090	4469	REP. STOMACH (GASTROPLASTY)
1091	8926	GYNECOLOGIC EXAMINATION
1092	8850	ANGIOCARDIOGRAPHY NOS
1093	0695	AUTOTRASPLANT PARATHYROID TISSUE
1094	1596269	מפוי דרכי דמעות
1095	0941	PROBING LACRIMAL PUNCTUM
1096	R08492	REPAIR OF ECTROPION
1097	1395618	CT קרסוליים ועקבים
1098	R79163	CLOSED REDUCTION FX INTERNAL FIX (SCREW) OF TIBIA / FIBULA
1099	539	REP OTHER HERNIA
1100	0820	REMOVAL OF LESION OF EYELID NOS
1101	8842	AORTOGRAPHY
1102	39292	FEMORO-POPLITEAL BYPASS (SYNTHETIC GRAFT)
1103	38121	OPEN ENDARTERECTOMY CAROTID ARTERY
1104	39291	FEMORO-POPLITEAL BYPASS (SV)
1105	1467473	אנגיופלסטיה-הרחבת כלי דם PTA
1106	1467878	סטנט אנדווסקולרי
1107	R399044	PERCUTAN INSERTION OF STENT TO ILIAC VESSELS
1108	2632220	החדרת סטנט לעורק האיליאקי החיצוני בגישה
1109	R399062	PERCUTAN INSERTION OF STENT TO POPLITEAL VESSELS
1110	2632216	החדרת סטנט לעורק הפופליטאלי
1111	R39291	FEMORO-POPLITEAL BYPASS (SV)
1112	R38121	OPEN ENDARTERECTOMY OF CAROTID ARTERY
1113	R84121	AMPUTATION TRANSMETATARSAL
1114	R78542	INT FIX W / O FX MTECARP/CARP - PLATE
1115	R78541	INT FIX W / O FX, METACAR/CARP - NAIL
1116	4583	TOTAL INTRA-ABDOMINAL COLECTOMY, OTHER & UNSPECIFIED
1117	R81521	REPLACE FEMUR HEAD (AUSTINE MOORE)
1118	R83399	MARGINAL RESECTION LESION PELVIC BONE / HIP
1119	1139	EXCISION OF PTERYGIUM NEC
1120	3581240	קולונוסקופיה כפולת בלון תחת שיקוף
1121	0050	IMPLANT CARDIAC RESYNCHRON PACEMAKER, TOTAL SYST (CRT-P)
1122	0054	IMPLANT / REPLAC CARD RESYNCHRON DEFIBRIL PULS GENER (CRT-D)
1123	2646103	החלפת CRTD
1124	1598112	מפוי מח /SPECT
1125	7671	CL REDUCT MALAR / ZYGO FX
1126	8024	ARTHROSCOPY OF HAND / FINGER
1127	8855	CORONARY ARTERIOGR-1 CATH
1128	7301	INDUCTION OF LABOR BY ARTIFICIAL RUPTURE OF MEMBRANE
1129	6639	LIGATION BILAT FALLOPIAN TUBES (OPEN)
1130	8196	OTHTER REPAIR OF JOINT
1131	3646678	CT  כמרכיב מבדיקת PET CT
1132	3112644	הרחבת הוריד הבזילי עם בלון
1133	8670	PEDICLE / FLAP GRAFT, NOT OTHERWISE SPECIFIED
1134	8456	INSERTION OR REPLACEMENT OF (CEMENT) SPACER
1135	1508526	US אצבע
1136	8201	EXPLOR / INCIS. OF TENDON SHEATH OF HAND
1137	8401	AMPUTATION / DISARTICULATION OF FINGER
1138	3990	INSERTION OF NON-CORONARY VESSEL STENT / S
1139	3399	OPERATION LUNG NEC
1140	427	ESOPHAGOMYOTOMY
1141	063	OTHER PART THYROIDECTOMY
1142	R06391	THYROIDECTOMY, ONE SIDE TOTAL & ONE SIDE SUBTOT
1143	659	OTHER OVARIAN OPERATIONS
1144	R98513	ESWL, KIDNEY / URETER/BLADDER, RECURRENT
1145	4575	OPEN & OTHER HEMICOLECTOMY LT
1146	1733	HEMICOLECTOMY RT. LAPAROSCOPIC
1147	0822	EXC OF MINOR LESION OF EYELID NEC
1148	8269	RECONSTRUCTION THUMB NEC
1149	251	EXC OF LESION OF TONGUE
1150	932623	EEG וידאו
1151	8919	VIDEO AND RADIO-TELEMETERED EEG MONITORING
1152	0110	INTRACRANIAL PRESSURE MONITORING
1153	2630579	פרופיל ביופיזיקלי עובר
1154		
1155	4291	LIGATION ESOPHAGEAL VARIX
1156	1596257	מפוי כבד
1157	1599115	נפח דם
1158	6011	BIOPSY OF PROSTATE
1159	R54740	OMENTOPEXY
1160	37121	PERICARDIOTOMY & DRAINAGE
1161	1496406	תהודה מגנטית (MRI) - קרסול ימין
1162	5401	DRAINAGE EXTRAPERITONEAL ABSCESS
1163	8663	FULL-THICKNESS SKIN GRAFT TO OTHER SITES
1164	3582139	הרחבת היצרות במעי הגס מעל מוליך בהנחיית שיקוף
1165	R51983	PERCUTANEOUS TRANSHEPATIC BILIARY DRAINAGE
1166	1467563	ניקוז מרה פרקוטני PTBD
1167	9705	REPLACEMENT OF STENT (TUBE) IN BILIARY OR PANCREATIC DUCT
1168	5855235	החדרת סטנט לדרכי מרה
1169	1399765	החלפת נקז מרה
1170	R884700	ARTERIOGRAPHY SUPER MESENTERIC ARTERY
1171	R88471	ARTERIOGRAPHY CELIAC ARTERY
1172	1467833	אנגיוגרפיה של עורק צליאקה
1173	1467518	אנגיוגרפיה של עורק מזנטרי עליון
1174	8914	ELECTROENCEPHALOGRAM
1175	1399376	פלבוגרפיה כל גפה
1176	5012	BIOPSY OF LIVER (OPEN)
1177	7733	DIVISION / OSTEOTOMY OF RADIUS/ULNA, NEC
1178	R50141	INTRAOPERATIVE LAPAROSCOPIC BIOPSY OF LIVER
1179	3451281	צילום חזה עם סימון פטמות
1180	66621	SALPINGECTOMY W REMOVAL OF TUBAL PREGNANCY , LAPAROCOP
1181	6595	RELEASE OVARIAN TORSION
1182	70331	EXCISION VAGINAL LESION BY LASER
1183	6751	TRANSABDOMINAL CERCLAGAE OF CERVIX
1184	6996	REMOVAL OF CERVICAL CERCLAGE
1185	R6641	SALPINGECTOMY TOTAL UNILAT. LAPAROSCOPIC
1186	39299	FEMORO-DISTAL BYPASS
1187	R389341	REMOVAL OF PERMACATH CATHETER
1188	3112646	הרחבת הוריד האקסילרי עם בלון
1189	R39290	FEMORO-DISTAL BYPASS
1190	4872542	טפול בהפרעות במנגנון הבליעה, טפול בודד
1191	7786	PATELLECTOMY PARTIAL
1192	2247860	תבחין זיעה
1193	R06111	FNA THYROID GLAND (PERCUTAN)
1194	0782	OTHER TOTAL EXCISION OF THYMUS
1195	7741	BIOPSY OF SCAPULA / CLAVICLE/RIBS/STERNUM
1196	4231054	הוספת אלקטרודה
1197	2646099	השתלת CRT
1198	4231051	שקוף מערכת קוצב
1199	5419	LAPAROTOMY NEC
1200	0048	INSERTION OF FOUR OR MORE VASCULAR STENTS
1201	7800	BONE GRAFT NOS
1202	R03934	IMPLANT / REPLACE SPINAL CORD NEUROSTIMULATOR LEAD(S)
1203	8696	INSERT / REPLAC OTHER NEUROSTIMULATOR PULSE GENERATOR
1204	3240899	פוטופורזיס
1205	5011	BIOPSY OF LIVER PERCUTAN
1206	6050475	תהודה מגנטית (MRCP) כבד ודרכי מרה
1207	R534120	OPEN & OTHER REPAIR REC UMBILICAL HERNIA-GRFT
1208	8541	MASTECTOMY SIMPLE UNILAT
1209	8675	REVISION - PEDICLE / FLAP GRAFT
1210	8543	MASTECTOMY EXTENDED SIMPLE, UNILAT
1211	8349	EXC LESION SOFT TISSUE
1212	1713	REP INGUINAL HERNIA, UNILAT, NOS, W GRAFT, LAPAROSCOPIC
1213	9607	INSERT GASTRIC TUBE NEC
1214	2746517	א.ק.ג במאמץ
1215		
1216	4945	LIGATION OF HEMORRHOID
1217	0891	ELECTROSURGICAL LID EPILATION
1218	2682154	תהודה מגנטית ירכיים
1219	2984479	MRI של ירך ימין
1220	9769	REMOV OTHER URIN DEVICE
1221	2374325	הכנסת אפידורל
1222	814	KNEE / ANKLE ARTHROPLASTY
1223	1599119	מפוי פאראתירואיד SPECT/CT
1224	8017	ARTHROTOMY / ARTHROSTOMY OF ANKLE
1225	2771187	תבחין נשיפה להליקובקטר
1226	1283	REVISION OPERATIVE WOUND ANTERIOR SEGMENT OF EYE NEC
1227	2771190	מנומטריה של הוושט
1228	3512	VALVULOPLASTY MITRAL OPN
1229	3403	REOPEN RECENT THORACOTOMY SITE
1230	0722	ADRENALECTOMY UNILATERAL
1231	7804	BONE GRAFT TO CARPALS / METACARPALS
1232	8875	DX ULTRASOUND-URINARY
1233	03091	LAMINECTOMY
1234	6869	RADICAL ABDOMINAL HYSTERECTOMY, OTHER AND UNSPECIFIED
1235	R88411	CAROTID ARTERY ARTERIOGRAPHY
1236	9223	RADIOISOT TELERADIOTHER
1237	0780	THYMECTOMY NOS
1238	3398	OPERAT BRONCH NEC
1239	R43701	PARTIAL GASTRECTOMY WITH ROUX-EN-Y GASTROENTEROSTOMY
1240	5491	PARACENTESIS ABDOMINAL
1241	4240013	ניקוז חלל הצפק
1242	R57992	INJECTION OF BOTULINUM TOXIN INTO BLADDER
1243	R48630	RESECTION OF RECTUM, LOW ANTERIOR
1244	86590	SUTURE SKIN / SUBCUTANEOUS TISSUE, PRIMARY
1245	2621337	אקג
1246	R35711	TRANSCATHETER CLOSURE OF ATRIAL SEPTAL DEFECT
1247	680	HYSTEROTOMY
1248	438	OTH PARTIAL GASTRECTOMY
1249	5314	OTHER & OPEN REP BILAT DIR INGUINAL HERNIA W GRAFT
1250	5531	MARSUPIAL RENAL LESION
1251	6822	INCISION UTERINE SEPTUM
1252	R54612	RECLOS OPERAT WOUND ABD WALL WITH MESH
1253	5689	REPAIR OF URETER NEC
1254	1398780	ניקוז מרה אנדוסקופי
1255	R43193	GASTROSTOMY PERMANENT, ENDOSCOPIC
1256	9702	REPLACEMENT GASTROSTOMY TUBE
1257	R40241	EXC OF PELVIC LYMPHNODES
1258	576	CYSTECTOMY PARTIAL (URINARY BLADDER)
1259	R03921	INJECT OF OTHER AGENT INTO SPINAL CANAL
1260	1432	REPAIR RETINAL TEAR BY CRYOTHERAPY
1261	1496451	תהודה מגנטית (MRA) של עורקי  הצוואר
1262	5192	CLOSURE CHOLECYSTOSTOMY
1263	4282	SUTURE ESOPHAGEAL LACERATION
1264	430	GASTROTOMY
1265	2615818	ניקור\ניקוז מלעורי למורסה בדופן בית החזה
1266	1398924	חוקן בריום קונטרסט רגיל
1267	5362	LAPAROSCOPIC REPAIR INCISIONAL HERNIA W GRAFT / PROSTHESIS
1268	084	ENTROPION / ECTROPION REP
1269	83215	BIOPSY OF SOFT TISSUE OF THIGH
1270	83395	MARGINAL RESECT LES THIGH
1271	3731	PERICARDIECTOMY
1272	3712	PERICARDIOTOMY
1273	R78672	REMOVAL INTERNAL FIX DEVICE - TIBIA / FIBULA
1274	R793222	ORIF (PLATE) OF OLECRANON FX
1275	655	OOPHORECTOMY BILAT
1276	R399041	PERCUTAN INSERTION OF STENT TO MESENTERIC VESSELS
1277	2632221	החדרת סטנט לעורק המזנטרי העליון
1278	854	MASTECTOMY
1279	85701	TRAM FLAP OF BREAST UNILAT
1280	8531	REDUCTION MAMMOPLASTY, UNILAT
1281	86841	REVISION OF SCAR - NO BURN
1282	8551	AUGMENT BREAST BY INJECT UNILAT
1283	8570	TOTAL RECONSTRUCTION OF BREAST (BY MICROSURGERY)  NOS
1284	603	PROSTATECTOMY SUPRAPUBIC
1285	1395708	CT עש גבי חוליות L1-D1
1286	3452	THORACOSCOPIC DECORTICATION OF LUNG
1287	4235023	סימולציה ותכנון הקרנה בעזרת מחשב, תלת מי
1288	7050	REPAIR OF CYSTOCELE / RECTOCELE NOS
1289	6879	RADICAL VAGINAL HYSTERECTOMY, OTHER AND UNSPECIFIED
1290	R99601	CPR NOS OUTSIDE HOSPITAL
1291	222	INTRANASAL ANTROTOMY
1292	6573	SALPINGO-OOPHOROPLASTY (OPEN)
1293	5675	TRANSURETEROURETEROSTOMY
1294	5641	URETERECTOMY PARTIAL
1295	R38463	RESECT & REPLACE ILIAC ARTERIES
1296	R46011	LOOP ILEOSTOMY
1297	R54006	DRAINAGE EXTRAPERITONEAL ABSCESS
1298	R41501	SPLENECTONY TOTAL, LAPAROSCOPIC
1299	R86744	ATTACH FASCICUTANEOUS PEDICLE GRAFT / FLAP
1300	1031	EXC OF LESIION OR TISSUE OF CONJUNCTIVA
1301	2715075	המשך מפוי פרפוזיה של הלב
1302	R87411	CT ANGIO OF THORAX
1303	2912	BIOPSY OF PHARYNX
1304	8042	DIVISION OF JOINT STRUCTURE OF ELBOW
1305	3099494	הכנסת סטנט נפרוסטומיה מימין
1306	R59804	REPLACEMENT OF URETERAL STENT
1307	3099496	החלפת סטנט נפרוסטומיה מימין
1308	R53491	REPAIR RECURRENT UMBILICAL HERNIA
1309	4449107	אלסטוגרפיה של הכבד
1310	3812	ENDARTERECTOMY HEAD / NECK VESSEL (CAROTID/JUGUL)
1311	3101199	הרחבת העורק הפרונאלי עם בלון
1312	3104476	הרחבת העורק הפמורלי השטחי עם בלון
1313	3601655	DORSALIS PEDIS ACCESS
1314	7921	OPEN REDUCTION OF FRACTURE OF HUMERUS
1315	7862	REMOVAL IMPLANT DEVICE FROM HUMERUS
1316	3777	INSERTION PERMANENT PACEMAKER NOS
1317	106	REPAIR CONJUNCTIVAL LACERATION
1318	144	REP RETINA DETACH / BUCKLE
1319	1454	REPAIR OF RETINAL DETACHMENT WITH LASER PHOTOCOAGULATION
1320	1472	VITREOUS REMOVAL NEC
1321	1395888	CT מרפק שמאל
1322	86231	REMOVAL NAIL FINGER
1323	4946	HEMORRHOIDECTOMY
1324	8023	ARTHROSCOPY OF WRIST
1325	8073	SYNOVECTOMY OF WRIST
1326	R84111	RAY AMPUTATION OF FOOT
1327	R84113	AMPUTATION BIG TOE, COMPLETE
1328		
1329		
1330		
1331	5504	NEPHROSTOMY PERCUTANEOUS, W FRAGMENTATION (PCNL)
1332	8105	FUSION DORSOLUMBAR, POSTERIOR / POSTEROLAT TECH
1333	8138	REFUSION LUMBAR & LUMBOSACRAL SPINE, POSTERIOR TECHNIQUE
1334	4499	OP GASTRIC NEC
1335	8605	INCISION SKIN / SUBCUTAN & REMOVAL FOREIGN BODY OR DEVICE
1336	2777628	החדרת זונדה אנטרלית-ישן
1337	1399032	בקורת נקז
1338	4527	BIOPSY INTESTINAL NOS
1339	5226540	טיפול בדליות
1340	1372	SECONDARY INSERTION LENS PROSTHESIS
1341	1342	CATARACT MECH PHACOFRAGMENT / ASPIRATION, POSTERIOR ROUTE
1342	R52702	PANCREATECTOMY,(WHIPPLE PROC.) PYLORORESERVING
1343	1496352	תהודה מגנטית (MRCP)- דרכי מרה
1344	R52701	PANCREATECTOMY, WHIPPLE PROCEDURE
1345	9762	REMOV URETEROSTOMY TUBE / URETERAL CATHETER
1346	8229	EXCISION LESION SOFT TISSUE HAND NEC
1347	6831	SUBTOT ABD. HYSTERECTOMY LAPAROSCOPIC (SUPRACERVIX)
1348	R70772	SACROCOLPOPEXY
1349	437	GASTRECTOMY PART W JEJUNAL ANASTOMOSIS
1350	5369	REP HERNIA ANT. ABDOMINAL WALL W GRAFT OR PROSTHESIS
1351	3810	ENDARTERECTOMY NOS
1352	1396533	USD - US דופלר לאבר בנפרד
1353	3533	ANNULOPLASTY
1354	3514	VALVULOPLASTY TRICUSPID, OPEN
1355	R37792	INSERTION OF LOOP RECORDER
1356	3129056	השתלת LOOP RECORDER
1357	734	MEDICAL INDUCTION LABOR
1358	2641161	בדיקת סיסי שליה מעל גיל 37
1359	8257	TRANSPOSITION OF HAND TENDON, OTHER
1360	3605	PTCA MULT CORONARY ARTERY W / O THROMB AGENT
1361	1829	EXC OF LESION OF EXTERNAL EAR
1362	1812	BIOPSY EXTERNAL EAR
1363	1831	EXC EXT EAR LES -RADICAL
1364	7867	REMOVAL IMPLANT DEVICE FROM TIBIA / FIBULA
1365	R03917	GENERAL ANESTHESIA
1366	R50113	TRANSJUGULAR BIOPSY OF LIVER
1367	R06390	THYROIDECTOMY, UNILAT, SUBTOTAL
1368	4563	TOTAL REMOVAL SM BOWEL
1369	471	APPENDECTOMY INCIDENTAL
1370	8762	UPPER GI SERIES
1371	4579	OTHER PARTIAL EXCISION LARGE BOWEL
1372	9701	REPLACE NASO- GASTRIC / ESOPHAGEAL TUBE
1373	R84306	REVISION OF AMPUTATION STUMP BELOW KNEE
1374	8801	C.A.T. SCAN OF ABDOMEN
1375	79371	OPEN REDUCTION INT FIX (NAIL) TARS / METATARSALS
1376	7697	REMOVAL OF INTERNAL FIXATION FROM FACE BONE
1377	4824	ENDOSCOPIC BIOPSY OF RECTUM
1378	625	ORCHIOPEXY
1379	8523	MASTECTOMY SUBTOTAL
1380	R00664	PTCA BY GUIDEWIRE & IVUS
1381	5566536	TAVI -השתלת מסתם אאורטלי באמצעות צנתר
1382	096	EXCISION OF LACRIMAL SAC / PASSAGE
1383	2132	NASAL LES DESTRUCT NEC
1384	2260	NASAL SINUSECTOMY NOS
1385	211	INCISION OF NOSE
1386	2231	RADICAL MAXILLARY ANTROT (CALDWELL-LUC)
1387	7665	SEGMENTAL OSTEOPLASTY OF MAXILLA
1388	7639	PARTIAL OSTECTOMY OF OTHER FACIAL BONE
1389	1651	RADICAL ORBITOMAXILLECTOMY
1390	8772	NEPHROTOMOGRAM NEC
1391	3489478	סקירה שנייה, עובר 1-קופות
1392	R01242	DRAINAGE OF EPIDURAL HEMATOMA
1393	R38936	REMOVAL OF PICC LINE CATHETER
1394	1655608	ניקוז מורסה פרקוטני
1395	5523	CLOSED (PERCUTANEOUS / NEEDLE) BIOPSY OF KIDNEY
1396	1596264	מפוי כיס מרה
1397	2682159	תהודה מגנטית (MRI) כבד
1398	1459	REPAIR RETINAL DETACHMENT  NEC
1399	R67591	CERCLAGE MC DONALD (ENCIRCLMENT SUTURE CX)
1400	3433465	TTE
1401	1599118	מפוי פאראתירואיד
1402	2619596	CT אנגיו לכליות
1403	300	EXC LARYNGEAL LESION
1404	R88721	INTRAVASCULAR DIAGNOSTIC ULTRASOUND OF HEART (IVUS)
1405	3941	CONTROL HEMORR POST VASC OP.
1406	7922	OPEN REDUCTION OF FRACTURE OF RADIUS / ULNA
1407	7813	APPLICATION EXTERNAL FIXATION TO RADIUS / ULNA
1408	79163	CLOSED REDUCTION INT FIX (SCREW) TIBIA / FIBULA
1409	1343	CATARACT MECHANICAL PHACOFRAGMENTATION / ASPIRATION, NEC
1410	4674	CLOSURE SM BOWEL FISTULA NEC EXCEPT DUODENUM
1411	4533	LOCAL EXC SM BOWEL NEC EXCEPT DUODENUM
1412	4693	REVIS SM BOWEL ANASTOM
1413	2378169	צנתור לב ושל עורקי הקרוטיס
1414	7819	APPLLICATION EXTERNAL FIXATION DEVICE NEC
1415	2777655	ERCP עם חיתוך פפילה
1416	1398708	הוצאת אבנים אנדוסקופית מדרכי מרה
1417	2777657	ERCP עם החדרת תומך לדרכי המרה
1418	1599121	מפוי אדרנל
1419	1596261	+ SPECT מפוי באריטרוציטים מסומנים
1420	8233	TENONECTOMY OF HAND
1421	9739	REMOVE HEAD / NECK DEV NEC
1422	2634010	"בדיקת עק""ג מילדותית עובר"
1423	1512473	MRI -תהודה מגנטית להדגמת העובר מח
1424	1511	RECESSION ONE EXTRAOCULAR MUSCLE
1425	1513	RESECTION ONE EXTRAOCULAR MUSCLE
1426	R53592	REPAIR SPIGELIAN HERNIA
1427	R3030	LARYNGOPHARYNGECTOMY
1428	R86701	PEDICLE GRAFT / FLAP BY MICROSURGERY
1429	4872544	התקנת\החלפת תותב דיבור לאחר כריתת גרון,
1430	3142	LARYGNOSCOPY / TRACHEOSCOPY
1431	4912	FISTULECTOMY ANAL
1432	R40420	MOD. RAD. NECK DISSECTION, BILAT
1433	3029	LARYNGECTOMY PARTIAL NEC
1434	303	LARYNGECTOMY - COMPLETE
1435	3195	FISTULIZATION TRACHEOESOPHAGEAL
1436	R22421	FAT OBLITERATION OF FRONTAL SINUS
1437	1398987	מיאלוגרפיה מותנית
1438	1598117	ציסטרנוגרפיה
1439	2688409	המשך ציסטרנוגרפיה
1440	1398915	מיאלוגרפיה סובאוקציפיטלית
1441	4341018	CT מיאלוגרפיה
1442	8382	GRAFT MUSCLE OR FASCIA
1443	R01312	DRAINAGE OF SUBDURAL (CEREBRAL) ABSCESS
1444	5904766	ציסטרנוגרפיה עם חומר ניגוד כולל שיקוף
1445	8343	EXC MUSCLE / FASCIA FOR GRFT
1446	0139	INCIS BRAIN NEC
1447	R35221	TRANS-APICAL TRANSCATHETER AORTIC VALVE IMPLANT
1448	1508529	US כף יד שמאל
1449	1599113	טיפול ביוד
1450	4590	ANASTOMOSIS INTESTIN NOS
1451	54120	SECOND LOOK,LAPAROTOMY
1452	2771195	בדיקה באמצעות קפסולה מצלמת של המעי הדק (VIDEO CAPSULE)
1453	R78411	BANDING OF STERNUM
1454	9204	GI SCAN & ISOTOPE FUNCT
1455	2232901	בטן - בתוספת חתכים צפופים לתוספתן
1456	531	REPAIR ING HERNIA BILAT.
1457	4610	COLOSTOMY NOS
1458	38123	OPEN ENDARTERECTOMY CAROTID ARTERY WITH PATCH
1459	R39793	ENDOVASCULAR MECHANICAL THROMBECTOMY OF LOWER LIMB
1460	1467869	טרומבקטומיה מכנית
1461	7903	CLOSED REDUCTION OF FRACTURE CAR / METACARPAL
1462	79131	CLOSED REDUCTION INT FIX (NAIL) CAR / METACARPAL
1463	8851	VENA CAVA ANGIOCARDIOGRAM
1464	8245	SUTURE OF OTHER HAND TENDON NEC
1465	4210	ESOPHAGOSTOMY NOS
1466	5846	RECONSTRUCT OF URETHRA
1467	6521	MARSUPIALIZATION OVARIAN CYST (OPEN)
1468	3616	BYPASS 2 INT MAM-COR ARTERIES
1469	R39252	AORTO-BIFEMORAL BYPASS GRAFT
1470	640	CIRCUMCISION
1471	623	ORCHIECTOMY UNILAT.
1472	879741	קולונוסקופיה
1473	878872	פנאנדוסקופיה
1474	5451	ADHESIOLYSIS PERITONEAL LAPAROSCOPIC
1475	R79811	OPEN REPAIR OF ACROMIOCLAVICULAR JOINT
1476	672	CONIZATION OF CERVIX
1477	R71301	LOCAL VULVAR EXCISION BY LASER
1478	R92291	RADIOFREQUENCY THERAPY
1479	8512	BIOPSY BREAST, INCISIONAL
1480	2777658	ERCP עם החלפת נקז לדרכי מרה
1481	R39501	ANGIOPLASTY (PTA) OF AORTA
1482	3561306	אורך צוואר
1483	1398585	US ברך שמאל
1484	2364081	דוח הולטר קצב הלב
1485	1489466	צילומי חוץ - לפענוח בלבד
1486	1671	REMOVAL OF OCULAR IMPLANT
1487	7672	OPN REDUCT MALAR / ZYGO FX
1488	1399538	צילום קשתות העול (זיגומה) צד ימין
1489	1467725	צילום קשתות העול זיגומה צד שמאל
1490	631	EXC SPERM VARICOCELE (HYDROC)
1491	6212	BIOPSY OF TESTIS
1492	6391	ASPIRATION SPERMATOCELE  (PERCUT)
1493	9761	REMOV PYELOS / NEPHROS TUB
1494	6310	EXC SPERM VARICOCELE (HYDROC) (HIGH LIG)
1495	8775	PERCUTANEOUS PYELOGRAM
1496	0031	COMPUTER ASSITED SURGERY WITH CT / CTA
1497	41501	SPLENECTOMY TOTAL, LAPAROSCOPIC
1498	7892	INSERTION OF BONE GROWTH STIMULATOR TO HUMERUS
1499	5954334	סיגמואידוסקופיה
1500	7749	BIOPSY OF PELVIC BONE / PHALANX/VERTEBRA
1501	3572	REPAIR V-S DEFECT NOS
1502	8438	REVISION OF AMPUTATION STUMP OF FOOT / TOE
1503	R83855	LENGTHENING ACHILLES TENDON
1504	1399169	לסת עליונה (מקסילה)
1505	1399214	צילום לסת תחתונה (מנדיבולה)
1506	7936	ORIF OF TIBIA / FIBULA FX
1507	2688105	PET-CTלא לחיוב
1508	1398879	העברת זונדה.
1509	0849	REPAIR ENTOPION / ECTROP NEC
1510	R38064	THROMBOEMBOLECTOMY OF SUPERIOR MESENTERIC ARTERY
1511	3025938	CT שוק
1512	3243973	CT לעמוד שדרה בהרדמה/נוויגציה
1513	3971	ENDOVASCULAR IMPLANT OF OTHER GRAFT IN ABDOMINAL AORTA
1514	4342	LOCAL GASTRIC EXC, NEC
1515	3527	OPEN AND OTHER REPLACE TRICUSPID VALVE W TISSUE GRAFT
1516	68291	HYSTEROSCOPIC  EXC / DESTRUCT  LES OF UTERUS
1517	9241	INTRAOPERATIVE ELECTRON RADIATION THERAPY (IOERT)
1518	R54402	EXC RETROPERITONEAL LESION
1519	1508536	US ירך ימין
1520	1496496	תהודה מגנטית (MRI) - מפרק ירך שמאל
1521	R388813	LIGATION SUPERFICIAL FEMORAL ARTERY
1522	8332	EXC LESION OF MUSCLE
1523	R388823	LIGATIION, DEEP FEMORAL ARTERY
1524	83495	WIDE RESECT LES THIGH
1525	3239	OTHER AND UNSPECIFIED SEGMENTAL RESECTION OF LUNG
1526	R35962	PERCUTANEUS BALLOON AORTIC VALVULOPLASTY
1527	R80511	EXC INTERVERTEBRAL DISC, CERVICAL
1528	7901	CLOSED REDUCTION OF FRACTURE OF HUMERUS
1529	5111	ENDOSCOP. RETROGRADE CHOLANGIOGRAPHY (ERC)
1530	286	ADENOIDECTOMY
1531	216	TURBINECTOMY
1532	4680411	CPET מבחן מאמץ מורכב
1533	0811	BIOPSY EYELID
1534	3460	PLEURODESIS
1535	R38937	REPLACEMENT OF PICC LINE CATHETER
1536	1508518	בקורת PICC
1537	4719	INCIDENTAL APPENDECTOMY (OPEN)
1538	0784	THORACOSCOPIC TOTAL EXCISION OF THYMUS
1539	2680471	תהודה מגנטית מפרקים סקרואיליאקלים
1540	5825235	קולונוסקופיה מורכבת
1541	8753	CHOLANGIOGRAM INTRAOPERATIVE
1542	976059	אנגיופלסטיה של עורקי הקרוטיס
1543	4441	SUTURE GASTRIC ULCER SITE
1544	1397424	US וורידי גפה תחתונה
1545	5474	REP OMENTUM MEC
1546	0222	INTRACRANIAL VENTRICULAR SHUNT / ANASTOMOSIS
1547	6959	ASPIRATION CURETTAGE UTERUS, NEC
1548	R39509	SUBINTIMAL ANGIOPLASTY OF NON-CORONARY VESSELS
1549	0870	EYELID RECONSTRUCTION NOS
1550	68292	HYSTEROSCOPIC MYOMECTOMY OF UTERUS
1551	708	OBLITERATION VAGINAL VAULT
1552	3600	REMOV CORONARY OBSTRUCT NOS
1553	3796	IMPLANT AUTOMATIC CARDVERT / DEFIB PULSE GENERATOR ONLY
1554	9915	HYPERALIMENTATION  T.P.N
1555	3353150	תפקודי ריאה
1556	2263666	ספירומטריה עם מרחיבי סמפונות
1557	3099495	הכנסת סטנט נפרוסטומיה משמאל
1558	9908	BLOOD EXPANDER TRANSFUS
1559	2999	OPS PHARYNGEAL NEC
1560	R54004	DRAIN,ABSCESS ABDOMINAL WALL OPERATIVE WOUND
1561	6495	INSERT / REPLACE INTERNAL PENILE PROSTH NON-INFLAT
1562	5540536	אפידורל –סטרואידים
1563	7979	CLOSED REDUCTION OF DISLOCATION NEC
1564	7814	APPLICATION EXTERNAL FIXATION TO CARP / METACARP
1565	7900	CLOSED FX REDUCTION NOS
1566	4673	SUTURE LACER SM BOWEL NEC EXCEPT DUODENUM
1567	7972	CLOSED REDUCTION OF DISLOCATION OF ELBOW
1568	R79364	ORIF OF PATELLA FX
1569	3327	CLOSED ENDOSCOPIC BIOPSY OF LUNG
1570	4341	EXC / DEST, GASTRIC POLYPS/VARICES, ENDOSCOPIC
1571	8867	CONTRAST PHLEBOGRAM NEC
1572	0379	SPINAL THECAL SHUNT NOS
1573	R46930	REVIS SM TO SM BOWEL ANASTOMOSIS
1574	4561	RESECTION MULTIPLE SEGMENTS OF SMALL BOWEL
1575	32291	WEDGE RESECTION SINGLE LOBE OF LUNG
1576	3459	EXC LESION PLEURA NEC
1577	8035	BIOPSY (ASPIRATION) OF HIP JOINT
1578	1496379	תהודה מגנטית (MRI) - מפרק כתף ימין
1579	R35712	PERCUTANEOUS CLOSURE OF PATENT FORAMEN OVALE
