signal	unit	muliplier	addition	Round	FinalRound
Reticulocyte	10*12/L	1	0.0	0.1	1.0
Reticulocyte	/L	1	0.0	0.1	1.0
Reticulocyte	10*12	1	0.0	0.1	1.0
Reticulocyte	None	1.0	0.0	0.1	1.0
TIBC	mmol/L	1	0.0	1.0	1
TIBC	mmol/L	1	0.0	0.1	1
TIBC	umol/L	1	0.0	1.0	1
TIBC	umol/L	1	0.0	0.1	1
TIBC	MicroU/L	1	0.0	1.0	1
TIBC	MicroU/L	1	0.0	0.1	1
TIBC	None	1	0.0	1.0	1
TIBC	None	1	0.0	0.1	1
Serum_Oestradiol	None	1	0.0	1.0	
Serum_Oestradiol	pmol/L	1	0.0	1.0	
Serum_Oestradiol	pg/mL	1	0.0	1.0	
Serum_Oestradiol	nmol/L	1000	0.0	1.0	
TroponinI	g/L	1	0.0	0.1	
TroponinI	ug/L	1	0.0	0.1	
TroponinI	ng/mL	1	0.0	0.1	
TroponinI	ng/L	1	0.0	0.1	
TroponinI	None	1	0.0	0.1	
RandomLDL	None	1	0.0	0.01	
RandomLDL	mmol/L	1	0.0	0.01	
Sex_Hormone_Binding_Globulin	None	1	0.0	1.0	
Sex_Hormone_Binding_Globulin	g/L	1	0.0	1.0	
Sex_Hormone_Binding_Globulin	nmol/L	1	0.0	1.0	
RandomTriglyceride	None	1	0.0	0.01	0.1
RandomTriglyceride	mmol/L	1	0.0	0.01	0.1
Teophylline	mg/L	1	0.0	0.1	1.0
Teophylline	None	1	0.0	0.1	1.0
Teophylline	ug/mL	1	0.0	0.1	1.0
Ca	None	4.0	0.0	0.01	
Ca	mg/dL	4.0	0.0	0.01	
Ca	mol/L	4.0	0.0	0.01	
Ca	mmol/L	4.0	0.0	0.01	
PFR	None	1	0.0	0.1	10
PFR	L/h	1	0.0	0.1	10
PFR	/L	1	0.0	0.1	10
PFR	L	1.0	0.0	0.1	10
PFR	L/min	1.0	0.0	0.1	10
PFR	/minute	1.0	0.0	0.1	10
MPV	None	1	0.0	0.1	
MPV	fL	1	0.0	0.1	
MPV	10*9/L	1.0	0.0	0.1	
Lymphocytes%	None	1	0.0	0.01	1.0
Lymphocytes%	<None>	1.0	0.0	0.01	1.0
Lymphocytes%	%	1.0	0.0	0.01	1.0
Basophils%	%	1.0	0.0	0.01	1.0
Basophils%	None	1.0	0.0	0.01	1.0
Monocytes%	None	1.0	0.0	0.01	1.0
Monocytes%	<None>	1.0	0.0	0.01	1.0
Monocytes%	%	1.0	0.0	0.01	1.0
Eosinophils%	%	1.0	0.0	0.01	1.0
Eosinophils%	None	1.0	0.0	0.01	1.0
Neutrophils%	None	1.0	0.0	0.01	1.0
Neutrophils%	%	1.0	0.0	0.01	1.0
LUC	10*9/L	1.0	0.0	0.01	
LUC	%	0.1	0.0	0.01	
LUC	None	1.0	0.0	0.01	
LUC	L	1.0	0.0	0.01	
LUC	/L	1.0	0.0	0.01	
LUC	(pH)	1.0	0.0	0.01	
FSH	U/L	1.0	0.0	0.1	1.0
FSH	None	1.0	0.0	0.1	1.0
FSH	IU/L	1.0	0.0	0.1	1.0
FSH	mU/mL	1.0	0.0	0.1	1.0
FSH	mIU/L	1.0	0.0	0.1	1.0
FSH	IU/mL	1.0	0.0	0.1	1.0
CK	U/L	1.0	0.0	1.0	
CK	/uL	1.0	0.0	1.0	
CK	IU	1.0	0.0	1.0	
CK	IU/L	1.0	0.0	1.0	
CK	None	1.0	0.0	1.0	
CK	umol/L	1.0	0.0	1.0	
RandomGlucose	None	18.02	0.0	0.1	
RandomGlucose	IU/L	18.02	0.0	0.1	
RandomGlucose	mmol/L	18.02	0.0	0.1	
Iron_Fe	None	5.5866	0.0	1.0	1.0
Iron_Fe	umol/L	5.5866	0.0	1.0	1.0
Iron_Fe	mol/L	5.5866	0.0	1.0	1.0
Iron_Fe	MicroU/L	5.5866	0.0	1.0	1.0
Iron_Fe	mU/mL	5.5866	0.0	1.0	1.0
Iron_Fe	mmol/L	5.5866	0.0	1.0	1.0
NonHDLCholesterol	nmol/L	38.6	0.0	0.1	
NonHDLCholesterol	mmol/L	38.6	0.0	0.1	
CA125	None	1.0	0.0	1.0	
CA125	kU/L	1.0	0.0	1.0	
CA125	kIU/L	1.0	0.0	1.0	
CA125	U/L	1.0	0.0	1.0	
CA125	IU/L	1.0	0.0	1.0	
CA125	u	1.0	0.0	1.0	
CA125	umol	1.0	0.0	1.0	
CA125	u/mL	1.0	0.0	1.0	
CA125	IU/mL	1.0	0.0	1.0	
CA125	mmol/L	1.0	0.0	1.0	
Amylase	IU/L	1.0	0.0	1.0	
Amylase	/uL	1.0	0.0	1.0	
Amylase	IU/mL	1.0	0.0	1.0	
Amylase	U/L	1.0	0.0	1.0	
Amylase	None	1.0	0.0	1.0	
VitaminD_25	nmol/L	1	0.0	0.1	1
VitaminD_25	None	1.0	0.0	0.1	1
VitaminD_25	ng/L	2.496	0.0	0.1	1.0
VitaminD_25	ng/mL	2.496	0.0	1.0	
VitaminD_25	pmol/L	1.0	0.0	1	1
VitaminD_25	ug/L	2.496	0.0	0.1	1.0
Urine_Epithelial_Cell	/uL	1.0	0.0	1.0	
Urine_Epithelial_Cell	/cu.mm	1.0	0.0	1.0	
Urine_Epithelial_Cell	10*6/L	1.0	0.0	1.0	
Urine_Epithelial_Cell	/(hpf)	1.0	0.0	1.0	
Progesterone	None	1.0	0.0	1.0	
Progesterone	nmol/L	1.0	0.0	1.0	
LDH	IU/L	1.0	0.0	1.0	
LDH	None	1.0	0.0	1.0	
LDH	U/L	1.0	0.0	1.0	
Transferrin_Saturation_Index	%	1.0	0.0	1.0	
Transferrin_Saturation_Index	%Hb	1.0	0.0	1.0	
Transferrin_Saturation_Index	None	1	0.0	1.0	
HDL_over_nonHDL	None	0.1	0.0	0.01	
HDL_over_nonHDL	mmol/L	0.1	0.0	0.01	
HDL_over_nonHDL	ratio	0.1	0.0	0.01	
Urea	None	6.0	0.0	0.1	
Urea	mol/L	6.0	0.0	0.1	
Urea	mmol/L	6.0	0.0	0.1	
CHADS2	None	1	0.0	1.0	
CHADS2_VASC	None	1	0.0	1.0	
PlasmaAnionGap	mmol/L	1	0.0	0.1	1.0
SerumAnionGap	mmol/L	1	0.0	0.1	1.0
PTH	ng/L	1	0.0	0.1	1.0
PTH	pg/mL	1	0.0	0.1	1.0
PTH	pmol/L	10	0.0	0.1	1.0
PTH	None	1	0.0	0.1	1.0
CEA	ng/mL	1	0.0	1.0	
CEA	ug/L	1	0.0	1.0	
CEA	mmol/L	1	0.0	1.0	
CEA	None	1	0.0	1.0	
Weight	kg	1	0.0	1.0	
Weight	None	1	0.0	1.0	
Height	cm	1	0.0	0.01	1.0
Height	None	100	0.0	0.01	1.0
BMI	kg/m2	1	0.0	0.1	
BMI	None	1	0.0	0.1	
Fev1	L	1	0.0	0.1	
Fev1	/L	1	0.0	0.1	
Fev1	L/min	1	0.0	0.1	
Fev1	None	1	0.0	0.1	
Fev1	L/L	1	0.0	0.1	
Fev1_over_Fvc	%	1	0.0	0.1	1.0
Fev1_over_Fvc	None	1	0.0	0.1	1.0
Fev1_over_Fvc	ratio	1	0.0	0.1	1.0
Fvc	L	1	0.0	0.1	
Fvc	/L	1	0.0	0.1	
Fvc	L/min	1	0.0	0.1	
Fvc	L/L	1	0.0	0.1	
Fvc	None	1	0.0	0.1	
Fvc	mL	0.001	0.0	0.1	
PT	second	1	0.0	0.1	1.0
PT	s	1	0.0	0.1	1.0
PT	None	1	0.0	0.1	1.0
PT	/second	1	0.0	0.1	1.0
PT	10*3	1	0.0	0.1	1.0
Albumin_over_Creatinine	mg/mmol	1	0.0	1	
Albumin_over_Creatinine	None	1	0.0	1	
Albumin_over_Creatinine	g/mol	1	0.0	1	
Albumin_over_Creatinine	mg/mmol(creat)	1	0.0	1	
Albumin_over_Creatinine	mg/L	1	0.0	1	
Albumin_over_Creatinine	ratio	1	0.0	1	
Cortisol	nmol/L	0.03624501631025734	0.0	1	0.1
Cortisol	None	0.03624501631025734	0.0	1	0.1
C3	g/L	1	0.0	0.01	
C3	None	1	0.0	0.01	
C3	mg/dL	0.01	0.0	0.01	
C4	g/L	1	0.0	0.01	
C4	None	1	0.0	0.01	
C4	mg/dL	0.01	0.0	0.01	
C4	mg/L	0.001	0.0	0.01	
TroponinT	ug/L	1	0.0	0.01	
TroponinT	ng/mL	1	0.0	0.01	
TroponinT	g/L	1	0.0	0.01	
TroponinT	None	1	0.0	0.01	
TroponinT	ng/L	0.01	0.0	0.01	
eGFR	mL/min/1.73m*2	1	0.0	0.1	1.0
eGFR	ml/min/1.73m*2	1	0.0	0.1	1.0
eGFR	mL/min/1.73m2	1	0.0	0.1	1.0
eGFR	mL/24h/1.73m*2	1	0.0	0.1	1.0
eGFR	mL/min	1	0.0	0.1	1.0
eGFR	None	1	0.0	0.1	1.0
eGFR	/mL	1	0.0	0.1	1.0
eGFR	ml/min/1.73m	1	0.0	0.1	1.0
eGFR	L/min	1	0.0	0.1	1.0
eGFR	/minute	1	0.0	0.1	1.0
eGFR	mg/mmol	1	0.0	0.1	1.0
BP	mmHg	1	0.0	0.1	
BP	None	1	0.0	0.1	
PULSE	rate	1	0.0	1.0	1.0
PULSE	None	1	0.0	1.0	1.0
RandomHDL	mmol/L	1	0.0	0.01	0.1
RandomHDL	None	1	0.0	0.01	0.1
VLDL	mmol/L	1	0.0	0.1	0.1
VLDL	null value	1	0.0	0.1	0.1
VitaminLevel	nmol/L	1	0.0	1	1.0
VitaminLevel	ng/L	1	0.0	1	1.0
VitaminLevel	ug/L	1	0.0	1	1.0
VitaminLevel	ng/mL	1	0.0	1	1.0
VitaminLevel	pmol/L	1	0.0	1	1.0
APTT	s	1	0.0	1	1.0
APTT	second	1	0.0	1	1.0
APTT	None	1	0.0	1	1.0
APTT	null value	1	0.0	1	1.0
APTT	/second	1	0.0	1	1.0
APTT_r	ratio	1	0.0	1	1.0
APTT_r	None	1	0.0	1	1.0
UrineCreatinine	mmol/L	1	0	1	
UrineCreatinine	umol/L	0.001	0	1	
UrineCreatinine	None	1	0	1	
UrineSodium	mmol/L	1	0	1
UrineSodium	None	1	0	1
UrineSodium	mmol	1	0	1
UrineSodium	mmol/d	1	0	1
UrineSodium	mmol/L	1	0	1
VitaminD2	nmol/L	1	0	1	1
VitaminD2	ug/L	1	0	1	1
VitaminD2	ng/mL	1	0	1	1
VitaminD2	pmol/L	1	0	1	1
VitaminD2	null value	1	0	1	1
